planned_map_id,archetype,source_type,anchor_id,trace_id,generator_type,seed,builder,input_reference,output_directory,config_hash,enabled,skip_reason,generator_parameters,extracted_parameters,parameter_extractor,trace_support,window_size_m,variant_type,offset_m,network_type,batch_target
v2_osm_helsinki_archipelago_offset_e_1500m_1000m_0002,island_or_partitioned,osm,helsinki_archipelago,,,2372844294,osm,osm_anchor:helsinki_archipelago,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_helsinki_archipelago_offset_e_1500m_1000m_0002,2150301fb651c754,True,,"{""_allow_partitioned"":true,""anchor_distance_m"":1000.0,""anchor_label"":""Helsinki archipelago partitioned"",""center_lat"":60.16,""center_lon"":24.938054,""crs"":""EPSG:3067"",""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_e"",""width_m"":1500,""window_size_m"":1500.0}",,,,1500,offset_e,1000,all,100
v2_osm_helsinki_disrupted_offset_s_2500m_1500m_0003,industrial_disrupted,osm,helsinki_disrupted,,,2735465880,osm,osm_anchor:helsinki_disrupted,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_helsinki_disrupted_offset_s_2500m_1500m_0003,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1500.0,""anchor_label"":""Helsinki Kalasatama / Disrupted"",""center_lat"":60.174525,""center_lon"":24.98,""crs"":""EPSG:3067"",""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_s"",""width_m"":2500,""window_size_m"":2500.0}",,,,2500,offset_s,1500,all,100
v2_osm_helsinki_downtown_offset_w_5000m_200m_0004,dense_urban_irregular,osm,helsinki_downtown,,,3690007196,osm,osm_anchor:helsinki_downtown,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_helsinki_downtown_offset_w_5000m_200m_0004,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":200.0,""anchor_label"":""Helsinki Downtown"",""center_lat"":60.1715,""center_lon"":24.936388,""crs"":""EPSG:3067"",""height_m"":5000,""osm_network_type"":""drive"",""variant_type"":""offset_w"",""width_m"":5000,""window_size_m"":5000.0}",,,,5000,offset_w,200,drive,100
v2_osm_kallio_community_exact_500m_0m_0005,compact_residential,osm,kallio_community,,,1047113632,osm,osm_anchor:kallio_community,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_kallio_community_exact_500m_0m_0005,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":0.0,""anchor_label"":""Kallio Community Compact"",""center_lat"":60.184,""center_lon"":24.9475,""crs"":""EPSG:3067"",""height_m"":500,""osm_network_type"":""all"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",,,,500,exact,0,all,100
v2_osm_kumpula_campus_offset_n_1000m_1000m_0006,campus_compact,osm,kumpula_campus,,,2704927309,osm,osm_anchor:kumpula_campus,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_kumpula_campus_offset_n_1000m_1000m_0006,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1000.0,""anchor_label"":""Kumpula Campus"",""center_lat"":60.215983,""center_lon"":24.968,""crs"":""EPSG:3067"",""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",,,,1000,offset_n,1000,all,100
v2_osm_lapland_rural_sparse_offset_e_1500m_1500m_0007,rural_roads,osm,lapland_rural_sparse,,,840817294,osm,osm_anchor:lapland_rural_sparse,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_lapland_rural_sparse_offset_e_1500m_1500m_0007,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1500.0,""anchor_label"":""Lapland rural roads"",""center_lat"":66.5,""center_lon"":25.763792,""crs"":""EPSG:3067"",""height_m"":1500,""osm_network_type"":""drive"",""variant_type"":""offset_e"",""width_m"":1500,""window_size_m"":1500.0}",,,,1500,offset_e,1500,drive,100
v2_osm_london_industrial_corridor_offset_s_2500m_200m_0008,industrial_disrupted,osm,london_industrial_corridor,,,2389925225,osm,osm_anchor:london_industrial_corridor,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_london_industrial_corridor_offset_s_2500m_200m_0008,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":200.0,""anchor_label"":""London industrial corridor"",""center_lat"":51.513203,""center_lon"":-0.015,""crs"":""EPSG:27700"",""height_m"":2500,""osm_network_type"":""drive"",""variant_type"":""offset_s"",""width_m"":2500,""window_size_m"":2500.0}",,,,2500,offset_s,200,drive,100
v2_osm_manhattan_midtown_offset_w_5000m_500m_0009,urban_grid,osm,manhattan_midtown,,,1493495632,osm,osm_anchor:manhattan_midtown,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_manhattan_midtown_offset_w_5000m_500m_0009,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":500.0,""anchor_label"":""Manhattan Midtown"",""center_lat"":40.757,""center_lon"":-73.98643,""crs"":""EPSG:32618"",""height_m"":5000,""osm_network_type"":""drive"",""variant_type"":""offset_w"",""width_m"":5000,""window_size_m"":5000.0}",,,,5000,offset_w,500,drive,100
v2_osm_mit_campus_reality_exact_500m_0m_0010,campus_compact,osm,mit_campus_reality,,,2246785792,osm,osm_anchor:mit_campus_reality,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_mit_campus_reality_exact_500m_0m_0010,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":0.0,""anchor_label"":""MIT Campus (Reality Mining)"",""center_lat"":42.36,""center_lon"":-71.09,""crs"":""EPSG:32619"",""height_m"":500,""osm_network_type"":""all"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",,,dartmouth_wardriving_20060602,500,exact,0,all,100
v2_osm_nuuksio_sparse_trails_offset_n_1000m_1500m_0011,sparse_trails,osm,nuuksio_sparse_trails,,,1744884780,osm,osm_anchor:nuuksio_sparse_trails,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_nuuksio_sparse_trails_offset_n_1000m_1500m_0011,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1500.0,""anchor_label"":""Nuuksio Sparse Trails"",""center_lat"":60.335975,""center_lon"":24.5125,""crs"":""EPSG:3067"",""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",,,,1000,offset_n,1500,all,100
v2_osm_rio_centro_buses_offset_e_1500m_200m_0012,bus_route_urban_suburban,osm,rio_centro_buses,,,1404557674,osm,osm_anchor:rio_centro_buses,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_rio_centro_buses_offset_e_1500m_200m_0012,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":200.0,""anchor_label"":""Rio de Janeiro central bus corridor"",""center_lat"":-22.9,""center_lon"":-43.22805,""crs"":""EPSG:32723"",""height_m"":1500,""osm_network_type"":""drive"",""variant_type"":""offset_e"",""width_m"":1500,""window_size_m"":1500.0}",,,coppe_ufrj_riobuses_20180319,1500,offset_e,200,drive,100
v2_osm_roma_centro_offset_s_2500m_500m_0013,dense_urban_irregular,osm,roma_centro,,,2904331584,osm,osm_anchor:roma_centro,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_roma_centro_offset_s_2500m_500m_0013,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":500.0,""anchor_label"":""Rome historic centre (taxi GPS)"",""center_lat"":41.890508,""center_lon"":12.49,""crs"":""EPSG:32633"",""height_m"":2500,""osm_network_type"":""drive"",""variant_type"":""offset_s"",""width_m"":2500,""window_size_m"":2500.0}",,,roma_taxi_20140717,2500,offset_s,500,drive,100
v2_osm_sf_cabspotting_downtown_offset_w_5000m_1000m_0014,dense_urban_irregular,osm,sf_cabspotting_downtown,,,2663603048,osm,osm_anchor:sf_cabspotting_downtown,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_sf_cabspotting_downtown_offset_w_5000m_1000m_0014,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1000.0,""anchor_label"":""San Francisco Downtown (Cabspotting)"",""center_lat"":37.785,""center_lon"":-122.421366,""crs"":""EPSG:32610"",""height_m"":5000,""osm_network_type"":""drive"",""variant_type"":""offset_w"",""width_m"":5000,""window_size_m"":5000.0}",,,epfl_mobility_20090224,5000,offset_w,1000,drive,100
v2_osm_sf_mission_corridor_exact_500m_0m_0015,corridor_linear,osm,sf_mission_corridor,,,3241704146,osm,osm_anchor:sf_mission_corridor,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_sf_mission_corridor_exact_500m_0m_0015,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":0.0,""anchor_label"":""San Francisco Mission Corridor"",""center_lat"":37.758,""center_lon"":-122.415,""crs"":""EPSG:32610"",""height_m"":500,""osm_network_type"":""drive"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",,,,500,exact,0,drive,100
v2_osm_tampere_suburban_offset_n_1000m_200m_0016,suburban_low_density,osm,tampere_suburban,,,4277555139,osm,osm_anchor:tampere_suburban,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_tampere_suburban_offset_n_1000m_200m_0016,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":200.0,""anchor_label"":""Tampere suburban low density"",""center_lat"":61.476797,""center_lon"":23.75,""crs"":""EPSG:3067"",""height_m"":1000,""osm_network_type"":""drive"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",,,,1000,offset_n,200,drive,100
v2_osm_cambridge_haggle_offset_e_1500m_500m_0017,dense_urban_irregular,osm,cambridge_haggle,,,2654621717,osm,osm_anchor:cambridge_haggle,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_cambridge_haggle_offset_e_1500m_500m_0017,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":500.0,""anchor_label"":""Cambridge UK (Haggle)"",""center_lat"":52.205,""center_lon"":0.127329,""crs"":""EPSG:27700"",""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_e"",""width_m"":1500,""window_size_m"":1500.0}",,,,1500,offset_e,500,all,100
v2_osm_dieselnet_amherst_offset_s_2500m_1000m_0018,bus_route_urban_suburban,osm,dieselnet_amherst,,,3404321609,osm,osm_anchor:dieselnet_amherst,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_dieselnet_amherst_offset_s_2500m_1000m_0018,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1000.0,""anchor_label"":""DieselNet / PVTA Amherst"",""center_lat"":42.371017,""center_lon"":-72.525,""crs"":""EPSG:32618"",""height_m"":2500,""osm_network_type"":""drive"",""variant_type"":""offset_s"",""width_m"":2500,""window_size_m"":2500.0}",,,umass_diesel_20080914,2500,offset_s,1000,drive,100
v2_osm_helsinki_archipelago_offset_w_5000m_1500m_0019,island_or_partitioned,osm,helsinki_archipelago,,,4151386620,osm,osm_anchor:helsinki_archipelago,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_helsinki_archipelago_offset_w_5000m_1500m_0019,2150301fb651c754,True,,"{""_allow_partitioned"":true,""anchor_distance_m"":1500.0,""anchor_label"":""Helsinki archipelago partitioned"",""center_lat"":60.16,""center_lon"":24.89292,""crs"":""EPSG:3067"",""height_m"":5000,""osm_network_type"":""all"",""variant_type"":""offset_w"",""width_m"":5000,""window_size_m"":5000.0}",,,,5000,offset_w,1500,all,100
v2_osm_helsinki_disrupted_exact_500m_0m_0020,industrial_disrupted,osm,helsinki_disrupted,,,2778121135,osm,osm_anchor:helsinki_disrupted,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_helsinki_disrupted_exact_500m_0m_0020,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":0.0,""anchor_label"":""Helsinki Kalasatama / Disrupted"",""center_lat"":60.188,""center_lon"":24.98,""crs"":""EPSG:3067"",""height_m"":500,""osm_network_type"":""all"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",,,,500,exact,0,all,100
v2_osm_helsinki_downtown_offset_n_1000m_500m_0021,dense_urban_irregular,osm,helsinki_downtown,,,1278288106,osm,osm_anchor:helsinki_downtown,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_helsinki_downtown_offset_n_1000m_500m_0021,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":500.0,""anchor_label"":""Helsinki Downtown"",""center_lat"":60.175992,""center_lon"":24.94,""crs"":""EPSG:3067"",""height_m"":1000,""osm_network_type"":""drive"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",,,,1000,offset_n,500,drive,100
v2_osm_kallio_community_offset_e_1500m_1000m_0022,compact_residential,osm,kallio_community,,,642851568,osm,osm_anchor:kallio_community,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_osm_kallio_community_offset_e_1500m_1000m_0022,2150301fb651c754,True,,"{""_allow_partitioned"":false,""anchor_distance_m"":1000.0,""anchor_label"":""Kallio Community Compact"",""center_lat"":60.184,""center_lon"":24.965567,""crs"":""EPSG:3067"",""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_e"",""width_m"":1500,""window_size_m"":1500.0}",,,,1500,offset_e,1000,all,100
v2_trs_haggle_one_cambridge_city_complete_clustered_communities_0000,clustered_communities,trace_reference_synthetic,cambridge_haggle,haggle_one_cambridge_city_complete,clustered_communities,4281502606,trace_reference_synthetic,trace:haggle_one_cambridge_city_complete|extractor:standard_events_contact_summary_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_haggle_one_cambridge_city_complete_clustered_communities_0000,2150301fb651c754,True,,"{""inter_bridge_count"":2,""inter_gap_m"":300,""intra_density"":0.9,""n_clusters"":4,""nodes_per_cluster"":12}","{""contact_duration_count"":9010,""contact_duration_mean_s"":609.9981132075471,""contacts"":10873,""density_proxy"":8.199849170437405,""downs"":10873,""duration_seconds"":987529,""events"":21746,""extractor"":""standard_events_contact_summary_v1"",""geometry_rule"":""none_automatic; map via configured target_generators only"",""mean_degree_events"":418.1923076923077,""n_nodes"":52,""trace_id"":""haggle_one_cambridge_city_complete"",""up_down_balanced"":true,""ups"":10873}",standard_events_contact_summary_v1,,0,,0,,100
v2_trs_haggle_one_cambridge_city_complete_conference_event_compact_0001,conference_event_compact,trace_reference_synthetic,cambridge_haggle,haggle_one_cambridge_city_complete,conference_event_compact,4170262378,trace_reference_synthetic,trace:haggle_one_cambridge_city_complete|extractor:standard_events_contact_summary_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_haggle_one_cambridge_city_complete_conference_event_compact_0001,2150301fb651c754,True,,"{""corridor_width_m"":12,""hall_count"":3,""inter_hall_gap_m"":50,""room_spacing_m"":25,""rooms_per_hall"":6}","{""contact_duration_count"":9010,""contact_duration_mean_s"":609.9981132075471,""contacts"":10873,""density_proxy"":8.199849170437405,""downs"":10873,""duration_seconds"":987529,""events"":21746,""extractor"":""standard_events_contact_summary_v1"",""geometry_rule"":""none_automatic; map via configured target_generators only"",""mean_degree_events"":418.1923076923077,""n_nodes"":52,""trace_id"":""haggle_one_cambridge_city_complete"",""up_down_balanced"":true,""ups"":10873}",standard_events_contact_summary_v1,,0,,0,,100
v2_trs_oviedo_asturies_er_20160808_sparse_rural_0002,rural_roads,trace_reference_synthetic,,oviedo_asturies_er_20160808,sparse_rural,3389670657,trace_reference_synthetic,trace:oviedo_asturies_er_20160808|extractor:standard_events_contact_summary_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_oviedo_asturies_er_20160808_sparse_rural_0002,2150301fb651c754,True,,"{""connection_radius_m"":600,""long_edge_prob"":0.3,""n_nodes"":80,""pos_noise_m"":20}","{""contact_duration_count"":2622625,""contact_duration_mean_s"":3201.682047566846,""contacts"":2622625,""density_proxy"":101.34573769224824,""downs"":2622625,""duration_seconds"":31622339,""events"":5245747,""extractor"":""standard_events_contact_summary_v1"",""geometry_rule"":""none_automatic; map via configured target_generators only"",""mean_degree_events"":23009.842105263157,""n_nodes"":228,""trace_id"":""oviedo_asturies_er_20160808"",""up_down_balanced"":false,""ups"":2623122}",standard_events_contact_summary_v1,,0,,0,,100
v2_trs_oviedo_asturies_er_20160808_disrupted_grid_0003,industrial_disrupted,trace_reference_synthetic,,oviedo_asturies_er_20160808,disrupted_grid,561439990,trace_reference_synthetic,trace:oviedo_asturies_er_20160808|extractor:standard_events_contact_summary_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_oviedo_asturies_er_20160808_disrupted_grid_0003,2150301fb651c754,True,,"{""block_size_m"":80,""grid_cols"":15,""grid_rows"":15,""removal_mode"":""articulation_bias"",""removal_rate"":0.15}","{""contact_duration_count"":2622625,""contact_duration_mean_s"":3201.682047566846,""contacts"":2622625,""density_proxy"":101.34573769224824,""downs"":2622625,""duration_seconds"":31622339,""events"":5245747,""extractor"":""standard_events_contact_summary_v1"",""geometry_rule"":""none_automatic; map via configured target_generators only"",""mean_degree_events"":23009.842105263157,""n_nodes"":228,""trace_id"":""oviedo_asturies_er_20160808"",""up_down_balanced"":false,""ups"":2623122}",standard_events_contact_summary_v1,,0,,0,,100
v2_trs_oviedo_asturies_er_20160808_partitioned_bridge_0004,island_or_partitioned,trace_reference_synthetic,,oviedo_asturies_er_20160808,partitioned_bridge,2310703939,trace_reference_synthetic,trace:oviedo_asturies_er_20160808|extractor:standard_events_contact_summary_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_oviedo_asturies_er_20160808_partitioned_bridge_0004,2150301fb651c754,True,,"{""bridges_per_pair"":2,""intra_density"":0.6,""n_partitions"":3,""nodes_per_partition"":60}","{""contact_duration_count"":2622625,""contact_duration_mean_s"":3201.682047566846,""contacts"":2622625,""density_proxy"":101.34573769224824,""downs"":2622625,""duration_seconds"":31622339,""events"":5245747,""extractor"":""standard_events_contact_summary_v1"",""geometry_rule"":""none_automatic; map via configured target_generators only"",""mean_degree_events"":23009.842105263157,""n_nodes"":228,""trace_id"":""oviedo_asturies_er_20160808"",""up_down_balanced"":false,""ups"":2623122}",standard_events_contact_summary_v1,,0,,0,,100
v2_trs_st_andrews_locshare_20111012_campus_compact_0005,campus_compact,trace_reference_synthetic,,st_andrews_locshare_20111012,campus_compact,1092509999,trace_reference_synthetic,trace:st_andrews_locshare_20111012|extractor:locshare_encounters_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_st_andrews_locshare_20111012_campus_compact_0005,2150301fb651c754,True,,"{""building_spacing_m"":60,""n_buildings"":15,""path_density"":0.6,""quad_size_m"":300,""ring_roads"":1}","{""building_spacing_m"":60,""contacts"":2395,""duration_seconds"":79,""extractor"":""locshare_encounters_v1"",""geometry_rule"":""parameterize campus_compact / clustered_communities only"",""inter_bridge_count"":2,""inter_gap_m"":200,""intra_density"":0.6,""n_buildings"":15,""n_clusters"":8,""n_nodes"":3573,""nodes_per_cluster"":10,""path_density"":0.6,""quad_size_m"":300,""ring_roads"":1,""trace_id"":""st_andrews_locshare_20111012""}",locshare_encounters_v1,,0,,0,,100
v2_trs_st_andrews_locshare_20111012_clustered_communities_0006,clustered_communities,trace_reference_synthetic,,st_andrews_locshare_20111012,clustered_communities,905740112,trace_reference_synthetic,trace:st_andrews_locshare_20111012|extractor:locshare_encounters_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_st_andrews_locshare_20111012_clustered_communities_0006,2150301fb651c754,True,,"{""inter_bridge_count"":2,""inter_gap_m"":200,""intra_density"":0.5,""n_clusters"":8,""nodes_per_cluster"":8}","{""building_spacing_m"":60,""contacts"":2395,""duration_seconds"":79,""extractor"":""locshare_encounters_v1"",""geometry_rule"":""parameterize campus_compact / clustered_communities only"",""inter_bridge_count"":2,""inter_gap_m"":200,""intra_density"":0.6,""n_buildings"":15,""n_clusters"":8,""n_nodes"":3573,""nodes_per_cluster"":10,""path_density"":0.6,""quad_size_m"":300,""ring_roads"":1,""trace_id"":""st_andrews_locshare_20111012""}",locshare_encounters_v1,,0,,0,,100
v2_trs_st_andrews_sassy_20110603_clustered_communities_0007,clustered_communities,trace_reference_synthetic,,st_andrews_sassy_20110603,clustered_communities,2171851683,trace_reference_synthetic,trace:st_andrews_sassy_20110603|extractor:sassy_encounters_v1,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_trs_st_andrews_sassy_20110603_clustered_communities_0007,2150301fb651c754,True,,"{""inter_bridge_count"":2,""inter_gap_m"":200,""intra_density"":0.7,""n_clusters"":3,""nodes_per_cluster"":8}","{""contact_duration_mean_s"":3.6431625454286327,""contacts"":112264,""duration_seconds"":6413284,""extractor"":""sassy_encounters_v1"",""geometry_rule"":""parameterize clustered_communities only"",""inter_bridge_count"":2,""inter_gap_m"":200,""intra_density"":0.7,""n_clusters"":3,""n_nodes"":25,""nodes_per_cluster"":8,""trace_id"":""st_andrews_sassy_20110603""}",sassy_encounters_v1,,0,,0,,100
v2_syn_bus_route_corridor_0000,bus_route_urban_suburban,synthetic,,,bus_route_corridor,1480866620,synthetic,generator:bus_route_corridor,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_bus_route_corridor_0000,2150301fb651c754,True,,"{""corridor_length_m"":2000,""corridor_width_m"":200,""feeder_branch_prob"":0.0,""n_parallel_lanes"":1,""n_stops"":4}",,,,0,,0,,100
v2_syn_campus_compact_0001,campus_compact,synthetic,,,campus_compact,3678564768,synthetic,generator:campus_compact,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_campus_compact_0001,2150301fb651c754,True,,"{""building_spacing_m"":60,""n_buildings"":8,""path_density"":0.6,""quad_size_m"":300,""ring_roads"":2}",,,,0,,0,,100
v2_syn_clustered_communities_0002,clustered_communities,synthetic,,,clustered_communities,2851486545,synthetic,generator:clustered_communities,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_clustered_communities_0002,2150301fb651c754,True,,"{""inter_bridge_count"":2,""inter_gap_m"":300,""intra_density"":0.9,""n_clusters"":5,""nodes_per_cluster"":16}",,,,0,,0,,100
v2_syn_conference_event_compact_0003,conference_event_compact,synthetic,,,conference_event_compact,3504694435,synthetic,generator:conference_event_compact,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_conference_event_compact_0003,2150301fb651c754,True,,"{""corridor_width_m"":8,""hall_count"":5,""inter_hall_gap_m"":30,""room_spacing_m"":30,""rooms_per_hall"":10}",,,,0,,0,,100
v2_syn_corridor_0004,corridor_linear,synthetic,,,corridor,1141455999,synthetic,generator:corridor,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_corridor_0004,2150301fb651c754,True,,"{""branch_length_m"":100,""branch_prob"":0.0,""length_m"":6000,""width_m"":1200}",,,,0,,0,,100
v2_syn_disrupted_grid_0005,industrial_disrupted,synthetic,,,disrupted_grid,597367378,synthetic,generator:disrupted_grid,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_disrupted_grid_0005,2150301fb651c754,True,,"{""block_size_m"":100,""grid_cols"":12,""grid_rows"":12,""removal_mode"":""articulation_bias"",""removal_rate"":0.05}",,,,0,,0,,100
v2_syn_grid_0006,urban_grid,synthetic,,,grid,1420178527,synthetic,generator:grid,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_grid_0006,2150301fb651c754,True,,"{""block_size_m"":60,""diagonal_links"":false,""grid_cols"":8,""grid_rows"":8}",,,,0,,0,,100
v2_syn_hub_and_spoke_0007,hub_and_spoke,synthetic,,,hub_and_spoke,666589392,synthetic,generator:hub_and_spoke,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_hub_and_spoke_0007,2150301fb651c754,True,,"{""hub_spacing_m"":800,""n_hubs"":2,""spoke_length_m"":700,""spokes_per_hub"":8}",,,,0,,0,,100
v2_syn_jittered_grid_0008,dense_urban_irregular,synthetic,,,jittered_grid,3843718666,synthetic,generator:jittered_grid,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_jittered_grid_0008,2150301fb651c754,True,,"{""block_size_m"":40,""diagonal_links"":false,""grid_cols"":8,""grid_rows"":8,""jitter_m"":20}",,,,0,,0,,100
v2_syn_partitioned_bridge_0009,island_or_partitioned,synthetic,,,partitioned_bridge,829749886,synthetic,generator:partitioned_bridge,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_partitioned_bridge_0009,2150301fb651c754,True,,"{""bridges_per_pair"":1,""intra_density"":0.4,""n_partitions"":2,""nodes_per_partition"":25}",,,,0,,0,,100
v2_syn_radial_city_0010,radial_city,synthetic,,,radial_city,1625457291,synthetic,generator:radial_city,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_radial_city_0010,2150301fb651c754,True,,"{""n_rings"":7,""n_spokes"":14,""radial_noise_m"":10,""ring_spacing_m"":80}",,,,0,,0,,100
v2_syn_sparse_rural_0011,rural_roads,synthetic,,,sparse_rural,2005957687,synthetic,generator:sparse_rural,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_sparse_rural_0011,2150301fb651c754,True,,"{""connection_radius_m"":800,""long_edge_prob"":0.4,""n_nodes"":60,""pos_noise_m"":50}",,,,0,,0,,100
v2_syn_tree_trails_0012,sparse_trails,synthetic,,,tree_trails,1521905430,synthetic,generator:tree_trails,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_tree_trails_0012,2150301fb651c754,True,,"{""branch_factor"":2,""depth"":3,""edge_length_m"":80,""trail_jitter_m"":0}",,,,0,,0,,100
v2_syn_bus_route_corridor_0013,bus_route_urban_suburban,synthetic,,,bus_route_corridor,3300172492,synthetic,generator:bus_route_corridor,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_bus_route_corridor_0013,2150301fb651c754,True,,"{""corridor_length_m"":3000,""corridor_width_m"":400,""feeder_branch_prob"":0.2,""n_parallel_lanes"":2,""n_stops"":10}",,,,0,,0,,100
v2_syn_campus_compact_0014,campus_compact,synthetic,,,campus_compact,4013194888,synthetic,generator:campus_compact,/home/raul/Documents/the-one/scenarios/Generated_Map_Space_v1/batch_0100/wkt/v2_syn_campus_compact_0014,2150301fb651c754,True,,"{""building_spacing_m"":80,""n_buildings"":15,""path_density"":0.8,""quad_size_m"":400,""ring_roads"":1}",,,,0,,0,,100
