map_id,anchor_id,bbox,network_type,status,attempts,last_error,last_attempt_at,raw_graphml_path,raw_geojson_path,cache_hit,notes
OSM_cambridge_haggle_offset_n_1000m_1000m_0080,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-16T19:35:46.560522+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_1000m_0080.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_1000m_0534,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:24:46.066065+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_1000m_0534.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_1000m_1006,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:07:09.034069+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_1000m_1006.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_1000m_1490,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:25:46.253464+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1000m_1000m_1961,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:04:55.017180+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1000m_1500m_0422,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:09:35.332046+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_1500m_0422.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_1500m_0891,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T09:52:42.129489+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_1500m_0891.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_1500m_1368,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:15:56.437081+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1000m_1500m_1856,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:55:05.378481+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1000m_200m_0307,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T15:53:52.319445+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_200m_0307.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_200m_0772,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:50:58.718695+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_200m_0772.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_200m_1255,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:06:06.670588+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1000m_200m_1745,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:45:20.279688+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1000m_500m_0191,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T15:39:24.166918+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_500m_0191.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_500m_0657,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:38:20.560894+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_500m_0657.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_500m_1125,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:20:53.264003+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1000m_500m_1125.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1000m_500m_1605,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:35:30.459264+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_1000m_0382,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-17T16:05:44.176850+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_1000m_0382.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_1000m_0869,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-20T09:49:51.214366+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_1000m_0869.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_1000m_1336,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:13:31.462896+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_1000m_1819,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:52:40.738138+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_1500m_0278,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-17T15:49:31.809905+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_1500m_0278.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_1500m_0739,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-17T16:47:43.176484+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_1500m_0739.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_1500m_1223,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:03:36.664715+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_1500m_1711,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:42:50.164577+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_200m_0160,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-17T15:37:39.296051+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_200m_0160.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_200m_0628,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-17T16:33:53.954511+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_200m_0628.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_200m_1094,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-20T10:17:27.283742+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_200m_1094.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_200m_1563,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:33:05.817380+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_500m_0053,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-16T19:27:41.737791+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_500m_0053.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_500m_0504,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-17T16:21:10.820450+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_500m_0504.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_500m_0980,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,DOWNLOADED,1,,2026-06-20T10:03:28.519570+00:00,osm_cache/OSM_cambridge_haggle_offset_n_1500m_500m_0980.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_1500m_500m_1459,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:23:16.162954+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_1500m_500m_1932,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 1500, ""width_m"": 1500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:02:30.314125+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_2500m_1000m_0246,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-17T15:43:28.452494+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_1000m_0246.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_1000m_0712,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-17T16:44:09.224418+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_1000m_0712.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_1000m_1192,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-20T10:27:20.869824+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_1000m_1192.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_1000m_1686,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:40:25.021492+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_2500m_1500m_0136,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-17T15:34:00.158810+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_1500m_0136.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_1500m_0595,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-17T16:30:55.895873+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_1500m_0595.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_1500m_1069,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-20T10:14:30.764559+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_1500m_1069.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_1500m_1539,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:30:35.705055+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_2500m_200m_0026,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-16T19:18:01.025022+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_200m_0026.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_200m_0482,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-17T16:18:14.398993+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_200m_0482.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_200m_0950,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-20T10:00:03.683854+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_200m_0950.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_200m_1430,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:20:51.640001+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_2500m_200m_1904,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:00:00.201553+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_2500m_500m_0355,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-17T16:00:22.463309+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_500m_0355.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_500m_0830,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,DOWNLOADED,1,,2026-06-20T09:33:11.008350+00:00,osm_cache/OSM_cambridge_haggle_offset_n_2500m_500m_0830.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_2500m_500m_1304,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:11:01.353418+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_2500m_500m_1798,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 2500, ""width_m"": 2500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:50:16.160599+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_1000m_0221,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T15:41:14.222368+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_1000m_0221.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_1000m_0685,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T16:41:34.818419+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_1000m_0685.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_1000m_1158,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-20T10:24:26.815680+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_1000m_1158.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_1000m_1648,cambridge_haggle,"{""center_lat"": 52.213983, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:38:00.569861+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_1500m_0112,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T15:28:46.469760+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_1500m_0112.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_1500m_0565,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T16:27:40.162463+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_1500m_0565.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_1500m_1034,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-20T10:09:59.467751+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_1500m_1034.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_1500m_1513,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:28:11.044408+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_1500m_1991,cambridge_haggle,"{""center_lat"": 52.218475, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:07:19.723490+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_200m_0000,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-16T19:14:15.435755+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_200m_0000.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_200m_0448,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T16:13:34.315348+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_200m_0448.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_200m_0916,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-20T09:57:05.919725+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_200m_0916.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_200m_1400,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:18:21.515266+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_200m_1882,cambridge_haggle,"{""center_lat"": 52.206797, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:57:35.492266+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_500m_0328,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T15:57:42.967951+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_500m_0328.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_500m_0799,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,DOWNLOADED,1,,2026-06-17T16:54:58.032204+00:00,osm_cache/OSM_cambridge_haggle_offset_n_500m_500m_0799.graphml,,true,cache_hit
OSM_cambridge_haggle_offset_n_500m_500m_1280,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:08:36.833436+00:00,,,false,UNKNOWN
OSM_cambridge_haggle_offset_n_500m_500m_1773,cambridge_haggle,"{""center_lat"": 52.209492, ""center_lon"": 0.12, ""height_m"": 500, ""width_m"": 500}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:47:46.065510+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1000m_1000m_0483,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.512839, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-17T16:18:26.978829+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_1000m_0483.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_1000m_1070,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.512839, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-20T10:14:41.010153+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_1000m_1070.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_1000m_1687,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.512839, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:40:35.031021+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1000m_1500m_0330,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.506759, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-17T15:57:55.300459+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_1500m_0330.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_1500m_0919,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.506759, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-20T09:57:16.188177+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_1500m_0919.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_1500m_1514,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.506759, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:28:21.050701+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1000m_200m_0192,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.522568, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-17T15:39:36.212341+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_200m_0192.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_200m_0774,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.522568, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-17T16:51:09.297768+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_200m_0774.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_200m_1371,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.522568, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:16:06.441262+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1000m_200m_1964,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.522568, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:05:05.023001+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1000m_500m_0054,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.51892, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-16T19:27:53.331500+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_500m_0054.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_500m_0632,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.51892, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-17T16:34:04.465793+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1000m_500m_0632.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1000m_500m_1224,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.51892, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:03:46.676271+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1000m_500m_1822,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.51892, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:52:50.742514+00:00,,,false,UNKNOWN
OSM_dieselnet_amherst_offset_e_1500m_1000m_0113,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.512839, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T15:29:00.890873+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1500m_1000m_0113.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1500m_1000m_0688,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.512839, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T16:41:45.339006+00:00,osm_cache/OSM_dieselnet_amherst_offset_e_1500m_1000m_0688.graphml,,true,cache_hit
OSM_dieselnet_amherst_offset_e_1500m_1000m_1281,dieselnet_amherst,"{""center_lat"": 42.38, ""center_lon"": -72.512839, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:08:46.843406+00:00,,,false,UNKNOWN
