map_id,batch_target,source_type,anchor_id,anchor_label,archetype,generator_type,wkt_dir,roads_wkt,preview_png,metadata_json,world_size_x,world_size_y,crs,network_type,bbox_or_params,seed,generation_status,generation_notes
OSM_helsinki_downtown_exact_500m_0m_1437,1600,osm,helsinki_downtown,Helsinki Downtown,dense_urban_irregular,,batch_1600/wkt/map_1437,,,batch_1600/wkt/map_1437/metadata.json,0,0,EPSG:3067,drive,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":0.0,""center_lat"":60.1715,""center_lon"":24.94,""height_m"":500,""osm_network_type"":""drive"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",2767280332,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_helsinki_downtown_exact_500m_0m_1544,1600,osm,helsinki_downtown,Helsinki Downtown,dense_urban_irregular,,batch_1600/wkt/map_1544,,,batch_1600/wkt/map_1544/metadata.json,0,0,EPSG:3067,drive,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":0.0,""center_lat"":60.1715,""center_lon"":24.94,""height_m"":500,""osm_network_type"":""drive"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",2034149937,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_helsinki_downtown_exact_500m_0m_1690,2000,osm,helsinki_downtown,Helsinki Downtown,dense_urban_irregular,,batch_2000/wkt/map_1690,,,batch_2000/wkt/map_1690/metadata.json,0,0,EPSG:3067,drive,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":0.0,""center_lat"":60.1715,""center_lon"":24.94,""height_m"":500,""osm_network_type"":""drive"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",1561711776,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_helsinki_downtown_exact_500m_0m_1802,2000,osm,helsinki_downtown,Helsinki Downtown,dense_urban_irregular,,batch_2000/wkt/map_1802,,,batch_2000/wkt/map_1802/metadata.json,0,0,EPSG:3067,drive,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":0.0,""center_lat"":60.1715,""center_lon"":24.94,""height_m"":500,""osm_network_type"":""drive"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",4263088602,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_helsinki_downtown_exact_500m_0m_1911,2000,osm,helsinki_downtown,Helsinki Downtown,dense_urban_irregular,,batch_2000/wkt/map_1911,,,batch_2000/wkt/map_1911/metadata.json,0,0,EPSG:3067,drive,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":0.0,""center_lat"":60.1715,""center_lon"":24.94,""height_m"":500,""osm_network_type"":""drive"",""variant_type"":""exact"",""width_m"":500,""window_size_m"":500.0}",2658985541,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1000m_1000m_0287,400,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0400/wkt/map_0287,batch_0400/wkt/map_0287/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_1000m_0287.png,batch_0400/wkt/map_0287/metadata.json,1067,1080,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",1060998896,OK,
OSM_kallio_community_offset_n_1000m_1000m_0879,1000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1000/wkt/map_0879,batch_1000/wkt/map_0879/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_1000m_0879.png,batch_1000/wkt/map_0879/metadata.json,1067,1080,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",1772507168,OK,
OSM_kallio_community_offset_n_1000m_1000m_1465,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1465,,,batch_1600/wkt/map_1465/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",4271794155,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1000m_1500m_0145,200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0200/wkt/map_0145,batch_0200/wkt/map_0145/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_1500m_0145.png,batch_0200/wkt/map_0145/metadata.json,1066,1065,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",2051256954,OK,
OSM_kallio_community_offset_n_1000m_1500m_0719,800,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0800/wkt/map_0719,batch_0800/wkt/map_0719/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_1500m_0719.png,batch_0800/wkt/map_0719/metadata.json,1066,1065,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",414957543,OK,
OSM_kallio_community_offset_n_1000m_1500m_1310,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1310,,,batch_1600/wkt/map_1310/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",1142578721,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1000m_1500m_1912,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1912,,,batch_2000/wkt/map_1912/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",3121621596,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1000m_200m_0007,100,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0100/wkt/map_0007,batch_0100/wkt/map_0007/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_200m_0007.png,batch_0100/wkt/map_0007/metadata.json,1067,1063,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",3717968366,OK,
OSM_kallio_community_offset_n_1000m_200m_0580,600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0600/wkt/map_0580,batch_0600/wkt/map_0580/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_200m_0580.png,batch_0600/wkt/map_0580/metadata.json,1067,1063,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",3660555156,OK,
OSM_kallio_community_offset_n_1000m_200m_1163,1200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1200/wkt/map_1163,batch_1200/wkt/map_1163/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_200m_1163.png,batch_1200/wkt/map_1163/metadata.json,1067,1063,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",1272187341,OK,
OSM_kallio_community_offset_n_1000m_200m_1784,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1784,,,batch_2000/wkt/map_1784/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",4146742062,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1000m_500m_0431,600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0600/wkt/map_0431,batch_0600/wkt/map_0431/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_500m_0431.png,batch_0600/wkt/map_0431/metadata.json,1075,1074,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",313698355,OK,
OSM_kallio_community_offset_n_1000m_500m_1019,1200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1200/wkt/map_1019,batch_1200/wkt/map_1019/roads.wkt,previews/OSM_kallio_community_offset_n_1000m_500m_1019.png,batch_1200/wkt/map_1019/metadata.json,1075,1074,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",932620693,OK,
OSM_kallio_community_offset_n_1000m_500m_1623,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1623,,,batch_2000/wkt/map_1623/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1000,""window_size_m"":1000.0}",3190516448,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1500m_1000m_0488,600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0600/wkt/map_0488,batch_0600/wkt/map_0488/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_1000m_0488.png,batch_0600/wkt/map_0488/metadata.json,1588,1587,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",52523791,OK,
OSM_kallio_community_offset_n_1500m_1000m_1075,1200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1200/wkt/map_1075,batch_1200/wkt/map_1075/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_1000m_1075.png,batch_1200/wkt/map_1075/metadata.json,1588,1587,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",2147445235,OK,
OSM_kallio_community_offset_n_1500m_1000m_1691,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1691,,,batch_2000/wkt/map_1691/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",2752597591,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1500m_1500m_0337,400,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0400/wkt/map_0337,batch_0400/wkt/map_0337/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_1500m_0337.png,batch_0400/wkt/map_0337/metadata.json,1578,1562,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",465916400,OK,
OSM_kallio_community_offset_n_1500m_1500m_0929,1000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1000/wkt/map_0929,batch_1000/wkt/map_0929/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_1500m_0929.png,batch_1000/wkt/map_0929/metadata.json,1578,1562,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",2615702688,OK,
OSM_kallio_community_offset_n_1500m_1500m_1521,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1521,,,batch_1600/wkt/map_1521/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",1167955992,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1500m_200m_0198,200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0200/wkt/map_0198,batch_0200/wkt/map_0198/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_200m_0198.png,batch_0200/wkt/map_0198/metadata.json,1573,1585,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",350077553,OK,
OSM_kallio_community_offset_n_1500m_200m_0780,800,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0800/wkt/map_0780,batch_0800/wkt/map_0780/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_200m_0780.png,batch_0800/wkt/map_0780/metadata.json,1573,1585,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",2947784772,OK,
OSM_kallio_community_offset_n_1500m_200m_1385,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1385,,,batch_1600/wkt/map_1385/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",3392677550,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1500m_200m_1974,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1974,,,batch_2000/wkt/map_1974/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",818668260,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1500m_500m_0065,100,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0100/wkt/map_0065,batch_0100/wkt/map_0065/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_500m_0065.png,batch_0100/wkt/map_0065/metadata.json,1584,1585,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",1927539477,OK,
OSM_kallio_community_offset_n_1500m_500m_0638,800,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0800/wkt/map_0638,batch_0800/wkt/map_0638/roads.wkt,previews/OSM_kallio_community_offset_n_1500m_500m_0638.png,batch_0800/wkt/map_0638/metadata.json,1584,1585,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",1865769892,OK,
OSM_kallio_community_offset_n_1500m_500m_1239,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1239,,,batch_1600/wkt/map_1239/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",2154708091,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_1500m_500m_1827,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1827,,,batch_2000/wkt/map_1827/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":1500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":1500,""window_size_m"":1500.0}",2132407026,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_2500m_1000m_0118,200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0200/wkt/map_0118,batch_0200/wkt/map_0118/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_1000m_0118.png,batch_0200/wkt/map_0118/metadata.json,2618,2607,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1707895829,OK,
OSM_kallio_community_offset_n_2500m_1000m_0698,800,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0800/wkt/map_0698,batch_0800/wkt/map_0698/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_1000m_0698.png,batch_0800/wkt/map_0698/metadata.json,2618,2607,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",433764363,OK,
OSM_kallio_community_offset_n_2500m_1000m_1288,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1288,,,batch_1600/wkt/map_1288/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1210754867,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_2500m_1000m_1890,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1890,,,batch_2000/wkt/map_1890/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1125234033,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_2500m_1500m_0551,600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0600/wkt/map_0551,batch_0600/wkt/map_0551/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_1500m_0551.png,batch_0600/wkt/map_0551/metadata.json,2603,2601,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",2235337187,OK,
OSM_kallio_community_offset_n_2500m_1500m_1138,1200,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1200/wkt/map_1138,batch_1200/wkt/map_1138/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_1500m_1138.png,batch_1200/wkt/map_1138/metadata.json,2603,2601,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",498557235,OK,
OSM_kallio_community_offset_n_2500m_1500m_1753,2000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_2000/wkt/map_1753,,,batch_2000/wkt/map_1753/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1500.0,""center_lat"":60.197475,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",2983901986,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_2500m_200m_0398,400,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0400/wkt/map_0398,batch_0400/wkt/map_0398/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_200m_0398.png,batch_0400/wkt/map_0398/metadata.json,2621,2609,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",2967685330,OK,
OSM_kallio_community_offset_n_2500m_200m_0989,1000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1000/wkt/map_0989,batch_1000/wkt/map_0989/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_200m_0989.png,batch_1000/wkt/map_0989/metadata.json,2621,2609,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1193616801,OK,
OSM_kallio_community_offset_n_2500m_200m_1574,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1574,,,batch_1600/wkt/map_1574/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":200.0,""center_lat"":60.185797,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",782832283,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_2500m_500m_0256,400,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0400/wkt/map_0256,batch_0400/wkt/map_0256/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_500m_0256.png,batch_0400/wkt/map_0256/metadata.json,2624,2574,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1739524756,OK,
OSM_kallio_community_offset_n_2500m_500m_0847,1000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1000/wkt/map_0847,batch_1000/wkt/map_0847/roads.wkt,previews/OSM_kallio_community_offset_n_2500m_500m_0847.png,batch_1000/wkt/map_0847/metadata.json,2624,2574,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1202241508,OK,
OSM_kallio_community_offset_n_2500m_500m_1438,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1438,,,batch_1600/wkt/map_1438/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":500.0,""center_lat"":60.188492,""center_lon"":24.9475,""height_m"":2500,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":2500,""window_size_m"":2500.0}",1600819329,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
OSM_kallio_community_offset_n_5000m_1000m_0313,400,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_0400/wkt/map_0313,batch_0400/wkt/map_0313/roads.wkt,previews/OSM_kallio_community_offset_n_5000m_1000m_0313.png,batch_0400/wkt/map_0313/metadata.json,5195,5193,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":5000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":5000,""window_size_m"":5000.0}",2654645474,OK,
OSM_kallio_community_offset_n_5000m_1000m_0901,1000,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1000/wkt/map_0901,batch_1000/wkt/map_0901/roads.wkt,previews/OSM_kallio_community_offset_n_5000m_1000m_0901.png,batch_1000/wkt/map_0901/metadata.json,5195,5193,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":5000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":5000,""window_size_m"":5000.0}",588581352,OK,
OSM_kallio_community_offset_n_5000m_1000m_1495,1600,osm,kallio_community,Kallio Community Compact,compact_residential,,batch_1600/wkt/map_1495,,,batch_1600/wkt/map_1495/metadata.json,0,0,EPSG:3067,all,"{""_allow_partitioned"":false,""_topology_flags"":[],""anchor_distance_m"":1000.0,""center_lat"":60.192983,""center_lon"":24.9475,""height_m"":5000,""osm_network_type"":""all"",""variant_type"":""offset_n"",""width_m"":5000,""window_size_m"":5000.0}",3275079694,FAIL_DOWNLOAD_TRANSIENT,No module named 'osmnx'
