scenario,family,scenario_base,traffic_profile_id,Scenario.endTime,map_dataset,final_coverage_pct,cells_visited_pct,time_to_50pct,time_to_80pct,time_to_90pct,grid_size,world_x,world_y,coverage_map_bbox_pct,cells_outside_map_bbox_pct,cells_in_map_bbox,cells_visited_in_map_bbox
V1_TaxiLow_ManhattanMidtownGrid__TP03_ManySmall,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP03,43200,Manhattan,9.36,9.36,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP04_FewLarge,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP04,43200,Manhattan,9.48,9.48,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP05_CriticalTTL,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP05,43200,Manhattan,9.6,9.6,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP06_OneToMany,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP06,43200,Manhattan,9.4,9.4,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP07_BurstWindow,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP07,43200,Manhattan,9.28,9.28,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP08_HubTarget,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP08,43200,Manhattan,9.4,9.4,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP09_Bimodal,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP09,43200,Manhattan,9.6,9.6,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP10_Storm,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP10,43200,Manhattan,9.32,9.32,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP11_ManyToOne,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP11,43200,Manhattan,9.4,9.4,,,,50,2500,2366,,,,
V1_TaxiLow_ManhattanMidtownGrid__TP12_GroupToGroup,03_vehicles,V1_TaxiLow_ManhattanMidtownGrid,TP12,43200,Manhattan,9.4,9.4,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP01_Baseline,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP01,43200,Manhattan,9.88,9.88,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP02_LowLoad,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP02,43200,Manhattan,9.92,9.92,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP03_ManySmall,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP03,43200,Manhattan,9.84,9.84,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP04_FewLarge,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP04,43200,Manhattan,9.92,9.92,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP05_CriticalTTL,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP05,43200,Manhattan,9.88,9.88,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP06_OneToMany,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP06,43200,Manhattan,9.84,9.84,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP07_BurstWindow,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP07,43200,Manhattan,9.88,9.88,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP08_HubTarget,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP08,43200,Manhattan,9.84,9.84,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP09_Bimodal,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP09,43200,Manhattan,9.88,9.88,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP10_Storm,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP10,43200,Manhattan,9.88,9.88,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP11_ManyToOne,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP11,43200,Manhattan,9.84,9.84,,,,50,2500,2366,,,,
V2_TaxiHigh_ManhattanMidtownGrid__TP12_GroupToGroup,03_vehicles,V2_TaxiHigh_ManhattanMidtownGrid,TP12,43200,Manhattan,9.88,9.88,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP01_Baseline,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP01,43200,Manhattan,14.04,14.04,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP02_LowLoad,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP02,43200,Manhattan,14.04,14.04,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP03_ManySmall,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP03,43200,Manhattan,14.04,14.04,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP04_FewLarge,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP04,43200,Manhattan,14.08,14.08,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP05_CriticalTTL,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP05,43200,Manhattan,14.04,14.04,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP06_OneToMany,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP06,43200,Manhattan,14.16,14.16,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP07_BurstWindow,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP07,43200,Manhattan,14.12,14.12,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP08_HubTarget,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP08,43200,Manhattan,14.16,14.16,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP09_Bimodal,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP09,43200,Manhattan,14.0,14.0,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP10_Storm,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP10,43200,Manhattan,14.0,14.0,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP11_ManyToOne,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP11,43200,Manhattan,14.16,14.16,,,,50,2500,2366,,,,
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP12_GroupToGroup,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP12,43200,Manhattan,14.12,14.12,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP01_Baseline,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP01,43200,Manhattan,27.76,27.76,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP02_LowLoad,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP02,43200,Manhattan,27.76,27.76,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP03_ManySmall,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP03,43200,Manhattan,28.68,28.68,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP04_FewLarge,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP04,43200,Manhattan,27.36,27.36,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP05_CriticalTTL,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP05,43200,Manhattan,27.76,27.76,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP06_OneToMany,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP06,43200,Manhattan,29.08,29.08,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP07_BurstWindow,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP07,43200,Manhattan,28.6,28.6,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP08_HubTarget,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP08,43200,Manhattan,29.08,29.08,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP09_Bimodal,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP09,43200,Manhattan,28.0,28.0,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP10_Storm,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP10,43200,Manhattan,30.48,30.48,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP11_ManyToOne,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP11,43200,Manhattan,29.08,29.08,,,,50,2500,2366,,,,
V4_CarOwnership_0_ManhattanMidtownGrid__TP12_GroupToGroup,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGrid,TP12,43200,Manhattan,27.72,27.72,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP01_Baseline,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP01,43200,Manhattan,33.76,33.76,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP02_LowLoad,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP02,43200,Manhattan,33.96,33.96,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP03_ManySmall,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP03,43200,Manhattan,35.24,35.24,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP04_FewLarge,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP04,43200,Manhattan,34.08,34.08,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP05_CriticalTTL,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP05,43200,Manhattan,33.76,33.76,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP06_OneToMany,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP06,43200,Manhattan,35.28,35.28,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP07_BurstWindow,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP07,43200,Manhattan,34.68,34.68,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP08_HubTarget,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP08,43200,Manhattan,35.28,35.28,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP09_Bimodal,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP09,43200,Manhattan,33.76,33.76,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP10_Storm,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP10,43200,Manhattan,34.44,34.44,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP11_ManyToOne,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP11,43200,Manhattan,35.28,35.28,,,,50,2500,2366,,,,
V5_CarOwnership_100_ManhattanMidtownGrid__TP12_GroupToGroup,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGrid,TP12,43200,Manhattan,33.76,33.76,,,,50,2500,2366,,,,
C1_Campus_ClassChange__TP08_HubTarget,02_campus,C1_Campus_ClassChange,TP08,43200,,40.2400,40.2400,NaN,NaN,NaN,50,1524,1416,67.8812,40.72,1482.0,1006.0
