settings_path,tree,scenario_name,map_file1,world_size,group1_movement,group1_route_file,route_files,legacy_bus_refs,issues,status
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP03_ManySmall.settings,corpus_v1,D9_Critical_1minTTL__TP03_ManySmall,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP04_FewLarge.settings,corpus_v1,D9_Critical_1minTTL__TP04_FewLarge,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP05_CriticalTTL.settings,corpus_v1,D9_Critical_1minTTL__TP05_CriticalTTL,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP06_OneToMany.settings,corpus_v1,D9_Critical_1minTTL__TP06_OneToMany,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP07_BurstWindow.settings,corpus_v1,D9_Critical_1minTTL__TP07_BurstWindow,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP08_HubTarget.settings,corpus_v1,D9_Critical_1minTTL__TP08_HubTarget,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP09_Bimodal.settings,corpus_v1,D9_Critical_1minTTL__TP09_Bimodal,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP10_Storm.settings,corpus_v1,D9_Critical_1minTTL__TP10_Storm,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP11_ManyToOne.settings,corpus_v1,D9_Critical_1minTTL__TP11_ManyToOne,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP12_GroupToGroup.settings,corpus_v1,D9_Critical_1minTTL__TP12_GroupToGroup,data/HelsinkiDisrupted/roads.wkt,"2067, 2206",,,,0,,PASS
