archetype_a,archetype_b,centroid_l2,centroid_cosine
compact_residential,campus_compact,7.1653019232621,0.8670038767090689
compact_residential,corridor_linear,7.817682219844338,0.7154891228481819
compact_residential,bus_route_urban_suburban,7.183044060360963,0.8196921296702935
compact_residential,radial_city,8.820042644278727,1.3667519092263
compact_residential,hub_and_spoke,9.163453754313858,1.3111669849093335
compact_residential,sparse_trails,7.877261233211167,0.9697290318222841
compact_residential,rural_roads,8.315227441682978,0.9363762309328403
compact_residential,industrial_disrupted,6.940829964975239,0.7549578821234427
compact_residential,island_or_partitioned,8.640403060072641,1.0975202903543446
compact_residential,conference_event_compact,13.21006777083079,1.1811113260677293
compact_residential,clustered_communities,9.675877406976324,1.2478923471662426
compact_residential,suburban_low_density,7.024716738235552,0.7348251230220062
corridor_linear,urban_grid,6.47706483545304,1.130952447863288
corridor_linear,dense_urban_irregular,6.366963981849161,1.2817136560561815
corridor_linear,campus_compact,7.198546090458808,1.6278202315459627
corridor_linear,compact_residential,7.817682219844338,0.7154891228481819
corridor_linear,bus_route_urban_suburban,4.8585549155320935,0.45131585638330385
corridor_linear,radial_city,7.978823755890637,1.5507390295652448
corridor_linear,hub_and_spoke,8.231063139205647,1.417260886824785
corridor_linear,sparse_trails,5.395483141739007,0.5883921570575703
corridor_linear,rural_roads,5.275742455505224,0.48882873235132274
corridor_linear,industrial_disrupted,5.942708928055384,0.9753306401682882
corridor_linear,island_or_partitioned,8.912133629749595,1.5830232955552064
corridor_linear,conference_event_compact,11.653455021591338,1.0402784263591047
corridor_linear,clustered_communities,9.70425193291062,1.6231324759518837
corridor_linear,suburban_low_density,4.447221353479824,0.35397542913908175
bus_route_urban_suburban,urban_grid,3.6666691005128933,1.076098634232943
bus_route_urban_suburban,dense_urban_irregular,2.7484422007034284,0.7401854069046523
bus_route_urban_suburban,campus_compact,3.4972286767648146,1.0782940367284526
bus_route_urban_suburban,compact_residential,7.183044060360963,0.8196921296702935
bus_route_urban_suburban,corridor_linear,4.8585549155320935,0.45131585638330385
bus_route_urban_suburban,radial_city,4.88909777964121,1.3728354969210883
bus_route_urban_suburban,hub_and_spoke,5.609021645187317,1.4049621825077645
bus_route_urban_suburban,sparse_trails,3.4006554158700304,0.5691738382308841
bus_route_urban_suburban,rural_roads,4.085856938022785,0.49482915350379353
bus_route_urban_suburban,industrial_disrupted,2.6663544145479254,0.6828536891623542
bus_route_urban_suburban,island_or_partitioned,5.994638810966985,1.4740701059316388
bus_route_urban_suburban,conference_event_compact,10.845839345453511,1.231051043972448
bus_route_urban_suburban,clustered_communities,6.740541288811342,1.4855441784911338
bus_route_urban_suburban,suburban_low_density,1.5065389167164787,0.11507439764975824
radial_city,urban_grid,2.785778424862358,0.4867069674815582
radial_city,dense_urban_irregular,2.949448875796588,0.6260708396144401
radial_city,campus_compact,2.915766653686731,0.5666906594303776
radial_city,compact_residential,8.820042644278727,1.3667519092263
radial_city,corridor_linear,7.978823755890637,1.5507390295652448
radial_city,bus_route_urban_suburban,4.88909777964121,1.3728354969210883
radial_city,hub_and_spoke,3.913273463976028,0.5950078441356601
radial_city,sparse_trails,5.423015726772318,1.3148251999391596
radial_city,rural_roads,6.051851243373203,1.1462757192239277
radial_city,industrial_disrupted,3.3362418974825006,0.8809348066858081
radial_city,island_or_partitioned,4.455181387593702,0.7072603471844143
radial_city,conference_event_compact,11.027213804537281,1.2220643624905396
radial_city,clustered_communities,4.462876229387591,0.5278531170990799
radial_city,suburban_low_density,5.3457972988218385,1.400823621464953
hub_and_spoke,urban_grid,4.1469473589840815,0.8182699724858253
hub_and_spoke,dense_urban_irregular,4.1530189369987,0.9740927472356975
hub_and_spoke,campus_compact,3.8731186384346357,0.7249769550176478
hub_and_spoke,compact_residential,9.163453754313858,1.3111669849093335
hub_and_spoke,corridor_linear,8.231063139205647,1.417260886824785
hub_and_spoke,bus_route_urban_suburban,5.609021645187317,1.4049621825077645
hub_and_spoke,radial_city,3.913273463976028,0.5950078441356601
hub_and_spoke,sparse_trails,5.7079313736808475,1.1757498391089856
hub_and_spoke,rural_roads,5.858000592536349,0.9112621714143392
hub_and_spoke,industrial_disrupted,4.448504809956534,1.1863000673786461
hub_and_spoke,island_or_partitioned,4.349829343737732,0.5730775419233907
hub_and_spoke,conference_event_compact,11.509209457067849,1.2507035895058045
hub_and_spoke,clustered_communities,5.148838795860938,0.6509301691232054
hub_and_spoke,suburban_low_density,5.956466258115682,1.3856959240227675
sparse_trails,urban_grid,4.857900277918826,1.388791461818922
sparse_trails,dense_urban_irregular,4.154791406069934,1.2549738146727218
sparse_trails,campus_compact,4.544683584879855,1.3107431558458575
sparse_trails,compact_residential,7.877261233211167,0.9697290318222841
sparse_trails,corridor_linear,5.395483141739007,0.5883921570575703
sparse_trails,bus_route_urban_suburban,3.4006554158700304,0.5691738382308841
sparse_trails,radial_city,5.423015726772318,1.3148251999391596
sparse_trails,hub_and_spoke,5.7079313736808475,1.1757498391089856
sparse_trails,rural_roads,4.365259943942213,0.5306365558020707
sparse_trails,industrial_disrupted,4.014068237370621,1.1388369090779993
sparse_trails,island_or_partitioned,6.550227174133228,1.4365888829261335
sparse_trails,conference_event_compact,10.332042431200437,0.9519387655354865
sparse_trails,clustered_communities,7.262975300862334,1.4445631687661882
sparse_trails,suburban_low_density,2.9734434804874534,0.3856698998706337
rural_roads,urban_grid,5.353469907270735,1.0637724252072212
rural_roads,dense_urban_irregular,5.314878193401002,1.2704887469590165
rural_roads,campus_compact,5.627907899945192,1.2937926538437394
rural_roads,compact_residential,8.315227441682978,0.9363762309328403
rural_roads,corridor_linear,5.275742455505224,0.48882873235132274
rural_roads,bus_route_urban_suburban,4.085856938022785,0.49482915350379353
rural_roads,radial_city,6.051851243373203,1.1462757192239277
rural_roads,hub_and_spoke,5.858000592536349,0.9112621714143392
rural_roads,sparse_trails,4.365259943942213,0.5306365558020707
rural_roads,industrial_disrupted,5.037050875219608,1.0610754431629288
rural_roads,island_or_partitioned,7.4430753090955,1.3922660073069708
rural_roads,conference_event_compact,12.49588936687963,1.3880744132472989
rural_roads,clustered_communities,7.880584069331139,1.3209043844714707
rural_roads,suburban_low_density,4.126182451208642,0.48643014691248054
industrial_disrupted,urban_grid,1.7418289507551104,0.36677371283605953
industrial_disrupted,dense_urban_irregular,0.9070725322018013,0.18442296532790836
industrial_disrupted,campus_compact,2.2159979479273373,0.7863296877808997
industrial_disrupted,compact_residential,6.940829964975239,0.7549578821234427
industrial_disrupted,corridor_linear,5.942708928055384,0.9753306401682882
industrial_disrupted,bus_route_urban_suburban,2.6663544145479254,0.6828536891623542
industrial_disrupted,radial_city,3.3362418974825006,0.8809348066858081
industrial_disrupted,hub_and_spoke,4.448504809956534,1.1863000673786461
industrial_disrupted,sparse_trails,4.014068237370621,1.1388369090779993
industrial_disrupted,rural_roads,5.037050875219608,1.0610754431629288
industrial_disrupted,island_or_partitioned,4.587100850750335,1.0930034851517578
industrial_disrupted,conference_event_compact,10.415658437437006,1.2872496953084211
industrial_disrupted,clustered_communities,5.400480626032115,1.1425144489552275
industrial_disrupted,suburban_low_density,3.4722875102710793,0.9388344195288462
island_or_partitioned,urban_grid,4.854662996706485,1.0475934695711056
island_or_partitioned,dense_urban_irregular,4.4241311043126625,0.9801382473932079
island_or_partitioned,campus_compact,3.4166747508934465,0.4067641895523223
island_or_partitioned,compact_residential,8.640403060072641,1.0975202903543446
island_or_partitioned,corridor_linear,8.912133629749595,1.5830232955552064
island_or_partitioned,bus_route_urban_suburban,5.994638810966985,1.4740701059316388
island_or_partitioned,radial_city,4.455181387593702,0.7072603471844143
island_or_partitioned,hub_and_spoke,4.349829343737732,0.5730775419233907
island_or_partitioned,sparse_trails,6.550227174133228,1.4365888829261335
island_or_partitioned,rural_roads,7.4430753090955,1.3922660073069708
island_or_partitioned,industrial_disrupted,4.587100850750335,1.0930034851517578
island_or_partitioned,conference_event_compact,11.147474988819711,1.1078257441937767
island_or_partitioned,clustered_communities,4.577022146079937,0.48675640480033855
island_or_partitioned,suburban_low_density,6.356901197614373,1.458228053674362
conference_event_compact,urban_grid,10.671733585910886,1.2503285921782927
conference_event_compact,dense_urban_irregular,10.308137849336013,1.216177365196836
conference_event_compact,campus_compact,10.677632090515244,1.3159535969895395
conference_event_compact,compact_residential,13.21006777083079,1.1811113260677293
conference_event_compact,corridor_linear,11.653455021591338,1.0402784263591047
conference_event_compact,bus_route_urban_suburban,10.845839345453511,1.231051043972448
conference_event_compact,radial_city,11.027213804537281,1.2220643624905396
conference_event_compact,hub_and_spoke,11.509209457067849,1.2507035895058045
conference_event_compact,sparse_trails,10.332042431200437,0.9519387655354865
conference_event_compact,rural_roads,12.49588936687963,1.3880744132472989
conference_event_compact,industrial_disrupted,10.415658437437006,1.2872496953084211
conference_event_compact,island_or_partitioned,11.147474988819711,1.1078257441937767
conference_event_compact,clustered_communities,11.859908303386952,1.1846572872348842
conference_event_compact,suburban_low_density,10.923202104408997,1.175988437876396
clustered_communities,urban_grid,5.070943374028629,0.8159131578204681
clustered_communities,dense_urban_irregular,5.044926660752928,0.8962071163922901
clustered_communities,campus_compact,4.225328666747578,0.44987840892336994
clustered_communities,compact_residential,9.675877406976324,1.2478923471662426
clustered_communities,corridor_linear,9.70425193291062,1.6231324759518837
clustered_communities,bus_route_urban_suburban,6.740541288811342,1.4855441784911338
clustered_communities,radial_city,4.462876229387591,0.5278531170990799
clustered_communities,hub_and_spoke,5.148838795860938,0.6509301691232054
clustered_communities,sparse_trails,7.262975300862334,1.4445631687661882
clustered_communities,rural_roads,7.880584069331139,1.3209043844714707
clustered_communities,industrial_disrupted,5.400480626032115,1.1425144489552275
clustered_communities,island_or_partitioned,4.577022146079937,0.48675640480033855
clustered_communities,conference_event_compact,11.859908303386952,1.1846572872348842
clustered_communities,suburban_low_density,7.255666919619475,1.5442604736918706
suburban_low_density,urban_grid,4.487051503249552,1.32312770377204
suburban_low_density,dense_urban_irregular,3.5759362247434154,1.0195400319814072
suburban_low_density,campus_compact,4.027591559805076,1.1486135523413314
suburban_low_density,compact_residential,7.024716738235552,0.7348251230220062
suburban_low_density,corridor_linear,4.447221353479824,0.35397542913908175
suburban_low_density,bus_route_urban_suburban,1.5065389167164787,0.11507439764975824
suburban_low_density,radial_city,5.3457972988218385,1.400823621464953
suburban_low_density,hub_and_spoke,5.956466258115682,1.3856959240227675
suburban_low_density,sparse_trails,2.9734434804874534,0.3856698998706337
suburban_low_density,rural_roads,4.126182451208642,0.48643014691248054
suburban_low_density,industrial_disrupted,3.4722875102710793,0.9388344195288462
suburban_low_density,island_or_partitioned,6.356901197614373,1.458228053674362
suburban_low_density,conference_event_compact,10.923202104408997,1.175988437876396
suburban_low_density,clustered_communities,7.255666919619475,1.5442604736918706
