scenario,family,scenario_base,tp,settings_path,scenario_end_time,world_x,world_y,map_file,map_dataset,router,simulate_connections,wkt_paths,nrof_host_groups,movement_models,n_hosts,hosts_per_group,speed,wait_time,buffer_size,msg_ttl,transmit_range,transmit_speed,route_files,active_times,wdm_params,events_nrof,events_summary
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP11_ManyToOne,01_urban,U6_OfficeWaitHeavyTail_HelsinkiDowntown,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP11_ManyToOne.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",62M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=8|G2.nrOfOffices=6|G2.nrOfShops=15|G2.officeMaxWaitTime=2400|G2.officeMinWaitTime=600|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.1|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.2|G2.timeDiffSTD=2400|G2.workDayLength=27000,1,"E1:hosts=1, 81|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP12_GroupToGroup,01_urban,U6_OfficeWaitHeavyTail_HelsinkiDowntown,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP12_GroupToGroup.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",62M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=8|G2.nrOfOffices=6|G2.nrOfShops=15|G2.officeMaxWaitTime=2400|G2.officeMinWaitTime=600|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.1|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.2|G2.timeDiffSTD=2400|G2.workDayLength=27000,1,"E1:hosts=0, 1|tohosts=1, 81|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP01_Baseline,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP01_Baseline.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP02_LowLoad,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP02,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP02_LowLoad.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,21600,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=300, 600|size=10k, 100k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP03_ManySmall,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP03,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP03_ManySmall.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=10, 30|size=1k, 10k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP04_FewLarge,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP04,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP04_FewLarge.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,14400,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=180, 300|size=500k, 2M|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP05_CriticalTTL,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP05_CriticalTTL.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,5,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP06_OneToMany,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP06_OneToMany.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 1|tohosts=1, 81|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP07_BurstWindow,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP07_BurstWindow.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=5, 15|size=50k, 150k|time=8640, 12096|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP08_HubTarget,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP08_HubTarget.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=10, 81|tohosts=0, 10|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP09_Bimodal,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP09,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP09_Bimodal.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,2,"E1:hosts=0, 81|interval=60, 120|size=10k, 50k|class=MessageEventGenerator;E2:hosts=0, 81|interval=300, 600|size=1M, 5M|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP10_Storm,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP10,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP10_Storm.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,60,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 81|interval=5, 10|size=100k, 500k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP11_ManyToOne,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP11_ManyToOne.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=1, 81|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
U7_HighTimeVariance_HelsinkiDowntown__TP12_GroupToGroup,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/01_urban/U7_HighTimeVariance_HelsinkiDowntown__TP12_GroupToGroup.settings,43200,1713,1459,data/HelsinkiDowntown/roads.wkt,HelsinkiMedium,EpidemicRouter,true,data/HelsinkiDowntown/A_bus.wkt;data/HelsinkiDowntown/A_homes.wkt;data/HelsinkiDowntown/A_meetingspots.wkt;data/HelsinkiDowntown/A_offices.wkt;data/HelsinkiDowntown/roads.wkt,2,G1:BusMovement|G2:WorkingDayMovement,81,"1,80","7, 10|0.5, 1.5","10, 30|0, 120",48M,7200,,,data/HelsinkiDowntown/A_bus.wkt,,G2.nrOfMeetingSpots=10|G2.nrOfOffices=10|G2.nrOfShops=15|G2.officeMaxWaitTime=900|G2.officeMinWaitTime=300|G2.officeSize=40|G2.officeWaitTimeParetoCoeff=1.4|G2.ownCarProb=0.0|G2.probGoShoppingAfterWork=0.3|G2.timeDiffSTD=3600|G2.workDayLength=29700,1,"E1:hosts=0, 1|tohosts=1, 81|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP01_Baseline,02_campus,C1_Campus_ClassChange,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP01_Baseline.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=0, 60|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP02_LowLoad,02_campus,C1_Campus_ClassChange,TP02,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP02_LowLoad.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,21600,,,,,,1,"E1:hosts=0, 60|interval=300, 600|size=10k, 100k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP03_ManySmall,02_campus,C1_Campus_ClassChange,TP03,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP03_ManySmall.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=0, 60|interval=10, 30|size=1k, 10k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP04_FewLarge,02_campus,C1_Campus_ClassChange,TP04,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP04_FewLarge.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,14400,,,,,,1,"E1:hosts=0, 60|interval=180, 300|size=500k, 2M|class=MessageEventGenerator"
C1_Campus_ClassChange__TP05_CriticalTTL,02_campus,C1_Campus_ClassChange,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP05_CriticalTTL.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,5,,,,,,1,"E1:hosts=0, 60|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP06_OneToMany,02_campus,C1_Campus_ClassChange,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP06_OneToMany.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=0, 1|tohosts=1, 60|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP07_BurstWindow,02_campus,C1_Campus_ClassChange,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP07_BurstWindow.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=0, 60|interval=5, 15|size=50k, 150k|time=8640, 12096|class=MessageEventGenerator"
C1_Campus_ClassChange__TP08_HubTarget,02_campus,C1_Campus_ClassChange,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP08_HubTarget.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=7, 60|tohosts=0, 7|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP09_Bimodal,02_campus,C1_Campus_ClassChange,TP09,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP09_Bimodal.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,2,"E1:hosts=0, 60|interval=60, 120|size=10k, 50k|class=MessageEventGenerator;E2:hosts=0, 60|interval=300, 600|size=1M, 5M|class=MessageEventGenerator"
C1_Campus_ClassChange__TP10_Storm,02_campus,C1_Campus_ClassChange,TP10,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP10_Storm.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,60,,,,,,1,"E1:hosts=0, 60|interval=5, 10|size=100k, 500k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP11_ManyToOne,02_campus,C1_Campus_ClassChange,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP11_ManyToOne.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=1, 60|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
C1_Campus_ClassChange__TP12_GroupToGroup,02_campus,C1_Campus_ClassChange,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C1_Campus_ClassChange__TP12_GroupToGroup.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,60,60,"0.8, 1.5","60, 300",50M,7200,,,,,,1,"E1:hosts=0, 30|tohosts=30, 60|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP01_Baseline,02_campus,C2_ExamDay_LongStays,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP01_Baseline.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,7200,,,,,,1,"E1:hosts=0, 48|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP02_LowLoad,02_campus,C2_ExamDay_LongStays,TP02,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP02_LowLoad.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,21600,,,,,,1,"E1:hosts=0, 48|interval=300, 600|size=10k, 100k|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP03_ManySmall,02_campus,C2_ExamDay_LongStays,TP03,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP03_ManySmall.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,7200,,,,,,1,"E1:hosts=0, 48|interval=10, 30|size=1k, 10k|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP04_FewLarge,02_campus,C2_ExamDay_LongStays,TP04,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP04_FewLarge.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,14400,,,,,,1,"E1:hosts=0, 48|interval=180, 300|size=500k, 2M|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP05_CriticalTTL,02_campus,C2_ExamDay_LongStays,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP05_CriticalTTL.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,5,,,,,,1,"E1:hosts=0, 48|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP06_OneToMany,02_campus,C2_ExamDay_LongStays,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP06_OneToMany.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,7200,,,,,,1,"E1:hosts=0, 1|tohosts=1, 48|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP07_BurstWindow,02_campus,C2_ExamDay_LongStays,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP07_BurstWindow.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,7200,,,,,,1,"E1:hosts=0, 48|interval=5, 15|size=50k, 150k|time=8640, 12096|class=MessageEventGenerator"
C2_ExamDay_LongStays__TP08_HubTarget,02_campus,C2_ExamDay_LongStays,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/02_campus/C2_ExamDay_LongStays__TP08_HubTarget.settings,43200,1148,1036,data/KumpulaCampus/roads.wkt,,EpidemicRouter,true,data/KumpulaCampus/roads.wkt,1,G1:ShortestPathMapBasedMovement,48,48,"0.2, 0.5","600, 1800",48M,7200,,,,,,1,"E1:hosts=6, 48|tohosts=0, 6|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
