,world_area,aspect_ratio,N,nrofHostGroups,density,mm_WDM,mm_RWP,mm_MapRoute,speed_mean,wait_mean,contact_rate_proxy,event_interval_mean,nrof_event_generators,pattern_burst,pattern_hub_target,transmitRange,Scenario.endTime
U1_CBD_Commuting_HelsinkiMedium__TP11_ManyToOne,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.16888911590261219,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.19134591386045557,0.19943821368185446
U1_CBD_Commuting_HelsinkiMedium__TP12_GroupToGroup,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.16888911590261219,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.19134591386045557,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP01_Baseline,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP02_LowLoad,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,2.8841345428566094,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP03_ManySmall,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.6783153054115186,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP04_FewLarge,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,1.1443334541675236,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP05_CriticalTTL,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP06_OneToMany,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP07_BurstWindow,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.761162976301475,-0.30130188894666443,3.3143207784133115,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP08_HubTarget,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP09_Bimodal,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.0983816091818233,3.314320778413312,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP10_Storm,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.7818748940239642,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP11_ManyToOne,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.13291968062062182,0.19943821368185446
U2_SparseSuburb_HelsinkiMedium__TP12_GroupToGroup,2.768130374193034,1.1524328492620108,-0.603118752420379,0.27201675923046725,-0.2959711073528273,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21458380710314484,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.13291968062062182,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP01_Baseline,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP02_LowLoad,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,2.8841345428566094,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP03_ManySmall,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.6783153054115186,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP04_FewLarge,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,1.1443334541675236,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP05_CriticalTTL,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP06_OneToMany,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP07_BurstWindow,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.761162976301475,-0.30130188894666443,3.3143207784133115,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP08_HubTarget,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP09_Bimodal,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.0983816091818233,3.314320778413312,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP10_Storm,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.7818748940239642,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP11_ManyToOne,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.22055903048037245,0.19943821368185446
U3_MicroMobility_HelsinkiMedium__TP12_GroupToGroup,0.6735141798607409,0.8064767561879899,3.8524694613918427,0.27201675923046725,-0.2610326491771664,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.13516005201243447,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.22055903048037245,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP01_Baseline,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP02_LowLoad,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,2.8841345428566094,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP03_ManySmall,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.6783153054115186,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP04_FewLarge,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,1.1443334541675236,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP05_CriticalTTL,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP06_OneToMany,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP07_BurstWindow,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.761162976301475,-0.30130188894666443,3.3143207784133115,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP08_HubTarget,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP09_Bimodal,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.0983816091818233,3.314320778413312,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP10_Storm,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.7818748940239642,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP11_ManyToOne,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.33741149696003997,0.19943821368185446
U4_CongestionHotspot_HelsinkiMedium__TP12_GroupToGroup,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21849068044699477,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.33741149696003997,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP01_Baseline,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP02_LowLoad,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,2.8841345428566094,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP03_ManySmall,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.6783153054115186,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP04_FewLarge,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,1.1443334541675236,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP05_CriticalTTL,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP06_OneToMany,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP07_BurstWindow,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.761162976301475,-0.30130188894666443,3.3143207784133115,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP08_HubTarget,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP09_Bimodal,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.0983816091818233,3.314320778413312,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP10_Storm,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.7818748940239642,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP11_ManyToOne,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.2789852637202062,0.19943821368185446
U5_WorkdayShort_HelsinkiMedium__TP12_GroupToGroup,0.6006596669649814,0.774255764905335,1.140372287767012,0.27201675923046725,-0.27851743693880593,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.2013646535418636,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.2789852637202062,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP01_Baseline,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP02_LowLoad,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,2.8841345428566094,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP03_ManySmall,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.6783153054115186,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP04_FewLarge,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,1.1443334541675236,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP05_CriticalTTL,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.0983816091818233,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP06_OneToMany,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP07_BurstWindow,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.761162976301475,-0.30130188894666443,3.3143207784133115,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP08_HubTarget,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP09_Bimodal,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.0983816091818233,3.314320778413312,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP10_Storm,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.7818748940239642,-0.30130188894666443,-0.3013018889466647,-0.704408534652572,-0.3081983803401231,0.19943821368185446
U6_OfficeWaitHeavyTail_HelsinkiMedium__TP11_ManyToOne,0.6735141798607409,0.8064767561879899,1.140372287767012,0.27201675923046725,-0.2793367277648099,2.3788224600201455,-1.4679569683130065,-0.26707557933919207,1.5439744121295071,-0.5623916956403991,-0.21121578431382113,-0.4711961281866274,-0.30130188894666443,-0.3013018889466647,1.4176590174388586,-0.3081983803401231,0.19943821368185446
