scenario_name,scenario_base,traffic_profile_id,sim_end_time_s,traffic_gen_start_s,traffic_gen_end_s,traffic_gen_fraction,traffic_gen_note,Group.msgTtl_minutes,msg_ttl_seconds,Report.warmup_s
C2_ExamDay_LongStays__TP07_BurstWindow,C2_ExamDay_LongStays,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
C2_ExamDay_LongStays__TP08_HubTarget,C2_ExamDay_LongStays,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
C2_ExamDay_LongStays__TP09_Bimodal,C2_ExamDay_LongStays,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
C2_ExamDay_LongStays__TP10_Storm,C2_ExamDay_LongStays,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
C2_ExamDay_LongStays__TP11_ManyToOne,C2_ExamDay_LongStays,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
C2_ExamDay_LongStays__TP12_GroupToGroup,C2_ExamDay_LongStays,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
C3_Hackathon_24h__TP01_Baseline,C3_Hackathon_24h,TP01,86400,0.0,86400.0,1.0,full_simulation,7200,432000,0
C3_Hackathon_24h__TP02_LowLoad,C3_Hackathon_24h,TP02,86400,0.0,86400.0,1.0,full_simulation,21600,1296000,0
C3_Hackathon_24h__TP03_ManySmall,C3_Hackathon_24h,TP03,86400,0.0,86400.0,1.0,full_simulation,7200,432000,0
C3_Hackathon_24h__TP04_FewLarge,C3_Hackathon_24h,TP04,86400,0.0,86400.0,1.0,full_simulation,14400,864000,0
C3_Hackathon_24h__TP05_CriticalTTL,C3_Hackathon_24h,TP05,86400,0.0,86400.0,1.0,full_simulation,5,300,0
C3_Hackathon_24h__TP06_OneToMany,C3_Hackathon_24h,TP06,86400,0.0,86400.0,1.0,full_simulation,7200,432000,0
C3_Hackathon_24h__TP07_BurstWindow,C3_Hackathon_24h,TP07,86400,17280,24192,0.08,burst_only,7200,432000,0
C3_Hackathon_24h__TP08_HubTarget,C3_Hackathon_24h,TP08,86400,0.0,86400.0,1.0,full_simulation,7200,432000,0
