scenario_name,scenario_base,traffic_profile_id,sim_end_time_s,traffic_gen_start_s,traffic_gen_end_s,traffic_gen_fraction,traffic_gen_note,Group.msgTtl_minutes,msg_ttl_seconds,Report.warmup_s
V2_TaxiHigh_HelsinkiMedium__TP01_Baseline,V2_TaxiHigh_HelsinkiMedium,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP02_LowLoad,V2_TaxiHigh_HelsinkiMedium,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
V2_TaxiHigh_HelsinkiMedium__TP03_ManySmall,V2_TaxiHigh_HelsinkiMedium,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP04_FewLarge,V2_TaxiHigh_HelsinkiMedium,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
V2_TaxiHigh_HelsinkiMedium__TP05_CriticalTTL,V2_TaxiHigh_HelsinkiMedium,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
V2_TaxiHigh_HelsinkiMedium__TP06_OneToMany,V2_TaxiHigh_HelsinkiMedium,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP07_BurstWindow,V2_TaxiHigh_HelsinkiMedium,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP08_HubTarget,V2_TaxiHigh_HelsinkiMedium,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP09_Bimodal,V2_TaxiHigh_HelsinkiMedium,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP10_Storm,V2_TaxiHigh_HelsinkiMedium,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
V2_TaxiHigh_HelsinkiMedium__TP11_ManyToOne,V2_TaxiHigh_HelsinkiMedium,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V2_TaxiHigh_HelsinkiMedium__TP12_GroupToGroup,V2_TaxiHigh_HelsinkiMedium,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP01_Baseline,V3_BusOnlyCarriers_HelsinkiMedium,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP02_LowLoad,V3_BusOnlyCarriers_HelsinkiMedium,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP03_ManySmall,V3_BusOnlyCarriers_HelsinkiMedium,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP04_FewLarge,V3_BusOnlyCarriers_HelsinkiMedium,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP05_CriticalTTL,V3_BusOnlyCarriers_HelsinkiMedium,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
V3_BusOnlyCarriers_HelsinkiMedium__TP06_OneToMany,V3_BusOnlyCarriers_HelsinkiMedium,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP07_BurstWindow,V3_BusOnlyCarriers_HelsinkiMedium,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP08_HubTarget,V3_BusOnlyCarriers_HelsinkiMedium,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP09_Bimodal,V3_BusOnlyCarriers_HelsinkiMedium,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP10_Storm,V3_BusOnlyCarriers_HelsinkiMedium,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
V3_BusOnlyCarriers_HelsinkiMedium__TP11_ManyToOne,V3_BusOnlyCarriers_HelsinkiMedium,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V3_BusOnlyCarriers_HelsinkiMedium__TP12_GroupToGroup,V3_BusOnlyCarriers_HelsinkiMedium,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP01_Baseline,V4_CarOwnership_0_HelsinkiMedium,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP02_LowLoad,V4_CarOwnership_0_HelsinkiMedium,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
V4_CarOwnership_0_HelsinkiMedium__TP03_ManySmall,V4_CarOwnership_0_HelsinkiMedium,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP04_FewLarge,V4_CarOwnership_0_HelsinkiMedium,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
V4_CarOwnership_0_HelsinkiMedium__TP05_CriticalTTL,V4_CarOwnership_0_HelsinkiMedium,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
V4_CarOwnership_0_HelsinkiMedium__TP06_OneToMany,V4_CarOwnership_0_HelsinkiMedium,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP07_BurstWindow,V4_CarOwnership_0_HelsinkiMedium,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP08_HubTarget,V4_CarOwnership_0_HelsinkiMedium,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP09_Bimodal,V4_CarOwnership_0_HelsinkiMedium,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP10_Storm,V4_CarOwnership_0_HelsinkiMedium,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
V4_CarOwnership_0_HelsinkiMedium__TP11_ManyToOne,V4_CarOwnership_0_HelsinkiMedium,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V4_CarOwnership_0_HelsinkiMedium__TP12_GroupToGroup,V4_CarOwnership_0_HelsinkiMedium,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP01_Baseline,V5_CarOwnership_100_HelsinkiMedium,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP02_LowLoad,V5_CarOwnership_100_HelsinkiMedium,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
V5_CarOwnership_100_HelsinkiMedium__TP03_ManySmall,V5_CarOwnership_100_HelsinkiMedium,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP04_FewLarge,V5_CarOwnership_100_HelsinkiMedium,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
V5_CarOwnership_100_HelsinkiMedium__TP05_CriticalTTL,V5_CarOwnership_100_HelsinkiMedium,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
V5_CarOwnership_100_HelsinkiMedium__TP06_OneToMany,V5_CarOwnership_100_HelsinkiMedium,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP07_BurstWindow,V5_CarOwnership_100_HelsinkiMedium,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP08_HubTarget,V5_CarOwnership_100_HelsinkiMedium,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP09_Bimodal,V5_CarOwnership_100_HelsinkiMedium,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP10_Storm,V5_CarOwnership_100_HelsinkiMedium,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
V5_CarOwnership_100_HelsinkiMedium__TP11_ManyToOne,V5_CarOwnership_100_HelsinkiMedium,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V5_CarOwnership_100_HelsinkiMedium__TP12_GroupToGroup,V5_CarOwnership_100_HelsinkiMedium,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP01_Baseline,R10_TinyRange_5m,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP02_LowLoad,R10_TinyRange_5m,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R10_TinyRange_5m__TP03_ManySmall,R10_TinyRange_5m,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP04_FewLarge,R10_TinyRange_5m,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R10_TinyRange_5m__TP05_CriticalTTL,R10_TinyRange_5m,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R10_TinyRange_5m__TP06_OneToMany,R10_TinyRange_5m,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP07_BurstWindow,R10_TinyRange_5m,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R10_TinyRange_5m__TP08_HubTarget,R10_TinyRange_5m,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP09_Bimodal,R10_TinyRange_5m,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP10_Storm,R10_TinyRange_5m,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R10_TinyRange_5m__TP11_ManyToOne,R10_TinyRange_5m,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R10_TinyRange_5m__TP12_GroupToGroup,R10_TinyRange_5m,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP01_Baseline,R11_SpeedExtremeLow,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP02_LowLoad,R11_SpeedExtremeLow,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R11_SpeedExtremeLow__TP03_ManySmall,R11_SpeedExtremeLow,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP04_FewLarge,R11_SpeedExtremeLow,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R11_SpeedExtremeLow__TP05_CriticalTTL,R11_SpeedExtremeLow,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R11_SpeedExtremeLow__TP06_OneToMany,R11_SpeedExtremeLow,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP07_BurstWindow,R11_SpeedExtremeLow,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R11_SpeedExtremeLow__TP08_HubTarget,R11_SpeedExtremeLow,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP09_Bimodal,R11_SpeedExtremeLow,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP10_Storm,R11_SpeedExtremeLow,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R11_SpeedExtremeLow__TP11_ManyToOne,R11_SpeedExtremeLow,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R11_SpeedExtremeLow__TP12_GroupToGroup,R11_SpeedExtremeLow,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP01_Baseline,R12_SpeedExtremeHigh,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP02_LowLoad,R12_SpeedExtremeHigh,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R12_SpeedExtremeHigh__TP03_ManySmall,R12_SpeedExtremeHigh,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP04_FewLarge,R12_SpeedExtremeHigh,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R12_SpeedExtremeHigh__TP05_CriticalTTL,R12_SpeedExtremeHigh,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R12_SpeedExtremeHigh__TP06_OneToMany,R12_SpeedExtremeHigh,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP07_BurstWindow,R12_SpeedExtremeHigh,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R12_SpeedExtremeHigh__TP08_HubTarget,R12_SpeedExtremeHigh,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP09_Bimodal,R12_SpeedExtremeHigh,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP10_Storm,R12_SpeedExtremeHigh,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R12_SpeedExtremeHigh__TP11_ManyToOne,R12_SpeedExtremeHigh,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R12_SpeedExtremeHigh__TP12_GroupToGroup,R12_SpeedExtremeHigh,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP01_Baseline,R1_Rural_RandomWaypoint,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP02_LowLoad,R1_Rural_RandomWaypoint,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R1_Rural_RandomWaypoint__TP03_ManySmall,R1_Rural_RandomWaypoint,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP04_FewLarge,R1_Rural_RandomWaypoint,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R1_Rural_RandomWaypoint__TP05_CriticalTTL,R1_Rural_RandomWaypoint,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R1_Rural_RandomWaypoint__TP06_OneToMany,R1_Rural_RandomWaypoint,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP07_BurstWindow,R1_Rural_RandomWaypoint,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R1_Rural_RandomWaypoint__TP08_HubTarget,R1_Rural_RandomWaypoint,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP09_Bimodal,R1_Rural_RandomWaypoint,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP10_Storm,R1_Rural_RandomWaypoint,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R1_Rural_RandomWaypoint__TP11_ManyToOne,R1_Rural_RandomWaypoint,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R1_Rural_RandomWaypoint__TP12_GroupToGroup,R1_Rural_RandomWaypoint,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP01_Baseline,R2_VillagesTrails_ThreeClusters,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP02_LowLoad,R2_VillagesTrails_ThreeClusters,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R2_VillagesTrails_ThreeClusters__TP03_ManySmall,R2_VillagesTrails_ThreeClusters,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP04_FewLarge,R2_VillagesTrails_ThreeClusters,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R2_VillagesTrails_ThreeClusters__TP05_CriticalTTL,R2_VillagesTrails_ThreeClusters,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R2_VillagesTrails_ThreeClusters__TP06_OneToMany,R2_VillagesTrails_ThreeClusters,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP07_BurstWindow,R2_VillagesTrails_ThreeClusters,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP08_HubTarget,R2_VillagesTrails_ThreeClusters,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP09_Bimodal,R2_VillagesTrails_ThreeClusters,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP10_Storm,R2_VillagesTrails_ThreeClusters,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R2_VillagesTrails_ThreeClusters__TP11_ManyToOne,R2_VillagesTrails_ThreeClusters,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R2_VillagesTrails_ThreeClusters__TP12_GroupToGroup,R2_VillagesTrails_ThreeClusters,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP01_Baseline,R3_WildlifeTracking,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP02_LowLoad,R3_WildlifeTracking,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R3_WildlifeTracking__TP03_ManySmall,R3_WildlifeTracking,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP04_FewLarge,R3_WildlifeTracking,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R3_WildlifeTracking__TP05_CriticalTTL,R3_WildlifeTracking,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R3_WildlifeTracking__TP06_OneToMany,R3_WildlifeTracking,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP07_BurstWindow,R3_WildlifeTracking,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R3_WildlifeTracking__TP08_HubTarget,R3_WildlifeTracking,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP09_Bimodal,R3_WildlifeTracking,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP10_Storm,R3_WildlifeTracking,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R3_WildlifeTracking__TP11_ManyToOne,R3_WildlifeTracking,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R3_WildlifeTracking__TP12_GroupToGroup,R3_WildlifeTracking,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP01_Baseline,R4_ParkRangers_HelsinkiMedium,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP02_LowLoad,R4_ParkRangers_HelsinkiMedium,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R4_ParkRangers_HelsinkiMedium__TP03_ManySmall,R4_ParkRangers_HelsinkiMedium,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP04_FewLarge,R4_ParkRangers_HelsinkiMedium,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R4_ParkRangers_HelsinkiMedium__TP05_CriticalTTL,R4_ParkRangers_HelsinkiMedium,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R4_ParkRangers_HelsinkiMedium__TP06_OneToMany,R4_ParkRangers_HelsinkiMedium,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP07_BurstWindow,R4_ParkRangers_HelsinkiMedium,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP08_HubTarget,R4_ParkRangers_HelsinkiMedium,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP09_Bimodal,R4_ParkRangers_HelsinkiMedium,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP10_Storm,R4_ParkRangers_HelsinkiMedium,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R4_ParkRangers_HelsinkiMedium__TP11_ManyToOne,R4_ParkRangers_HelsinkiMedium,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R4_ParkRangers_HelsinkiMedium__TP12_GroupToGroup,R4_ParkRangers_HelsinkiMedium,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP01_Baseline,R5_MountainRescue,TP01,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP02_LowLoad,R5_MountainRescue,TP02,14400,0.0,14400.0,1.0,full_simulation,21600,1296000,0
R5_MountainRescue__TP03_ManySmall,R5_MountainRescue,TP03,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP04_FewLarge,R5_MountainRescue,TP04,14400,0.0,14400.0,1.0,full_simulation,14400,864000,0
R5_MountainRescue__TP05_CriticalTTL,R5_MountainRescue,TP05,14400,0.0,14400.0,1.0,full_simulation,5,300,0
R5_MountainRescue__TP06_OneToMany,R5_MountainRescue,TP06,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP07_BurstWindow,R5_MountainRescue,TP07,14400,2880,4032,0.08,burst_only,7200,432000,0
R5_MountainRescue__TP08_HubTarget,R5_MountainRescue,TP08,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP09_Bimodal,R5_MountainRescue,TP09,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP10_Storm,R5_MountainRescue,TP10,14400,0.0,14400.0,1.0,full_simulation,60,3600,0
R5_MountainRescue__TP11_ManyToOne,R5_MountainRescue,TP11,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R5_MountainRescue__TP12_GroupToGroup,R5_MountainRescue,TP12,14400,0.0,14400.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP01_Baseline,R6_SparseLongRange,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP02_LowLoad,R6_SparseLongRange,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R6_SparseLongRange__TP03_ManySmall,R6_SparseLongRange,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP04_FewLarge,R6_SparseLongRange,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R6_SparseLongRange__TP05_CriticalTTL,R6_SparseLongRange,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R6_SparseLongRange__TP06_OneToMany,R6_SparseLongRange,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP07_BurstWindow,R6_SparseLongRange,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R6_SparseLongRange__TP08_HubTarget,R6_SparseLongRange,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP09_Bimodal,R6_SparseLongRange,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP10_Storm,R6_SparseLongRange,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R6_SparseLongRange__TP11_ManyToOne,R6_SparseLongRange,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R6_SparseLongRange__TP12_GroupToGroup,R6_SparseLongRange,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP01_Baseline,R7_SparseTinyBuffer,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP02_LowLoad,R7_SparseTinyBuffer,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R7_SparseTinyBuffer__TP03_ManySmall,R7_SparseTinyBuffer,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP04_FewLarge,R7_SparseTinyBuffer,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R7_SparseTinyBuffer__TP05_CriticalTTL,R7_SparseTinyBuffer,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R7_SparseTinyBuffer__TP06_OneToMany,R7_SparseTinyBuffer,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP07_BurstWindow,R7_SparseTinyBuffer,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R7_SparseTinyBuffer__TP08_HubTarget,R7_SparseTinyBuffer,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP09_Bimodal,R7_SparseTinyBuffer,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP10_Storm,R7_SparseTinyBuffer,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R7_SparseTinyBuffer__TP11_ManyToOne,R7_SparseTinyBuffer,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R7_SparseTinyBuffer__TP12_GroupToGroup,R7_SparseTinyBuffer,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP01_Baseline,R8_IntermittentPower,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP02_LowLoad,R8_IntermittentPower,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
R8_IntermittentPower__TP03_ManySmall,R8_IntermittentPower,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP04_FewLarge,R8_IntermittentPower,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
R8_IntermittentPower__TP05_CriticalTTL,R8_IntermittentPower,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
R8_IntermittentPower__TP06_OneToMany,R8_IntermittentPower,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP07_BurstWindow,R8_IntermittentPower,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
R8_IntermittentPower__TP08_HubTarget,R8_IntermittentPower,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP09_Bimodal,R8_IntermittentPower,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP10_Storm,R8_IntermittentPower,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
R8_IntermittentPower__TP11_ManyToOne,R8_IntermittentPower,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R8_IntermittentPower__TP12_GroupToGroup,R8_IntermittentPower,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R9_ExtremeRange_200m__TP01_Baseline,R9_ExtremeRange_200m,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
R9_ExtremeRange_200m__TP02_LowLoad,R9_ExtremeRange_200m,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
