map_id,archetype,source_type,anchor_id,validation_status,distance_to_nearest_selected,is_selected
OSM_helsinki_archipelago_offset_s_1000m_200m_0003,island_or_partitioned,osm,helsinki_archipelago,PASS,0.1716954586767781,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0114,island_or_partitioned,osm,helsinki_archipelago,PASS,0.0325132497863901,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0224,island_or_partitioned,osm,helsinki_archipelago,PASS,0.1045451028657447,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0331,island_or_partitioned,osm,helsinki_archipelago,PASS,0.057928407989764924,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0454,island_or_partitioned,osm,helsinki_archipelago,PASS,0.01161104592040649,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0572,island_or_partitioned,osm,helsinki_archipelago,PASS,0.06905535257604221,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0689,island_or_partitioned,osm,helsinki_archipelago,PASS,0.10803727863854658,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0807,island_or_partitioned,osm,helsinki_archipelago,PASS,0.06313229254386325,False
OSM_helsinki_archipelago_offset_s_1000m_200m_0920,island_or_partitioned,osm,helsinki_archipelago,PASS,0.023871416649367427,False
OSM_helsinki_archipelago_offset_s_1000m_200m_1037,island_or_partitioned,osm,helsinki_archipelago,PASS,0.12477984411145326,False
OSM_helsinki_archipelago_offset_s_1000m_200m_1160,island_or_partitioned,osm,helsinki_archipelago,PASS,0.0,True
OSM_helsinki_archipelago_offset_s_1000m_500m_0030,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8513540251488233,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0141,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8659215366781076,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0252,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8435858445262661,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0357,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8426762825614291,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0484,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8658627620046544,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0601,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8568938183040156,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0714,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8425649464696497,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0837,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8429449404497985,False
OSM_helsinki_archipelago_offset_s_1000m_500m_0953,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8479973678758049,False
OSM_helsinki_archipelago_offset_s_1000m_500m_1071,island_or_partitioned,osm,helsinki_archipelago,PASS,0.8625447753931559,False
OSM_helsinki_archipelago_offset_s_1000m_500m_1194,island_or_partitioned,osm,helsinki_archipelago,PASS,0.9510919459711213,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0057,industrial_disrupted,osm,helsinki_disrupted,PASS,0.22675170854696944,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0166,industrial_disrupted,osm,helsinki_disrupted,PASS,0.11592641932570076,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0285,industrial_disrupted,osm,helsinki_disrupted,PASS,0.031510649562353936,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0390,industrial_disrupted,osm,helsinki_disrupted,PASS,0.13746182181667194,False
