scenario,cluster
S1_StrongCommunities_SeparateClusters__TP03_ManySmall,1
S1_StrongCommunities_SeparateClusters__TP04_FewLarge,1
S1_StrongCommunities_SeparateClusters__TP05_CriticalTTL,1
S1_StrongCommunities_SeparateClusters__TP06_OneToMany,1
S1_StrongCommunities_SeparateClusters__TP07_BurstWindow,1
S1_StrongCommunities_SeparateClusters__TP08_HubTarget,1
S1_StrongCommunities_SeparateClusters__TP09_Bimodal,1
S1_StrongCommunities_SeparateClusters__TP10_Storm,1
S1_StrongCommunities_SeparateClusters__TP11_ManyToOne,1
S1_StrongCommunities_SeparateClusters__TP12_GroupToGroup,1
S2_WeakCommunities_HighMixing__TP01_Baseline,5
S2_WeakCommunities_HighMixing__TP02_LowLoad,4
S2_WeakCommunities_HighMixing__TP03_ManySmall,5
S2_WeakCommunities_HighMixing__TP04_FewLarge,4
S2_WeakCommunities_HighMixing__TP05_CriticalTTL,5
S2_WeakCommunities_HighMixing__TP06_OneToMany,5
S2_WeakCommunities_HighMixing__TP07_BurstWindow,5
S2_WeakCommunities_HighMixing__TP08_HubTarget,5
S2_WeakCommunities_HighMixing__TP09_Bimodal,5
S2_WeakCommunities_HighMixing__TP10_Storm,5
S2_WeakCommunities_HighMixing__TP11_ManyToOne,5
S2_WeakCommunities_HighMixing__TP12_GroupToGroup,5
S3_PeriodicMeetings_RegularRhythm__TP01_Baseline,5
S3_PeriodicMeetings_RegularRhythm__TP02_LowLoad,4
S3_PeriodicMeetings_RegularRhythm__TP03_ManySmall,5
S3_PeriodicMeetings_RegularRhythm__TP04_FewLarge,4
S3_PeriodicMeetings_RegularRhythm__TP05_CriticalTTL,5
S3_PeriodicMeetings_RegularRhythm__TP06_OneToMany,5
S3_PeriodicMeetings_RegularRhythm__TP07_BurstWindow,5
S3_PeriodicMeetings_RegularRhythm__TP08_HubTarget,5
S3_PeriodicMeetings_RegularRhythm__TP09_Bimodal,5
S3_PeriodicMeetings_RegularRhythm__TP10_Storm,5
S3_PeriodicMeetings_RegularRhythm__TP11_ManyToOne,5
S3_PeriodicMeetings_RegularRhythm__TP12_GroupToGroup,5
S4_RandomMixing_NoHotspots__TP01_Baseline,5
S4_RandomMixing_NoHotspots__TP02_LowLoad,4
S4_RandomMixing_NoHotspots__TP03_ManySmall,5
S4_RandomMixing_NoHotspots__TP04_FewLarge,4
S4_RandomMixing_NoHotspots__TP05_CriticalTTL,5
S4_RandomMixing_NoHotspots__TP06_OneToMany,5
S4_RandomMixing_NoHotspots__TP07_BurstWindow,5
S4_RandomMixing_NoHotspots__TP08_HubTarget,5
S4_RandomMixing_NoHotspots__TP09_Bimodal,5
S4_RandomMixing_NoHotspots__TP10_Storm,5
S4_RandomMixing_NoHotspots__TP11_ManyToOne,5
S4_RandomMixing_NoHotspots__TP12_GroupToGroup,5
S5_TwoLayer_StudentsStaff__TP01_Baseline,5
S5_TwoLayer_StudentsStaff__TP02_LowLoad,4
S5_TwoLayer_StudentsStaff__TP03_ManySmall,5
S5_TwoLayer_StudentsStaff__TP04_FewLarge,4
S5_TwoLayer_StudentsStaff__TP05_CriticalTTL,5
S5_TwoLayer_StudentsStaff__TP06_OneToMany,5
S5_TwoLayer_StudentsStaff__TP07_BurstWindow,5
S5_TwoLayer_StudentsStaff__TP08_HubTarget,5
S5_TwoLayer_StudentsStaff__TP09_Bimodal,5
S5_TwoLayer_StudentsStaff__TP10_Storm,5
S5_TwoLayer_StudentsStaff__TP11_ManyToOne,5
S5_TwoLayer_StudentsStaff__TP12_GroupToGroup,5
S6_FamilyGroups_SmallPersistent__TP01_Baseline,1
S6_FamilyGroups_SmallPersistent__TP02_LowLoad,1
S6_FamilyGroups_SmallPersistent__TP03_ManySmall,1
S6_FamilyGroups_SmallPersistent__TP04_FewLarge,1
S6_FamilyGroups_SmallPersistent__TP05_CriticalTTL,1
S6_FamilyGroups_SmallPersistent__TP06_OneToMany,1
S6_FamilyGroups_SmallPersistent__TP07_BurstWindow,1
S6_FamilyGroups_SmallPersistent__TP08_HubTarget,1
S6_FamilyGroups_SmallPersistent__TP09_Bimodal,1
S6_FamilyGroups_SmallPersistent__TP10_Storm,1
S6_FamilyGroups_SmallPersistent__TP11_ManyToOne,1
S6_FamilyGroups_SmallPersistent__TP12_GroupToGroup,1
T10_HighRateLowSpeed_Congestion__TP01_Baseline,5
T10_HighRateLowSpeed_Congestion__TP02_LowLoad,4
T10_HighRateLowSpeed_Congestion__TP03_ManySmall,5
T10_HighRateLowSpeed_Congestion__TP04_FewLarge,4
T10_HighRateLowSpeed_Congestion__TP05_CriticalTTL,5
T10_HighRateLowSpeed_Congestion__TP06_OneToMany,5
T10_HighRateLowSpeed_Congestion__TP07_BurstWindow,5
T10_HighRateLowSpeed_Congestion__TP08_HubTarget,5
T10_HighRateLowSpeed_Congestion__TP09_Bimodal,5
T10_HighRateLowSpeed_Congestion__TP10_Storm,5
T10_HighRateLowSpeed_Congestion__TP11_ManyToOne,5
T10_HighRateLowSpeed_Congestion__TP12_GroupToGroup,5
T11_TTL_1min__TP01_Baseline,5
T11_TTL_1min__TP02_LowLoad,4
T11_TTL_1min__TP03_ManySmall,5
T11_TTL_1min__TP04_FewLarge,4
T11_TTL_1min__TP05_CriticalTTL,5
T11_TTL_1min__TP06_OneToMany,5
T11_TTL_1min__TP07_BurstWindow,5
T11_TTL_1min__TP08_HubTarget,5
T11_TTL_1min__TP09_Bimodal,5
T11_TTL_1min__TP10_Storm,5
T11_TTL_1min__TP11_ManyToOne,5
T11_TTL_1min__TP12_GroupToGroup,5
T12_TTL_Infinite_Buffer200M__TP01_Baseline,5
T12_TTL_Infinite_Buffer200M__TP02_LowLoad,5
T12_TTL_Infinite_Buffer200M__TP03_ManySmall,5
T12_TTL_Infinite_Buffer200M__TP04_FewLarge,5
T12_TTL_Infinite_Buffer200M__TP05_CriticalTTL,5
T12_TTL_Infinite_Buffer200M__TP06_OneToMany,5
T12_TTL_Infinite_Buffer200M__TP07_BurstWindow,5
T12_TTL_Infinite_Buffer200M__TP08_HubTarget,5
T12_TTL_Infinite_Buffer200M__TP09_Bimodal,5
T12_TTL_Infinite_Buffer200M__TP10_Storm,5
T12_TTL_Infinite_Buffer200M__TP11_ManyToOne,5
T12_TTL_Infinite_Buffer200M__TP12_GroupToGroup,5
T13_Buffer_256k__TP01_Baseline,5
T13_Buffer_256k__TP02_LowLoad,4
T13_Buffer_256k__TP03_ManySmall,5
T13_Buffer_256k__TP04_FewLarge,4
T13_Buffer_256k__TP05_CriticalTTL,5
T13_Buffer_256k__TP06_OneToMany,5
T13_Buffer_256k__TP07_BurstWindow,5
T13_Buffer_256k__TP08_HubTarget,5
T13_Buffer_256k__TP09_Bimodal,5
T13_Buffer_256k__TP10_Storm,5
T13_Buffer_256k__TP11_ManyToOne,5
T13_Buffer_256k__TP12_GroupToGroup,5
T14_Buffer_200M__TP01_Baseline,5
T14_Buffer_200M__TP02_LowLoad,5
T14_Buffer_200M__TP03_ManySmall,5
T14_Buffer_200M__TP04_FewLarge,5
T14_Buffer_200M__TP05_CriticalTTL,5
T14_Buffer_200M__TP06_OneToMany,5
T14_Buffer_200M__TP07_BurstWindow,5
T14_Buffer_200M__TP08_HubTarget,5
T14_Buffer_200M__TP09_Bimodal,5
T14_Buffer_200M__TP10_Storm,5
T14_Buffer_200M__TP11_ManyToOne,5
T14_Buffer_200M__TP12_GroupToGroup,5
T15_TransmitSpeed_256k__TP01_Baseline,5
T15_TransmitSpeed_256k__TP02_LowLoad,4
T15_TransmitSpeed_256k__TP03_ManySmall,5
T15_TransmitSpeed_256k__TP04_FewLarge,4
T15_TransmitSpeed_256k__TP05_CriticalTTL,5
T15_TransmitSpeed_256k__TP06_OneToMany,5
T15_TransmitSpeed_256k__TP07_BurstWindow,5
T15_TransmitSpeed_256k__TP08_HubTarget,5
T15_TransmitSpeed_256k__TP09_Bimodal,5
T15_TransmitSpeed_256k__TP10_Storm,5
T15_TransmitSpeed_256k__TP11_ManyToOne,5
T15_TransmitSpeed_256k__TP12_GroupToGroup,5
T1_ManySmallMsgs_HighRate__TP01_Baseline,5
T1_ManySmallMsgs_HighRate__TP02_LowLoad,4
T1_ManySmallMsgs_HighRate__TP03_ManySmall,5
T1_ManySmallMsgs_HighRate__TP04_FewLarge,4
T1_ManySmallMsgs_HighRate__TP05_CriticalTTL,5
T1_ManySmallMsgs_HighRate__TP06_OneToMany,5
T1_ManySmallMsgs_HighRate__TP07_BurstWindow,5
T1_ManySmallMsgs_HighRate__TP08_HubTarget,5
T1_ManySmallMsgs_HighRate__TP09_Bimodal,5
T1_ManySmallMsgs_HighRate__TP10_Storm,5
T1_ManySmallMsgs_HighRate__TP11_ManyToOne,5
T1_ManySmallMsgs_HighRate__TP12_GroupToGroup,5
T2_FewHugeMsgs_LowRate__TP01_Baseline,5
T2_FewHugeMsgs_LowRate__TP02_LowLoad,4
T2_FewHugeMsgs_LowRate__TP03_ManySmall,5
T2_FewHugeMsgs_LowRate__TP04_FewLarge,4
T2_FewHugeMsgs_LowRate__TP05_CriticalTTL,5
T2_FewHugeMsgs_LowRate__TP06_OneToMany,5
T2_FewHugeMsgs_LowRate__TP07_BurstWindow,5
T2_FewHugeMsgs_LowRate__TP08_HubTarget,5
T2_FewHugeMsgs_LowRate__TP09_Bimodal,5
T2_FewHugeMsgs_LowRate__TP10_Storm,5
T2_FewHugeMsgs_LowRate__TP11_ManyToOne,5
T2_FewHugeMsgs_LowRate__TP12_GroupToGroup,5
T3_MixedBimodal_SmallAndLarge__TP01_Baseline,5
T3_MixedBimodal_SmallAndLarge__TP02_LowLoad,4
T3_MixedBimodal_SmallAndLarge__TP03_ManySmall,5
T3_MixedBimodal_SmallAndLarge__TP04_FewLarge,4
T3_MixedBimodal_SmallAndLarge__TP05_CriticalTTL,5
T3_MixedBimodal_SmallAndLarge__TP06_OneToMany,5
T3_MixedBimodal_SmallAndLarge__TP07_BurstWindow,5
T3_MixedBimodal_SmallAndLarge__TP08_HubTarget,5
T3_MixedBimodal_SmallAndLarge__TP09_Bimodal,5
T3_MixedBimodal_SmallAndLarge__TP10_Storm,5
T3_MixedBimodal_SmallAndLarge__TP11_ManyToOne,5
T3_MixedBimodal_SmallAndLarge__TP12_GroupToGroup,5
T4_VeryShortTtl_5to10min__TP01_Baseline,5
T4_VeryShortTtl_5to10min__TP02_LowLoad,4
T4_VeryShortTtl_5to10min__TP03_ManySmall,5
T4_VeryShortTtl_5to10min__TP04_FewLarge,4
T4_VeryShortTtl_5to10min__TP05_CriticalTTL,5
T4_VeryShortTtl_5to10min__TP06_OneToMany,5
T4_VeryShortTtl_5to10min__TP07_BurstWindow,5
T4_VeryShortTtl_5to10min__TP08_HubTarget,5
T4_VeryShortTtl_5to10min__TP09_Bimodal,5
T4_VeryShortTtl_5to10min__TP10_Storm,5
T4_VeryShortTtl_5to10min__TP11_ManyToOne,5
T4_VeryShortTtl_5to10min__TP12_GroupToGroup,5
T5_VeryLongTtl_6to24h__TP01_Baseline,5
T5_VeryLongTtl_6to24h__TP02_LowLoad,4
T5_VeryLongTtl_6to24h__TP03_ManySmall,5
T5_VeryLongTtl_6to24h__TP04_FewLarge,4
T5_VeryLongTtl_6to24h__TP05_CriticalTTL,5
T5_VeryLongTtl_6to24h__TP06_OneToMany,5
T5_VeryLongTtl_6to24h__TP07_BurstWindow,5
T5_VeryLongTtl_6to24h__TP08_HubTarget,5
T5_VeryLongTtl_6to24h__TP09_Bimodal,5
T5_VeryLongTtl_6to24h__TP10_Storm,5
T5_VeryLongTtl_6to24h__TP11_ManyToOne,5
T5_VeryLongTtl_6to24h__TP12_GroupToGroup,5
T6_UniformSources_RandomFromTo__TP01_Baseline,5
T6_UniformSources_RandomFromTo__TP02_LowLoad,4
T6_UniformSources_RandomFromTo__TP03_ManySmall,5
T6_UniformSources_RandomFromTo__TP04_FewLarge,4
T6_UniformSources_RandomFromTo__TP05_CriticalTTL,5
T6_UniformSources_RandomFromTo__TP06_OneToMany,5
T6_UniformSources_RandomFromTo__TP07_BurstWindow,5
T6_UniformSources_RandomFromTo__TP08_HubTarget,5
T6_UniformSources_RandomFromTo__TP09_Bimodal,5
T6_UniformSources_RandomFromTo__TP10_Storm,5
T6_UniformSources_RandomFromTo__TP11_ManyToOne,5
T6_UniformSources_RandomFromTo__TP12_GroupToGroup,5
T7_TargetedToHubs_FewDestinations__TP01_Baseline,5
T7_TargetedToHubs_FewDestinations__TP02_LowLoad,4
T7_TargetedToHubs_FewDestinations__TP03_ManySmall,5
T7_TargetedToHubs_FewDestinations__TP04_FewLarge,4
T7_TargetedToHubs_FewDestinations__TP05_CriticalTTL,5
T7_TargetedToHubs_FewDestinations__TP06_OneToMany,5
T7_TargetedToHubs_FewDestinations__TP07_BurstWindow,5
T7_TargetedToHubs_FewDestinations__TP08_HubTarget,5
T7_TargetedToHubs_FewDestinations__TP09_Bimodal,5
T7_TargetedToHubs_FewDestinations__TP10_Storm,5
T7_TargetedToHubs_FewDestinations__TP11_ManyToOne,5
T7_TargetedToHubs_FewDestinations__TP12_GroupToGroup,5
T8_BurstTraffic_TimeWindows__TP01_Baseline,5
T8_BurstTraffic_TimeWindows__TP02_LowLoad,4
T8_BurstTraffic_TimeWindows__TP03_ManySmall,5
T8_BurstTraffic_TimeWindows__TP04_FewLarge,4
T8_BurstTraffic_TimeWindows__TP05_CriticalTTL,5
T8_BurstTraffic_TimeWindows__TP06_OneToMany,5
T8_BurstTraffic_TimeWindows__TP07_BurstWindow,5
T8_BurstTraffic_TimeWindows__TP08_HubTarget,5
T8_BurstTraffic_TimeWindows__TP09_Bimodal,5
T8_BurstTraffic_TimeWindows__TP10_Storm,5
T8_BurstTraffic_TimeWindows__TP11_ManyToOne,5
T8_BurstTraffic_TimeWindows__TP12_GroupToGroup,5
T9_BufferStress_SmallBufferHighTraffic__TP01_Baseline,5
T9_BufferStress_SmallBufferHighTraffic__TP02_LowLoad,4
T9_BufferStress_SmallBufferHighTraffic__TP03_ManySmall,5
T9_BufferStress_SmallBufferHighTraffic__TP04_FewLarge,4
T9_BufferStress_SmallBufferHighTraffic__TP05_CriticalTTL,5
T9_BufferStress_SmallBufferHighTraffic__TP06_OneToMany,5
T9_BufferStress_SmallBufferHighTraffic__TP07_BurstWindow,5
T9_BufferStress_SmallBufferHighTraffic__TP08_HubTarget,5
T9_BufferStress_SmallBufferHighTraffic__TP09_Bimodal,5
T9_BufferStress_SmallBufferHighTraffic__TP10_Storm,5
T9_BufferStress_SmallBufferHighTraffic__TP11_ManyToOne,5
T9_BufferStress_SmallBufferHighTraffic__TP12_GroupToGroup,5
