scenario,family,scenario_base,tp,map_dataset,movement_models,n_hosts,delivery_ratio,overhead_ratio,drop_ratio,total_encounters,coverage_world_ratio,coverage_accessible_ratio,delivery_std_by_base,problem_flags,priority,recommended_action_hint
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP11,Manhattan,G1:MapRouteMovement,5,0.6041,11.5307,5.749484536082474,317.0,0.1164,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP12,Manhattan,G1:MapRouteMovement,5,0.7546,2.1653,0.3905930470347648,325.0,0.1148,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP01,Manhattan,G1:MapRouteMovement,26,0.9876,24.0524,0.0,15729.0,0.122,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP02,Manhattan,G1:MapRouteMovement,26,0.9896,23.9053,0.0,15320.0,0.12119999999999999,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP03,Manhattan,G1:MapRouteMovement,26,0.9905,23.9245,0.0,18869.0,0.12119999999999999,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP04,Manhattan,G1:MapRouteMovement,26,0.8667,329.5449,279.9055555555556,16122.0,0.1216,1.0,0.18681862922972306,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_UNDERUSED|MAP_TOO_LARGE,P0,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP05,Manhattan,G1:MapRouteMovement,26,0.3292,20.5157,7.7308488612836435,15729.0,0.122,1.0,0.18681862922972306,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP06,Manhattan,G1:MapRouteMovement,26,0.9742,41.0942,17.137113402061857,15787.0,0.1216,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP07,Manhattan,G1:MapRouteMovement,26,1.0,24.0028,0.0,15425.0,0.122,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP08,Manhattan,G1:MapRouteMovement,26,0.9289,283.0277,250.72680412371133,15787.0,0.1216,1.0,0.18681862922972306,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_UNDERUSED|MAP_TOO_LARGE,P0,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP09,Manhattan,G1:MapRouteMovement,26,0.919,299.5929,262.151724137931,15904.0,0.12119999999999999,1.0,0.18681862922972306,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_UNDERUSED|MAP_TOO_LARGE,P0,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP10,Manhattan,G1:MapRouteMovement,26,0.8403,40.7513,34.645119586296055,16487.0,0.1208,1.0,0.18681862922972306,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP11,Manhattan,G1:MapRouteMovement,26,0.9742,65.2561,41.63505154639175,15787.0,0.1216,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,TP12,Manhattan,G1:MapRouteMovement,26,0.9857,24.1203,0.0,15059.0,0.1208,1.0,0.18681862922972306,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP01,Manhattan,G1:BusMovement|G2:BusMovement,9,0.963,6.9893,0.0,832.0,0.17,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP02,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9684,7.0217,0.0,736.0,0.1724,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP03,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9672,6.7345,0.0,837.0,0.174,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP04,Manhattan,G1:BusMovement|G2:BusMovement,9,0.8352,17.0132,13.291208791208792,737.0,0.1732,1.0,0.24914388869231222,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP05,Manhattan,G1:BusMovement|G2:BusMovement,9,0.144,6.3429,1.9074074074074077,832.0,0.17,1.0,0.24914388869231222,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP06,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9763,7.2365,0.3577319587628866,1014.0,0.1724,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP07,Manhattan,G1:BusMovement|G2:BusMovement,9,1.0,7.0,0.0,824.0,0.172,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP08,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9423,32.1652,26.825773195876288,1014.0,0.1724,1.0,0.24914388869231222,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP09,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9039,16.8387,13.591766723842197,817.0,0.17120000000000002,1.0,0.24914388869231222,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP10,Manhattan,G1:BusMovement|G2:BusMovement,9,0.5942,2.6958,2.443848529172761,792.0,0.1724,1.0,0.24914388869231222,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP11,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9577,13.2347,6.34020618556701,1014.0,0.1724,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,TP12,Manhattan,G1:BusMovement|G2:BusMovement,9,0.9796,6.9791,0.0,996.0,0.1732,1.0,0.24914388869231222,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP01,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.4106,80.9208,0.0,3259.0,0.32880000000000004,1.0,0.21481531955414984,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP02,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.5313,68.1176,0.0,3259.0,0.32880000000000004,1.0,0.21481531955414984,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP03,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.3954,75.1414,0.0,3225.0,0.33520000000000005,1.0,0.21481531955414984,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP04,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.2458,965.2045,225.51396648044687,3305.0,0.3164,1.0,0.21481531955414984,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_UNDERUSED|MAP_TOO_LARGE,P0,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP05,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.0142,71.1429,2.006097560975609,3259.0,0.32880000000000004,1.0,0.21481531955414984,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP06,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.6289,157.3262,53.30309278350516,3288.0,0.342,1.0,0.21481531955414984,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP07,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.612,77.933,0.0,3382.0,0.33399999999999996,1.0,0.21481531955414984,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP08,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.4227,453.161,166.68556701030928,3288.0,0.342,1.0,0.21481531955414984,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP09,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.3095,684.7363,198.15136054421768,3235.0,0.3276,1.0,0.21481531955414984,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_UNDERUSED|MAP_TOO_LARGE,P0,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP10,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.104,198.2262,21.481505515898768,3197.0,0.3604,1.0,0.21481531955414984,EXTREME_OVERHEAD|MAP_TOO_LARGE,P0,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP11,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.6258,51.2339,0.0,3288.0,0.342,1.0,0.21481531955414984,MAP_TOO_LARGE,P1,change_map_or_worldSize
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,TP12,Manhattan,G1:BusMovement|G2:WorkingDayMovement,81,0.6748,169.703,65.16155419222903,3360.0,0.33159999999999995,1.0,0.21481531955414984,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_UNDERUSED|MAP_TOO_LARGE,P0,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP01,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.4835,78.9487,0.0,3155.0,0.41479999999999995,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP02,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.4105,95.6154,0.0,3180.0,0.4064,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP03,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.3962,63.0656,0.0,3254.0,0.41359999999999997,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP04,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.2938,344.25,86.40112994350282,3209.0,0.4128,1.0,0.20140315723052662,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP05,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.0124,74.0,1.913223140495868,3155.0,0.41479999999999995,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP06,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.6247,71.2954,1.7927835051546392,3119.0,0.4044,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP07,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.4571,81.2727,0.0,3244.0,0.38880000000000003,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP08,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.4794,67.0258,6.3793814432989695,3119.0,0.4044,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP09,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.3517,175.9412,44.741379310344826,3155.0,0.41479999999999995,1.0,0.20140315723052662,EXTREME_OVERHEAD|MAP_TOO_LARGE,P0,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP10,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.1203,52.942,7.215269897876479,3160.0,0.4004,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP11,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.6474,38.5955,0.0,3119.0,0.4044,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,TP12,Manhattan,G1:BusMovement|G2:WorkingDayMovement,82,0.6789,76.7861,0.0,3212.0,0.3924,1.0,0.20140315723052662,MAP_TOO_LARGE,P1,change_map_or_worldSize
R10_TinyRange_5m__TP01_Baseline,04_rural,R10_TinyRange_5m,TP01,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.8631,29.5841,0.0,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP02_LowLoad,04_rural,R10_TinyRange_5m,TP02,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.875,29.5,0.0,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP03_ManySmall,04_rural,R10_TinyRange_5m,TP03,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.8457,29.5859,0.0,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP04_FewLarge,04_rural,R10_TinyRange_5m,TP04,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.6089,96.9817,53.25698324022346,678.0,0.1784,,0.2952867064653462,EXTREME_DROPS,P0,adjust_traffic
R10_TinyRange_5m__TP05_CriticalTTL,04_rural,R10_TinyRange_5m,TP05,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.0145,17.1429,1.2406639004149378,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP06_OneToMany,04_rural,R10_TinyRange_5m,TP06,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.834,29.7108,0.079381443298969,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP07_BurstWindow,04_rural,R10_TinyRange_5m,TP07,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,1.0,30.0,0.0,678.0,0.1784,,0.2952867064653462,SATURATED_DELIVERY,P2,keep
R10_TinyRange_5m__TP08_HubTarget,04_rural,R10_TinyRange_5m,TP08,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.7742,78.4274,45.55876288659794,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP09_Bimodal,04_rural,R10_TinyRange_5m,TP09,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.5845,79.59,40.67068965517242,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP10_Storm,04_rural,R10_TinyRange_5m,TP10,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.2047,25.7068,5.971294193966916,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP11_ManyToOne,04_rural,R10_TinyRange_5m,TP11,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.732,35.7014,0.6608247422680412,678.0,0.1784,,0.2952867064653462,,,keep
R10_TinyRange_5m__TP12_GroupToGroup,04_rural,R10_TinyRange_5m,TP12,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,32,0.8793,28.9419,0.0,678.0,0.1784,,0.2952867064653462,,,keep
R11_SpeedExtremeLow__TP01_Baseline,04_rural,R11_SpeedExtremeLow,TP01,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.9317,26.0889,0.0,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP02_LowLoad,04_rural,R11_SpeedExtremeLow,TP02,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.9271,26.3596,0.0,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP03_ManySmall,04_rural,R11_SpeedExtremeLow,TP03,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.9407,25.8938,0.0,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP04_FewLarge,04_rural,R11_SpeedExtremeLow,TP04,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.581,430.2308,244.14525139664804,1441.0,0.1812,,0.27229533584738913,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
R11_SpeedExtremeLow__TP05_CriticalTTL,04_rural,R11_SpeedExtremeLow,TP05,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.0435,20.3333,1.875776397515528,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP06_OneToMany,04_rural,R11_SpeedExtremeLow,TP06,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.9402,34.7127,8.436082474226804,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP07_BurstWindow,04_rural,R11_SpeedExtremeLow,TP07,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,1.0,26.0,0.0,1441.0,0.1812,,0.27229533584738913,SATURATED_DELIVERY,P2,keep
R11_SpeedExtremeLow__TP08_HubTarget,04_rural,R11_SpeedExtremeLow,TP08,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.7268,341.1589,234.9536082474227,1441.0,0.1812,,0.27229533584738913,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
R11_SpeedExtremeLow__TP09_Bimodal,04_rural,R11_SpeedExtremeLow,TP09,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.7678,371.1196,271.86481802426346,1441.0,0.1812,,0.27229533584738913,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
R11_SpeedExtremeLow__TP10_Storm,04_rural,R11_SpeedExtremeLow,TP10,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.5996,43.305,26.420436055971365,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP11_ManyToOne,04_rural,R11_SpeedExtremeLow,TP11,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.9464,41.4717,15.489690721649485,1441.0,0.1812,,0.27229533584738913,,,keep
R11_SpeedExtremeLow__TP12_GroupToGroup,04_rural,R11_SpeedExtremeLow,TP12,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,28,0.9407,26.0283,0.0,1441.0,0.1812,,0.27229533584738913,,,keep
R12_SpeedExtremeHigh__TP01_Baseline,04_rural,R12_SpeedExtremeHigh,TP01,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.9958,38.0,0.0,35026.0,0.1868,,0.0692448504813305,SATURATED_DELIVERY,P2,keep
R12_SpeedExtremeHigh__TP02_LowLoad,04_rural,R12_SpeedExtremeHigh,TP02,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.9896,38.0526,0.0,35019.0,0.1852,,0.0692448504813305,SATURATED_DELIVERY,P2,keep
R12_SpeedExtremeHigh__TP03_ManySmall,04_rural,R12_SpeedExtremeHigh,TP03,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.9951,38.0122,0.0,35058.0,0.1864,,0.0692448504813305,SATURATED_DELIVERY,P2,keep
R12_SpeedExtremeHigh__TP04_FewLarge,04_rural,R12_SpeedExtremeHigh,TP04,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.8156,312.8288,245.11731843575416,35374.0,0.18760000000000002,,0.0692448504813305,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
R12_SpeedExtremeHigh__TP05_CriticalTTL,04_rural,R12_SpeedExtremeHigh,TP05,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.8067,34.0078,28.34873949579832,35026.0,0.1868,,0.0692448504813305,,,keep
R12_SpeedExtremeHigh__TP06_OneToMany,04_rural,R12_SpeedExtremeHigh,TP06,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.9887,64.1835,27.66185567010309,35743.0,0.18760000000000002,,0.0692448504813305,SATURATED_DELIVERY,P2,keep
R12_SpeedExtremeHigh__TP07_BurstWindow,04_rural,R12_SpeedExtremeHigh,TP07,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,1.0,38.0111,0.0,34717.0,0.18719999999999998,,0.0692448504813305,SATURATED_DELIVERY,P2,keep
R12_SpeedExtremeHigh__TP08_HubTarget,04_rural,R12_SpeedExtremeHigh,TP08,NuuksioSparseTrails,G1:ShortestPathMapBasedMovement,40,0.9691,275.9372,248.10927835051547,35743.0,0.18760000000000002,,0.0692448504813305,SATURATED_DELIVERY|EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
