,world_area,aspect_ratio,N,density,speed_mean,pause_ratio,wait_mean,mm_WDM,mm_RWP,mm_MapRoute,mm_Cluster,mm_Bus,mm_ShortestPath,mm_External,mm_Linear,transmitRange,contact_rate_proxy,event_interval_mean,event_size_mean,msgTtl,pattern_uniform,pattern_burst,pattern_hub_target,nrof_event_generators,bufferSize,transmitSpeed,workDayLength,timeDiffSTD,probGoShoppingAfterWork,nrOfMeetingSpots,nrOfOffices,officeSize,nrOfShops,ownCarProb,shopSize,officeWaitTime_mean,shoppingWaitTime_mean,eveningGroupSize_mean,eveningWaitTime_mean,afterShoppingStopTime_mean,clusterRange_mean,event2_interval_mean,event2_size_mean,Scenario.endTime,nrofHostGroups,has_active_times
U1_CBD_Commuting_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,90.0,100000.0,7200.0,1,0,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,450.0,55000.0,21600.0,1,0,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,20.0,5500.0,7200.0,1,0,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,240.0,1250000.0,14400.0,1,0,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,90.0,55000.0,5.0,1,0,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,45.0,55000.0,7200.0,0,0,1,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,10.0,100000.0,7200.0,0,1,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,45.0,100000.0,7200.0,0,0,1,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,90.0,30000.0,7200.0,1,0,0,2,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,7.5,300000.0,60.0,1,0,0,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,45.0,55000.0,7200.0,0,0,1,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U1_CBD_Commuting_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,10.0,0.017897369697530554,90.0,100000.0,7200.0,0,0,1,1,52000000.0,2400000.0,28800.0,1200.0,0.3,10.0,12.0,60.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,90.0,100000.0,7200.0,1,0,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,450.0,55000.0,21600.0,1,0,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,20.0,5500.0,7200.0,1,0,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,240.0,1250000.0,14400.0,1,0,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,90.0,55000.0,5.0,1,0,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,10.0,100000.0,7200.0,0,1,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,45.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,90.0,30000.0,7200.0,1,0,0,2,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,7.5,300000.0,60.0,1,0,0,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U2_SparseSuburb_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,36,9.358101802630355,8.5,0.25,20.0,1,0,0,0,1,0,0,0,12.0,0.011454316606419553,90.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,28800.0,1800.0,0.3,6.0,4.0,50.0,8.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,90.0,100000.0,7200.0,1,0,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,450.0,55000.0,21600.0,1,0,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,20.0,5500.0,7200.0,1,0,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,240.0,1250000.0,14400.0,1,0,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,90.0,55000.0,5.0,1,0,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,45.0,55000.0,7200.0,0,0,1,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,10.0,100000.0,7200.0,0,1,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,45.0,100000.0,7200.0,0,0,1,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,90.0,30000.0,7200.0,1,0,0,2,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,7.5,300000.0,60.0,1,0,0,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,45.0,55000.0,7200.0,0,0,1,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U3_MicroMobility_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,151,39.25203811658844,8.5,0.25,20.0,1,0,0,0,1,0,0,0,9.0,0.02702502824327114,90.0,100000.0,7200.0,0,0,1,1,2000000.0,1850000.0,28800.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,90.0,100000.0,7200.0,1,0,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,450.0,55000.0,21600.0,1,0,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,20.0,5500.0,7200.0,1,0,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,240.0,1250000.0,14400.0,1,0,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,90.0,55000.0,15.0,1,0,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,45.0,55000.0,7200.0,0,0,1,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,10.0,100000.0,7200.0,0,1,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,45.0,100000.0,7200.0,0,0,1,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,90.0,30000.0,7200.0,1,0,0,2,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,7.5,300000.0,60.0,1,0,0,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,45.0,55000.0,7200.0,0,0,1,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U4_CongestionHotspot_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,5.0,0.0044743424243826385,90.0,100000.0,7200.0,0,0,1,1,44000000.0,2600000.0,27900.0,1800.0,0.3,10.0,14.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,90.0,100000.0,7200.0,1,0,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,450.0,55000.0,21600.0,1,0,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,20.0,5500.0,7200.0,1,0,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,240.0,1250000.0,14400.0,1,0,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,90.0,55000.0,5.0,1,0,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,45.0,55000.0,7200.0,0,0,1,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP07_BurstWindow,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,10.0,100000.0,7200.0,0,1,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP08_HubTarget,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,45.0,100000.0,7200.0,0,0,1,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP09_Bimodal,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,90.0,30000.0,7200.0,1,0,0,2,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,450.0,3000000.0,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP10_Storm,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,7.5,300000.0,60.0,1,0,0,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP11_ManyToOne,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,45.0,55000.0,7200.0,0,0,1,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U5_WorkdayShort_HelsinkiDowntown__TP12_GroupToGroup,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,7.0,0.008769711151789972,90.0,100000.0,7200.0,0,0,1,1,48000000.0,1900000.0,14400.0,1800.0,0.3,10.0,10.0,40.0,15.0,0.0,25.0,600.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP01_Baseline,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,90.0,100000.0,7200.0,1,0,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP02_LowLoad,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,450.0,55000.0,21600.0,1,0,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP03_ManySmall,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,20.0,5500.0,7200.0,1,0,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP04_FewLarge,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,240.0,1250000.0,14400.0,1,0,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP05_CriticalTTL,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,90.0,55000.0,15.0,1,0,0,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP06_OneToMany,3846934.0,0.8781653129479217,81,21.0557290559183,8.5,0.25,20.0,1,0,0,0,1,0,0,0,6.0,0.006443053091111,45.0,55000.0,7200.0,0,0,1,1,62000000.0,1700000.0,27000.0,2400.0,0.2,8.0,6.0,40.0,15.0,0.0,25.0,1500.0,330.0,3.0,1050.0,330.0,,,,43200.0,2,0
