,world_area,aspect_ratio,N,density,speed_mean,pause_ratio,wait_mean,mm_WDM,mm_RWP,mm_MapRoute,mm_Cluster,mm_Bus,mm_ShortestPath,mm_External,mm_Linear,transmitRange,contact_rate_proxy,event_interval_mean,event_size_mean,msgTtl,pattern_uniform,pattern_burst,pattern_hub_target,nrof_event_generators,bufferSize,transmitSpeed,workDayLength,timeDiffSTD,probGoShoppingAfterWork,nrOfMeetingSpots,nrOfOffices,officeSize,nrOfShops,ownCarProb,shopSize,officeWaitTime_mean,shoppingWaitTime_mean,eveningGroupSize_mean,eveningWaitTime_mean,afterShoppingStopTime_mean,clusterRange_mean,event2_interval_mean,event2_size_mean,Scenario.endTime,nrofHostGroups,has_active_times
S1_StrongCommunities_SeparateClusters__TP05_CriticalTTL,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,90.0,55000.0,5.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP06_OneToMany,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP07_BurstWindow,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,10.0,100000.0,7200.0,0,1,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP08_HubTarget,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,45.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP09_Bimodal,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,90.0,30000.0,7200.0,1,0,0,2,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,450.0,3000000.0,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP10_Storm,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,7.5,300000.0,60.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP11_ManyToOne,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S1_StrongCommunities_SeparateClusters__TP12_GroupToGroup,2229282.0,0.9535644211903205,110,49.34324145621774,0.7,0.75,180.0,0,0,0,1,0,0,0,0,25.0,0.021587668137095256,90.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,44.0,,,43200.0,4,0
S2_WeakCommunities_HighMixing__TP01_Baseline,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,90.0,100000.0,7200.0,1,0,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP02_LowLoad,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,450.0,55000.0,21600.0,1,0,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP03_ManySmall,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,20.0,5500.0,7200.0,1,0,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP04_FewLarge,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,240.0,1250000.0,14400.0,1,0,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP05_CriticalTTL,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,90.0,55000.0,5.0,1,0,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP06_OneToMany,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,45.0,55000.0,7200.0,0,0,1,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP07_BurstWindow,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,10.0,100000.0,7200.0,0,1,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP08_HubTarget,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,45.0,100000.0,7200.0,0,0,1,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP09_Bimodal,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,90.0,30000.0,7200.0,1,0,0,2,25000000.0,2000000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,1,0
S2_WeakCommunities_HighMixing__TP10_Storm,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,7.5,300000.0,60.0,1,0,0,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP11_ManyToOne,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,45.0,55000.0,7200.0,0,0,1,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S2_WeakCommunities_HighMixing__TP12_GroupToGroup,2229282.0,0.9535644211903205,80,35.88599378634017,1.4,0.6470588235294118,110.0,0,0,0,0,0,1,0,0,10.0,0.005024039130087623,90.0,100000.0,7200.0,0,0,1,1,25000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP01_Baseline,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,90.0,100000.0,7200.0,1,0,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP02_LowLoad,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,450.0,55000.0,21600.0,1,0,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP03_ManySmall,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,20.0,5500.0,7200.0,1,0,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP04_FewLarge,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,240.0,1250000.0,14400.0,1,0,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP05_CriticalTTL,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,90.0,55000.0,5.0,1,0,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP06_OneToMany,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,45.0,55000.0,7200.0,0,0,1,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP07_BurstWindow,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,10.0,100000.0,7200.0,0,1,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP08_HubTarget,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,45.0,100000.0,7200.0,0,0,1,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP09_Bimodal,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,90.0,30000.0,7200.0,1,0,0,2,38000000.0,2250000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP10_Storm,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,7.5,300000.0,60.0,1,0,0,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP11_ManyToOne,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,45.0,55000.0,7200.0,0,0,1,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S3_PeriodicMeetings_RegularRhythm__TP12_GroupToGroup,2229282.0,0.9535644211903205,50,22.42874611646261,0.8,0.8181818181818182,270.0,0,0,0,0,0,1,0,0,11.0,0.0021711026240735804,90.0,100000.0,7200.0,0,0,1,1,38000000.0,2250000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP01_Baseline,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,90.0,100000.0,7200.0,1,0,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP02_LowLoad,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,450.0,55000.0,21600.0,1,0,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP03_ManySmall,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,20.0,5500.0,7200.0,1,0,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP04_FewLarge,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,240.0,1250000.0,14400.0,1,0,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP05_CriticalTTL,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,90.0,55000.0,5.0,1,0,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP06_OneToMany,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,45.0,55000.0,7200.0,0,0,1,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP07_BurstWindow,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,10.0,100000.0,7200.0,0,1,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP08_HubTarget,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,45.0,100000.0,7200.0,0,0,1,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP09_Bimodal,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,90.0,30000.0,7200.0,1,0,0,2,18000000.0,2000000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,1,0
S4_RandomMixing_NoHotspots__TP10_Storm,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,7.5,300000.0,60.0,1,0,0,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP11_ManyToOne,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,45.0,55000.0,7200.0,0,0,1,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S4_RandomMixing_NoHotspots__TP12_GroupToGroup,2229282.0,0.9535644211903205,60,26.91449533975513,0.7,0.8378378378378378,310.0,0,0,0,0,0,1,0,0,13.0,0.003183984798693032,90.0,100000.0,7200.0,0,0,1,1,18000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,1,0
S5_TwoLayer_StudentsStaff__TP01_Baseline,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,90.0,100000.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP02_LowLoad,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,450.0,55000.0,21600.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP03_ManySmall,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,20.0,5500.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP04_FewLarge,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,240.0,1250000.0,14400.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP05_CriticalTTL,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,90.0,55000.0,5.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP06_OneToMany,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP07_BurstWindow,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,10.0,100000.0,7200.0,0,1,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP08_HubTarget,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,45.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP09_Bimodal,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,90.0,30000.0,7200.0,1,0,0,2,50000000.0,2000000.0,,,,,,,,,,,,,,,,450.0,3000000.0,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP10_Storm,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,7.5,300000.0,60.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP11_ManyToOne,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S5_TwoLayer_StudentsStaff__TP12_GroupToGroup,2229282.0,0.9535644211903205,75,33.643119174693915,2.3,0.45454545454545453,50.0,0,0,0,0,0,1,0,0,11.0,0.009362880066317317,90.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,,,,43200.0,2,0
S6_FamilyGroups_SmallPersistent__TP01_Baseline,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,90.0,100000.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP02_LowLoad,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,450.0,55000.0,21600.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP03_ManySmall,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,20.0,5500.0,7200.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP04_FewLarge,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,240.0,1250000.0,14400.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP05_CriticalTTL,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,90.0,55000.0,5.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP06_OneToMany,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP07_BurstWindow,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,10.0,100000.0,7200.0,0,1,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP08_HubTarget,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,45.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP09_Bimodal,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,90.0,30000.0,7200.0,1,0,0,2,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,450.0,3000000.0,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP10_Storm,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,7.5,300000.0,60.0,1,0,0,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP11_ManyToOne,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,45.0,55000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
S6_FamilyGroups_SmallPersistent__TP12_GroupToGroup,2229282.0,0.9535644211903205,42,18.840146737828594,0.55,0.9090909090909091,600.0,0,0,0,1,0,0,0,0,10.0,0.0010362080705805727,90.0,100000.0,7200.0,0,0,1,1,50000000.0,2000000.0,,,,,,,,,,,,,,,16.0,,,43200.0,12,0
