map_id,batch_target,source_type,anchor_id,archetype,generator_type,validation_status,n_nodes,n_edges,n_components,largest_component_ratio,total_road_length_m,world_size_x,world_size_y,diameter,avg_path_length,clustering_coefficient,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score
OSM_london_industrial_corridor_offset_w_2500m_500m_0039,100,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_london_industrial_corridor_offset_w_2500m_500m_0149,200,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_london_industrial_corridor_offset_w_2500m_500m_0266,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_london_industrial_corridor_offset_w_2500m_500m_0365,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_london_industrial_corridor_offset_w_2500m_500m_0493,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_london_industrial_corridor_offset_w_2500m_500m_0613,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_london_industrial_corridor_offset_w_2500m_500m_0728,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,6013,6297,1,1.0,154226.27,2580,2569,0,0,0,4.9769,0.4856,1.3856,0.6357,0.0,0.9543
OSM_manhattan_midtown_exact_1000m_0m_0097,100,osm,manhattan_midtown,urban_grid,,PASS,393,429,1,1.0,13887.97,1048,1008,0,0,0,1.5873,0.0151,1.7822,0.6657,0.0,0.8322
OSM_manhattan_midtown_exact_1000m_0m_0237,400,osm,manhattan_midtown,urban_grid,,PASS,393,429,1,1.0,13887.97,1048,1008,0,0,0,1.5873,0.0151,1.7822,0.6657,0.0,0.8322
OSM_manhattan_midtown_exact_1000m_0m_0369,400,osm,manhattan_midtown,urban_grid,,PASS,393,429,1,1.0,13887.97,1048,1008,0,0,0,1.5873,0.0151,1.7822,0.6657,0.0,0.8322
OSM_manhattan_midtown_exact_1000m_0m_0517,600,osm,manhattan_midtown,urban_grid,,PASS,393,429,1,1.0,13887.97,1048,1008,0,0,0,1.5873,0.0151,1.7822,0.6657,0.0,0.8322
OSM_manhattan_midtown_exact_1000m_0m_0677,800,osm,manhattan_midtown,urban_grid,,PASS,393,429,1,1.0,13887.97,1048,1008,0,0,0,1.5873,0.0151,1.7822,0.6657,0.0,0.8322
OSM_manhattan_midtown_exact_1500m_0m_0013,100,osm,manhattan_midtown,urban_grid,,PASS,1161,1279,1,1.0,36558.07,1545,1542,0,0,0,2.0575,0.0453,1.1799,0.6636,0.0,0.8726
OSM_manhattan_midtown_exact_1500m_0m_0150,200,osm,manhattan_midtown,urban_grid,,PASS,1161,1279,1,1.0,36558.07,1545,1542,0,0,0,2.0575,0.0453,1.1799,0.6636,0.0,0.8726
OSM_manhattan_midtown_exact_1500m_0m_0298,400,osm,manhattan_midtown,urban_grid,,PASS,1161,1279,1,1.0,36558.07,1545,1542,0,0,0,2.0575,0.0453,1.1799,0.6636,0.0,0.8726
OSM_manhattan_midtown_exact_1500m_0m_0438,600,osm,manhattan_midtown,urban_grid,,PASS,1161,1279,1,1.0,36558.07,1545,1542,0,0,0,2.0575,0.0453,1.1799,0.6636,0.0,0.8726
OSM_manhattan_midtown_exact_1500m_0m_0588,600,osm,manhattan_midtown,urban_grid,,PASS,1161,1279,1,1.0,36558.07,1545,1542,0,0,0,2.0575,0.0453,1.1799,0.6636,0.0,0.8726
OSM_manhattan_midtown_exact_1500m_0m_0729,800,osm,manhattan_midtown,urban_grid,,PASS,1161,1279,1,1.0,36558.07,1545,1542,0,0,0,2.0575,0.0453,1.1799,0.6636,0.0,0.8726
OSM_manhattan_midtown_exact_2500m_0m_0073,100,osm,manhattan_midtown,urban_grid,,PASS,3272,3633,1,1.0,107800.86,2548,2532,0,0,0,2.1557,0.0408,1.2087,0.6193,0.0,0.8965
OSM_manhattan_midtown_exact_2500m_0m_0207,400,osm,manhattan_midtown,urban_grid,,PASS,3272,3633,1,1.0,107800.86,2548,2532,0,0,0,2.1557,0.0408,1.2087,0.6193,0.0,0.8965
OSM_manhattan_midtown_exact_2500m_0m_0342,400,osm,manhattan_midtown,urban_grid,,PASS,3272,3633,1,1.0,107800.86,2548,2532,0,0,0,2.1557,0.0408,1.2087,0.6193,0.0,0.8965
OSM_manhattan_midtown_exact_2500m_0m_0494,600,osm,manhattan_midtown,urban_grid,,PASS,3272,3633,1,1.0,107800.86,2548,2532,0,0,0,2.1557,0.0408,1.2087,0.6193,0.0,0.8965
OSM_manhattan_midtown_exact_2500m_0m_0646,800,osm,manhattan_midtown,urban_grid,,PASS,3272,3633,1,1.0,107800.86,2548,2532,0,0,0,2.1557,0.0408,1.2087,0.6193,0.0,0.8965
OSM_manhattan_midtown_exact_2500m_0m_0785,800,osm,manhattan_midtown,urban_grid,,PASS,3272,3633,1,1.0,107800.86,2548,2532,0,0,0,2.1557,0.0408,1.2087,0.6193,0.0,0.8965
OSM_manhattan_midtown_exact_5000m_0m_0124,200,osm,manhattan_midtown,urban_grid,,PASS,11558,12720,1,1.0,374960.24,5056,5055,0,0,0,3.3162,0.1668,1.4129,0.5798,0.0,0.9359
OSM_manhattan_midtown_exact_5000m_0m_0268,400,osm,manhattan_midtown,urban_grid,,PASS,11558,12720,1,1.0,374960.24,5056,5055,0,0,0,3.3162,0.1668,1.4129,0.5798,0.0,0.9359
OSM_manhattan_midtown_exact_5000m_0m_0412,600,osm,manhattan_midtown,urban_grid,,PASS,11558,12720,1,1.0,374960.24,5056,5055,0,0,0,3.3162,0.1668,1.4129,0.5798,0.0,0.9359
OSM_manhattan_midtown_exact_5000m_0m_0557,600,osm,manhattan_midtown,urban_grid,,PASS,11558,12720,1,1.0,374960.24,5056,5055,0,0,0,3.3162,0.1668,1.4129,0.5798,0.0,0.9359
OSM_manhattan_midtown_exact_5000m_0m_0705,800,osm,manhattan_midtown,urban_grid,,PASS,11558,12720,1,1.0,374960.24,5056,5055,0,0,0,3.3162,0.1668,1.4129,0.5798,0.0,0.9359
OSM_mit_campus_reality_offset_n_1500m_1000m_0074,100,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1000m_0181,200,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1000m_0299,400,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1000m_0413,600,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1000m_0518,600,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1000m_0647,800,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1000m_0761,800,osm,mit_campus_reality,campus_compact,,PASS,6819,8508,1,1.0,237485.32,1577,1570,0,0,0,4.7315,0.413,1.1753,0.6494,0.0,0.9155
OSM_mit_campus_reality_offset_n_1500m_1500m_0100,200,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_1500m_0209,400,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_1500m_0321,400,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_1500m_0439,600,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_1500m_0558,600,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_1500m_0679,800,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_1500m_0787,800,osm,mit_campus_reality,campus_compact,,PASS,6679,8227,1,1.0,233251.54,1581,1581,0,0,0,4.8572,0.4099,1.4297,0.6261,0.0,0.9207
OSM_mit_campus_reality_offset_n_1500m_200m_0017,100,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_200m_0126,200,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_200m_0238,400,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_200m_0343,400,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_200m_0471,600,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_200m_0589,600,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_200m_0707,800,osm,mit_campus_reality,campus_compact,,PASS,6303,7583,1,1.0,193508.97,1578,1545,0,0,0,4.8861,0.3078,1.6091,0.602,0.0,0.9173
OSM_mit_campus_reality_offset_n_1500m_500m_0044,100,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_mit_campus_reality_offset_n_1500m_500m_0151,200,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_mit_campus_reality_offset_n_1500m_500m_0270,400,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_mit_campus_reality_offset_n_1500m_500m_0370,400,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_mit_campus_reality_offset_n_1500m_500m_0495,600,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_mit_campus_reality_offset_n_1500m_500m_0615,800,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_mit_campus_reality_offset_n_1500m_500m_0730,800,osm,mit_campus_reality,campus_compact,,PASS,7011,8596,1,1.0,228194.48,1574,1544,0,0,0,4.9154,0.3426,1.2712,0.6118,0.0,0.9179
OSM_nuuksio_sparse_trails_offset_e_2500m_1000m_0184,200,osm,nuuksio_sparse_trails,sparse_trails,,PASS,887,900,1,1.0,39365.81,2403,2620,0,0,0,5.137,0.3211,1.5912,0.6358,0.0,0.9422
OSM_nuuksio_sparse_trails_offset_e_2500m_1000m_0415,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,887,900,1,1.0,39365.81,2403,2620,0,0,0,5.137,0.3211,1.5912,0.6358,0.0,0.9422
OSM_nuuksio_sparse_trails_offset_e_2500m_1000m_0648,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,887,900,1,1.0,39365.81,2403,2620,0,0,0,5.137,0.3211,1.5912,0.6358,0.0,0.9422
OSM_nuuksio_sparse_trails_offset_e_2500m_1500m_0131,200,osm,nuuksio_sparse_trails,sparse_trails,,PASS,1059,1082,1,1.0,44883.94,2494,2647,0,0,0,5.1331,0.3447,2.5907,0.648,0.0,0.9445
OSM_nuuksio_sparse_trails_offset_e_2500m_1500m_0345,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,1059,1082,1,1.0,44883.94,2494,2647,0,0,0,5.1331,0.3447,2.5907,0.648,0.0,0.9445
OSM_nuuksio_sparse_trails_offset_e_2500m_1500m_0590,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,1059,1082,1,1.0,44883.94,2494,2647,0,0,0,5.1331,0.3447,2.5907,0.648,0.0,0.9445
OSM_nuuksio_sparse_trails_offset_e_2500m_200m_0076,100,osm,nuuksio_sparse_trails,sparse_trails,,PASS,698,717,1,1.0,34604.76,2493,2496,0,0,0,5.0998,0.3208,1.4836,0.5433,0.0,0.9372
OSM_nuuksio_sparse_trails_offset_e_2500m_200m_0300,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,698,717,1,1.0,34604.76,2493,2496,0,0,0,5.0998,0.3208,1.4836,0.5433,0.0,0.9372
OSM_nuuksio_sparse_trails_offset_e_2500m_200m_0520,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,698,717,1,1.0,34604.76,2493,2496,0,0,0,5.0998,0.3208,1.4836,0.5433,0.0,0.9372
OSM_nuuksio_sparse_trails_offset_e_2500m_200m_0762,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,698,717,1,1.0,34604.76,2493,2496,0,0,0,5.0998,0.3208,1.4836,0.5433,0.0,0.9372
OSM_nuuksio_sparse_trails_offset_e_2500m_500m_0018,100,osm,nuuksio_sparse_trails,sparse_trails,,PASS,675,686,1,1.0,30951.72,2374,2292,0,0,0,5.1197,0.3294,1.8177,0.5522,0.0,0.9402
OSM_nuuksio_sparse_trails_offset_e_2500m_500m_0239,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,675,686,1,1.0,30951.72,2374,2292,0,0,0,5.1197,0.3294,1.8177,0.5522,0.0,0.9402
OSM_nuuksio_sparse_trails_offset_e_2500m_500m_0472,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,675,686,1,1.0,30951.72,2374,2292,0,0,0,5.1197,0.3294,1.8177,0.5522,0.0,0.9402
OSM_nuuksio_sparse_trails_offset_e_2500m_500m_0708,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,675,686,1,1.0,30951.72,2374,2292,0,0,0,5.1197,0.3294,1.8177,0.5522,0.0,0.9402
OSM_nuuksio_sparse_trails_offset_e_5000m_1000m_0045,100,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5670,5850,1,1.0,229268.88,5118,5078,0,0,0,5.1461,0.3282,1.323,0.6348,0.0,0.9694
OSM_nuuksio_sparse_trails_offset_e_5000m_1000m_0273,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5670,5850,1,1.0,229268.88,5118,5078,0,0,0,5.1461,0.3282,1.323,0.6348,0.0,0.9694
OSM_nuuksio_sparse_trails_offset_e_5000m_1000m_0496,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5670,5850,1,1.0,229268.88,5118,5078,0,0,0,5.1461,0.3282,1.323,0.6348,0.0,0.9694
OSM_nuuksio_sparse_trails_offset_e_5000m_1000m_0731,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5670,5850,1,1.0,229268.88,5118,5078,0,0,0,5.1461,0.3282,1.323,0.6348,0.0,0.9694
OSM_nuuksio_sparse_trails_offset_e_5000m_1500m_0212,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,6218,6428,1,1.0,248266.97,5159,5078,0,0,0,5.1364,0.3321,1.5585,0.649,0.0,0.9683
OSM_nuuksio_sparse_trails_offset_e_5000m_1500m_0441,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,6218,6428,1,1.0,248266.97,5159,5078,0,0,0,5.1364,0.3321,1.5585,0.649,0.0,0.9683
OSM_nuuksio_sparse_trails_offset_e_5000m_1500m_0680,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,6218,6428,1,1.0,248266.97,5159,5078,0,0,0,5.1364,0.3321,1.5585,0.649,0.0,0.9683
OSM_nuuksio_sparse_trails_offset_e_5000m_200m_0152,200,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5181,5324,1,1.0,212974.21,5031,5133,0,0,0,5.1412,0.3214,1.3089,0.6364,0.0,0.9673
OSM_nuuksio_sparse_trails_offset_e_5000m_200m_0373,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5181,5324,1,1.0,212974.21,5031,5133,0,0,0,5.1412,0.3214,1.3089,0.6364,0.0,0.9673
OSM_nuuksio_sparse_trails_offset_e_5000m_200m_0616,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5181,5324,1,1.0,212974.21,5031,5133,0,0,0,5.1412,0.3214,1.3089,0.6364,0.0,0.9673
OSM_nuuksio_sparse_trails_offset_e_5000m_500m_0104,200,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5183,5335,1,1.0,210881.97,5137,5065,0,0,0,5.1456,0.3254,1.1327,0.6388,0.0,0.9679
OSM_nuuksio_sparse_trails_offset_e_5000m_500m_0322,400,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5183,5335,1,1.0,210881.97,5137,5065,0,0,0,5.1456,0.3254,1.1327,0.6388,0.0,0.9679
OSM_nuuksio_sparse_trails_offset_e_5000m_500m_0560,600,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5183,5335,1,1.0,210881.97,5137,5065,0,0,0,5.1456,0.3254,1.1327,0.6388,0.0,0.9679
OSM_nuuksio_sparse_trails_offset_e_5000m_500m_0791,800,osm,nuuksio_sparse_trails,sparse_trails,,PASS,5183,5335,1,1.0,210881.97,5137,5065,0,0,0,5.1456,0.3254,1.1327,0.6388,0.0,0.9679
OSM_sf_cabspotting_downtown_offset_s_1000m_1000m_0374,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,657,711,1,1.0,21463.02,1043,1040,0,0,0,2.8205,0.0575,1.246,0.6364,0.0,0.8706
OSM_sf_cabspotting_downtown_offset_s_1000m_1500m_0275,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1025,1085,1,1.0,26994.1,1043,1047,0,0,0,4.5847,0.3726,1.2748,0.617,0.0,0.9088
OSM_sf_cabspotting_downtown_offset_s_1000m_1500m_0732,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1025,1085,1,1.0,26994.1,1043,1047,0,0,0,4.5847,0.3726,1.2748,0.617,0.0,0.9088
OSM_sf_cabspotting_downtown_offset_s_1000m_200m_0153,200,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,517,556,1,1.0,17033.11,1029,1044,0,0,0,3.0576,0.4858,1.2658,0.5992,0.0,0.8525
OSM_sf_cabspotting_downtown_offset_s_1000m_200m_0617,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,517,556,1,1.0,17033.11,1029,1044,0,0,0,3.0576,0.4858,1.2658,0.5992,0.0,0.8525
OSM_sf_cabspotting_downtown_offset_s_1000m_500m_0046,100,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,539,581,1,1.0,19119.65,1029,1012,0,0,0,2.8457,0.2296,1.2088,0.6316,0.0,0.8554
OSM_sf_cabspotting_downtown_offset_s_1000m_500m_0497,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,539,581,1,1.0,19119.65,1029,1012,0,0,0,2.8457,0.2296,1.2088,0.6316,0.0,0.8554
OSM_sf_cabspotting_downtown_offset_s_1500m_1000m_0240,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1778,1921,1,1.0,54882.57,1584,1594,0,0,0,3.9523,0.1942,1.3928,0.6421,0.0,0.9063
OSM_sf_cabspotting_downtown_offset_s_1500m_1000m_0709,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1778,1921,1,1.0,54882.57,1584,1594,0,0,0,3.9523,0.1942,1.3928,0.6421,0.0,0.9063
OSM_sf_cabspotting_downtown_offset_s_1500m_1500m_0133,200,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,2069,2220,1,1.0,62795.81,1584,1526,0,0,0,4.4191,0.4385,1.4027,0.6046,0.0,0.9189
OSM_sf_cabspotting_downtown_offset_s_1500m_1500m_0591,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,2069,2220,1,1.0,62795.81,1584,1526,0,0,0,4.4191,0.4385,1.4027,0.6046,0.0,0.9189
OSM_sf_cabspotting_downtown_offset_s_1500m_200m_0020,100,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1299,1411,1,1.0,41954.93,1547,1536,0,0,0,3.0901,0.4961,1.2782,0.6145,0.0,0.8831
OSM_sf_cabspotting_downtown_offset_s_1500m_200m_0473,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1299,1411,1,1.0,41954.93,1547,1536,0,0,0,3.0901,0.4961,1.2782,0.6145,0.0,0.8831
OSM_sf_cabspotting_downtown_offset_s_1500m_500m_0351,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,1266,1378,1,1.0,43104.77,1534,1536,0,0,0,3.0939,0.3112,1.0821,0.6202,0.0,0.881
OSM_sf_cabspotting_downtown_offset_s_2500m_1000m_0105,200,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4983,5447,1,1.0,164167.27,2565,2553,0,0,0,4.163,0.4909,1.086,0.6289,0.0,0.9256
OSM_sf_cabspotting_downtown_offset_s_2500m_1000m_0561,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4983,5447,1,1.0,164167.27,2565,2553,0,0,0,4.163,0.4909,1.086,0.6289,0.0,0.9256
OSM_sf_cabspotting_downtown_offset_s_2500m_1500m_0443,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4962,5423,1,1.0,179778.06,2565,2546,0,0,0,4.1003,0.5547,1.1621,0.5907,0.0,0.9266
OSM_sf_cabspotting_downtown_offset_s_2500m_200m_0323,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4366,4844,1,1.0,145362.27,2557,2541,0,0,0,3.1883,0.5556,1.2713,0.6472,0.0,0.9123
OSM_sf_cabspotting_downtown_offset_s_2500m_200m_0792,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4366,4844,1,1.0,145362.27,2557,2541,0,0,0,3.1883,0.5556,1.2713,0.6472,0.0,0.9123
OSM_sf_cabspotting_downtown_offset_s_2500m_500m_0213,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4825,5313,1,1.0,151297.5,2560,2590,0,0,0,3.8536,0.4596,1.2332,0.6423,0.0,0.9223
OSM_sf_cabspotting_downtown_offset_s_2500m_500m_0681,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,4825,5313,1,1.0,151297.5,2560,2590,0,0,0,3.8536,0.4596,1.2332,0.6423,0.0,0.9223
OSM_sf_cabspotting_downtown_offset_s_500m_1000m_0077,100,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,112,118,1,1.0,3968.94,520,533,0,0,0,1.7518,0.0,1.4112,0.6216,0.0,0.7797
OSM_sf_cabspotting_downtown_offset_s_500m_1000m_0525,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,112,118,1,1.0,3968.94,520,533,0,0,0,1.7518,0.0,1.4112,0.6216,0.0,0.7797
OSM_sf_cabspotting_downtown_offset_s_500m_1500m_0416,600,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,108,113,1,1.0,3238.82,524,543,0,0,0,2.8829,0.1022,2.1073,0.6171,0.0,0.8053
OSM_sf_cabspotting_downtown_offset_s_500m_200m_0301,400,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,145,153,1,1.0,4262.75,548,540,0,0,0,3.05,0.565,1.095,0.6324,0.0,0.8039
OSM_sf_cabspotting_downtown_offset_s_500m_200m_0763,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,145,153,1,1.0,4262.75,548,540,0,0,0,3.05,0.565,1.095,0.6324,0.0,0.8039
OSM_sf_cabspotting_downtown_offset_s_500m_500m_0187,200,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,140,147,1,1.0,4816.79,528,531,0,0,0,2.4761,0.0762,1.2656,0.6922,0.0,0.7959
OSM_sf_cabspotting_downtown_offset_s_500m_500m_0649,800,osm,sf_cabspotting_downtown,dense_urban_irregular,,PASS,140,147,1,1.0,4816.79,528,531,0,0,0,2.4761,0.0762,1.2656,0.6922,0.0,0.7959
OSM_sf_mission_corridor_offset_w_5000m_1000m_0078,100,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
OSM_sf_mission_corridor_offset_w_5000m_1000m_0188,200,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
OSM_sf_mission_corridor_offset_w_5000m_1000m_0303,400,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
OSM_sf_mission_corridor_offset_w_5000m_1000m_0419,600,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
OSM_sf_mission_corridor_offset_w_5000m_1000m_0527,600,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
OSM_sf_mission_corridor_offset_w_5000m_1000m_0651,800,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
OSM_sf_mission_corridor_offset_w_5000m_1000m_0768,800,osm,sf_mission_corridor,corridor_linear,,PASS,18604,20222,1,1.0,751861.38,5040,5046,0,0,0,4.4998,0.6273,1.2651,0.6699,0.0,0.9512
