map_id,batch_target,source_type,anchor_id,archetype,generator_type,validation_status,n_nodes,n_edges,n_components,largest_component_ratio,total_road_length_m,world_size_x,world_size_y,diameter,avg_path_length,clustering_coefficient,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score
OSM_helsinki_downtown_exact_1500m_0m_0197,200,osm,helsinki_downtown,dense_urban_irregular,,PASS,2494,2615,1,1.0,44930.92,1554,1547,0,0,0,4.4173,0.4657,1.4034,0.5754,0.0,0.9296
OSM_helsinki_downtown_exact_1500m_0m_0311,400,osm,helsinki_downtown,dense_urban_irregular,,PASS,2494,2615,1,1.0,44930.92,1554,1547,0,0,0,4.4173,0.4657,1.4034,0.5754,0.0,0.9296
OSM_helsinki_downtown_exact_1500m_0m_0430,600,osm,helsinki_downtown,dense_urban_irregular,,PASS,2494,2615,1,1.0,44930.92,1554,1547,0,0,0,4.4173,0.4657,1.4034,0.5754,0.0,0.9296
OSM_helsinki_downtown_exact_1500m_0m_0550,600,osm,helsinki_downtown,dense_urban_irregular,,PASS,2494,2615,1,1.0,44930.92,1554,1547,0,0,0,4.4173,0.4657,1.4034,0.5754,0.0,0.9296
OSM_helsinki_downtown_exact_1500m_0m_0667,800,osm,helsinki_downtown,dense_urban_irregular,,PASS,2494,2615,1,1.0,44930.92,1554,1547,0,0,0,4.4173,0.4657,1.4034,0.5754,0.0,0.9296
OSM_helsinki_downtown_exact_1500m_0m_0779,800,osm,helsinki_downtown,dense_urban_irregular,,PASS,2494,2615,1,1.0,44930.92,1554,1547,0,0,0,4.4173,0.4657,1.4034,0.5754,0.0,0.9296
OSM_helsinki_downtown_exact_2500m_0m_0060,100,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_2500m_0m_0169,200,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_2500m_0m_0286,400,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_2500m_0m_0396,400,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_2500m_0m_0511,600,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_2500m_0m_0637,800,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_2500m_0m_0750,800,osm,helsinki_downtown,dense_urban_irregular,,PASS,6374,6723,1,1.0,122250.16,2548,2560,0,0,0,4.5379,0.4885,1.2952,0.6138,0.0,0.9398
OSM_helsinki_downtown_exact_500m_0m_0033,100,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_helsinki_downtown_exact_500m_0m_0143,200,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_helsinki_downtown_exact_500m_0m_0254,400,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_helsinki_downtown_exact_500m_0m_0360,400,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_helsinki_downtown_exact_500m_0m_0487,600,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_helsinki_downtown_exact_500m_0m_0608,800,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_helsinki_downtown_exact_500m_0m_0718,800,osm,helsinki_downtown,dense_urban_irregular,,PASS,282,301,1,1.0,3671.98,540,437,0,0,0,4.0641,0.5,4.6564,0.5279,0.0,0.8638
OSM_kallio_community_offset_n_1000m_1000m_0287,400,osm,kallio_community,compact_residential,,PASS,4112,4939,1,1.0,114662.35,1067,1080,0,0,0,4.5098,0.2643,1.0495,0.6729,0.0,0.9152
OSM_kallio_community_offset_n_1000m_1500m_0145,200,osm,kallio_community,compact_residential,,PASS,4323,5102,1,1.0,113545.55,1066,1065,0,0,0,4.6507,0.4179,1.5968,0.6569,0.0,0.9241
OSM_kallio_community_offset_n_1000m_1500m_0719,800,osm,kallio_community,compact_residential,,PASS,4323,5102,1,1.0,113545.55,1066,1065,0,0,0,4.6507,0.4179,1.5968,0.6569,0.0,0.9241
OSM_kallio_community_offset_n_1000m_200m_0007,100,osm,kallio_community,compact_residential,,PASS,4933,5890,1,1.0,116378.12,1067,1063,0,0,0,4.4162,0.4112,1.0914,0.6166,0.0,0.9233
OSM_kallio_community_offset_n_1000m_200m_0580,600,osm,kallio_community,compact_residential,,PASS,4933,5890,1,1.0,116378.12,1067,1063,0,0,0,4.4162,0.4112,1.0914,0.6166,0.0,0.9233
OSM_kallio_community_offset_n_1000m_500m_0431,600,osm,kallio_community,compact_residential,,PASS,4717,5648,1,1.0,117899.49,1075,1074,0,0,0,4.5439,0.4484,1.0405,0.6222,0.0,0.9186
OSM_kallio_community_offset_n_1500m_1000m_0488,600,osm,kallio_community,compact_residential,,PASS,10082,12131,1,1.0,269738.94,1588,1587,0,0,0,4.8084,0.3976,1.5022,0.6523,0.0,0.9341
OSM_kallio_community_offset_n_1500m_1500m_0337,400,osm,kallio_community,compact_residential,,PASS,9573,11470,1,1.0,262475.83,1578,1562,0,0,0,4.7365,0.4007,1.1476,0.6376,0.0,0.9346
OSM_kallio_community_offset_n_1500m_200m_0198,200,osm,kallio_community,compact_residential,,PASS,10143,12091,1,1.0,248807.74,1573,1585,0,0,0,4.7706,0.3637,1.3196,0.6041,0.0,0.9357
OSM_kallio_community_offset_n_1500m_200m_0780,800,osm,kallio_community,compact_residential,,PASS,10143,12091,1,1.0,248807.74,1573,1585,0,0,0,4.7706,0.3637,1.3196,0.6041,0.0,0.9357
OSM_kallio_community_offset_n_1500m_500m_0065,100,osm,kallio_community,compact_residential,,PASS,10268,12297,1,1.0,262480.59,1584,1585,0,0,0,4.7145,0.3207,1.275,0.6147,0.0,0.9355
OSM_kallio_community_offset_n_1500m_500m_0638,800,osm,kallio_community,compact_residential,,PASS,10268,12297,1,1.0,262480.59,1584,1585,0,0,0,4.7145,0.3207,1.275,0.6147,0.0,0.9355
OSM_kallio_community_offset_n_2500m_1000m_0118,200,osm,kallio_community,compact_residential,,PASS,28154,33312,1,1.0,718821.89,2618,2607,0,0,0,4.9972,0.4046,1.2198,0.6472,0.0,0.9555
OSM_kallio_community_offset_n_2500m_1000m_0698,800,osm,kallio_community,compact_residential,,PASS,28154,33312,1,1.0,718821.89,2618,2607,0,0,0,4.9972,0.4046,1.2198,0.6472,0.0,0.9555
OSM_kallio_community_offset_n_2500m_1500m_0551,600,osm,kallio_community,compact_residential,,PASS,25830,30341,1,1.0,678813.65,2603,2601,0,0,0,5.0183,0.4133,1.2233,0.6266,0.0,0.9551
OSM_kallio_community_offset_n_2500m_200m_0398,400,osm,kallio_community,compact_residential,,PASS,25400,30104,1,1.0,642318.83,2621,2609,0,0,0,5.01,0.3867,1.2358,0.5859,0.0,0.9549
OSM_kallio_community_offset_n_2500m_500m_0256,400,osm,kallio_community,compact_residential,,PASS,26762,31854,1,1.0,684629.76,2624,2574,0,0,0,4.9879,0.4016,1.161,0.6172,0.0,0.9536
OSM_kallio_community_offset_n_5000m_1000m_0313,400,osm,kallio_community,compact_residential,,PASS,81691,96333,1,1.0,2250045.76,5195,5193,0,0,0,5.1117,0.3998,1.2846,0.5956,0.0,0.9691
OSM_kallio_community_offset_n_5000m_1500m_0170,200,osm,kallio_community,compact_residential,,PASS,78695,92497,1,1.0,2214561.25,5162,5183,0,0,0,5.1308,0.3747,1.2247,0.5851,0.0,0.9686
OSM_kallio_community_offset_n_5000m_1500m_0753,800,osm,kallio_community,compact_residential,,PASS,78695,92497,1,1.0,2214561.25,5162,5183,0,0,0,5.1308,0.3747,1.2247,0.5851,0.0,0.9686
OSM_kallio_community_offset_n_5000m_200m_0034,100,osm,kallio_community,compact_residential,,PASS,89016,104840,1,1.0,2312536.53,5121,5225,0,0,0,5.0643,0.4096,1.4679,0.6245,0.0,0.97
OSM_kallio_community_offset_n_5000m_200m_0610,800,osm,kallio_community,compact_residential,,PASS,89016,104840,1,1.0,2312536.53,5121,5225,0,0,0,5.0643,0.4096,1.4679,0.6245,0.0,0.97
OSM_kallio_community_offset_n_5000m_500m_0462,600,osm,kallio_community,compact_residential,,PASS,87098,102544,1,1.0,2297963.39,5094,5173,0,0,0,5.0897,0.409,1.4287,0.6155,0.0,0.9698
OSM_kallio_community_offset_n_500m_1000m_0091,100,osm,kallio_community,compact_residential,,PASS,750,891,1,1.0,20318.99,554,560,0,0,0,3.2133,0.084,1.1602,0.7334,0.0,0.8698
OSM_kallio_community_offset_n_500m_1000m_0669,800,osm,kallio_community,compact_residential,,PASS,750,891,1,1.0,20318.99,554,560,0,0,0,3.2133,0.084,1.1602,0.7334,0.0,0.8698
OSM_kallio_community_offset_n_500m_1500m_0512,600,osm,kallio_community,compact_residential,,PASS,870,1007,1,1.0,24825.83,546,559,0,0,0,4.667,0.3989,1.318,0.6384,0.0,0.8937
OSM_kallio_community_offset_n_500m_200m_0361,400,osm,kallio_community,compact_residential,,PASS,1368,1640,1,1.0,31225.15,554,557,0,0,0,4.0235,0.5733,1.423,0.6576,0.0,0.8744
OSM_kallio_community_offset_n_500m_500m_0230,400,osm,kallio_community,compact_residential,,PASS,1292,1550,1,1.0,27627.33,554,561,0,0,0,4.4203,0.5326,1.2385,0.664,0.0,0.88
OSM_kumpula_campus_offset_e_1000m_1000m_0067,100,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1000m_0171,200,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1000m_0290,400,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1000m_0399,400,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1000m_0513,600,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1000m_0639,800,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1000m_0755,800,osm,kumpula_campus,campus_compact,,PASS,994,1181,1,1.0,31762.49,398,1039,0,0,0,4.6005,0.2664,6.9465,0.4801,0.0,0.8798
OSM_kumpula_campus_offset_e_1000m_1500m_0092,100,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_1500m_0199,200,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_1500m_0314,400,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_1500m_0433,600,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_1500m_0552,600,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_1500m_0670,800,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_1500m_0781,800,osm,kumpula_campus,campus_compact,,PASS,866,927,1,1.0,12307.87,685,962,0,0,0,5.1412,0.315,3.9297,0.5439,0.0,0.9223
OSM_kumpula_campus_offset_e_1000m_200m_0009,100,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_200m_0120,200,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_200m_0232,400,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_200m_0338,400,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_200m_0465,600,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_200m_0582,600,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_200m_0700,800,osm,kumpula_campus,campus_compact,,PASS,3497,4131,1,1.0,106920.56,1070,1058,0,0,0,4.7464,0.1886,1.6408,0.6285,0.0,0.9121
OSM_kumpula_campus_offset_e_1000m_500m_0037,100,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_kumpula_campus_offset_e_1000m_500m_0146,200,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_kumpula_campus_offset_e_1000m_500m_0260,400,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_kumpula_campus_offset_e_1000m_500m_0363,400,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_kumpula_campus_offset_e_1000m_500m_0490,600,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_kumpula_campus_offset_e_1000m_500m_0611,800,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_kumpula_campus_offset_e_1000m_500m_0725,800,osm,kumpula_campus,campus_compact,,PASS,2670,3176,1,1.0,85572.57,899,1047,0,0,0,4.8084,0.2132,1.9972,0.5868,0.0,0.9011
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0069,100,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0177,200,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0293,400,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0408,600,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0514,600,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0643,800,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1000m_0757,800,osm,lapland_rural_sparse,rural_roads,,PASS,1744,1849,1,1.0,72799.94,2554,2539,0,0,0,5.0325,0.3653,1.1466,0.5929,0.0,0.9286
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0093,100,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0205,400,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0317,400,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0434,600,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0554,600,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0672,800,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_1500m_0782,800,osm,lapland_rural_sparse,rural_roads,,PASS,1136,1194,1,1.0,56589.08,2548,2517,0,0,0,4.9951,0.4284,1.0586,0.6744,0.0,0.9288
OSM_lapland_rural_sparse_offset_s_2500m_200m_0010,100,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_200m_0121,200,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_200m_0233,400,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_200m_0340,400,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_200m_0466,600,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_200m_0584,600,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_200m_0703,800,osm,lapland_rural_sparse,rural_roads,,PASS,2065,2211,1,1.0,86157.23,2477,2505,0,0,0,5.041,0.2879,2.2658,0.5342,0.0,0.9236
OSM_lapland_rural_sparse_offset_s_2500m_500m_0038,100,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_lapland_rural_sparse_offset_s_2500m_500m_0147,200,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_lapland_rural_sparse_offset_s_2500m_500m_0261,400,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_lapland_rural_sparse_offset_s_2500m_500m_0364,400,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_lapland_rural_sparse_offset_s_2500m_500m_0491,600,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_lapland_rural_sparse_offset_s_2500m_500m_0612,800,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_lapland_rural_sparse_offset_s_2500m_500m_0727,800,osm,lapland_rural_sparse,rural_roads,,PASS,2052,2189,1,1.0,81572.97,2508,2563,0,0,0,5.0464,0.3133,1.2778,0.5256,0.0,0.9269
OSM_london_industrial_corridor_offset_w_2500m_1000m_0071,100,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1000m_0179,200,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1000m_0294,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1000m_0409,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1000m_0515,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1000m_0644,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1000m_0758,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,5620,5894,1,1.0,148773.65,2561,2567,0,0,0,4.9787,0.4891,1.7839,0.5911,0.0,0.9513
OSM_london_industrial_corridor_offset_w_2500m_1500m_0095,100,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_1500m_0206,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_1500m_0318,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_1500m_0435,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_1500m_0556,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_1500m_0673,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_1500m_0784,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,5633,5921,1,1.0,154321.84,2612,2550,0,0,0,4.9887,0.4873,1.8639,0.5871,0.0,0.9492
OSM_london_industrial_corridor_offset_w_2500m_200m_0012,100,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
OSM_london_industrial_corridor_offset_w_2500m_200m_0122,200,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
OSM_london_industrial_corridor_offset_w_2500m_200m_0235,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
OSM_london_industrial_corridor_offset_w_2500m_200m_0341,400,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
OSM_london_industrial_corridor_offset_w_2500m_200m_0467,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
OSM_london_industrial_corridor_offset_w_2500m_200m_0585,600,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
OSM_london_industrial_corridor_offset_w_2500m_200m_0704,800,osm,london_industrial_corridor,industrial_disrupted,,PASS,5744,6006,1,1.0,151194.64,2574,2569,0,0,0,4.9872,0.4556,1.1617,0.6365,0.0,0.9537
