scenario,family,end_time,coverage_total,time_to_50pct,time_to_80pct,time_to_90pct,total_encounters,delivery_ratio,recommended_warmup,recommended_cutoff,recommended_useful_window,decision,justification
U3_MicroMobility_HelsinkiDowntown__TP11_ManyToOne,01_urban,43200,0.3044,,,,12274.0,0.3351,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U3_MicroMobility_HelsinkiDowntown__TP12_GroupToGroup,01_urban,43200,0.3084,,,,12614.0,0.5481,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP01_Baseline,01_urban,43200,0.24480000000000002,,,,3442.0,0.3577,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP02_LowLoad,01_urban,43200,0.2516,,,,3530.0,0.3542,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP03_ManySmall,01_urban,43200,0.24,,,,3479.0,0.3237,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP04_FewLarge,01_urban,43200,0.252,,,,3649.0,0.1955,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP05_CriticalTTL,01_urban,43200,0.24480000000000002,,,,3442.0,0.0224,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP06_OneToMany,01_urban,43200,0.2516,,,,3582.0,0.5423,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP07_BurstWindow,01_urban,43200,0.24600000000000002,,,,3587.0,0.5082,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP08_HubTarget,01_urban,43200,0.2516,,,,3582.0,0.4361,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP09_Bimodal,01_urban,43200,0.24480000000000002,,,,3442.0,0.2806,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP10_Storm,01_urban,43200,0.248,,,,3517.0,0.0584,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP11_ManyToOne,01_urban,43200,0.2516,,,,3582.0,0.5948,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U4_CongestionHotspot_HelsinkiDowntown__TP12_GroupToGroup,01_urban,43200,0.2376,,,,3458.0,0.5685,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP01_Baseline,01_urban,43200,0.2464,,,,2144.0,0.1504,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP02_LowLoad,01_urban,43200,0.2464,,,,2333.0,0.1875,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP03_ManySmall,01_urban,43200,0.25,,,,2502.0,0.1592,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP04_FewLarge,01_urban,43200,0.2464,,,,2333.0,0.1508,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP05_CriticalTTL,01_urban,43200,0.2464,,,,2144.0,0.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP06_OneToMany,01_urban,43200,0.2464,,,,2333.0,0.3485,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP07_BurstWindow,01_urban,43200,0.2596,,,,2192.0,0.3497,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP08_HubTarget,01_urban,43200,0.2464,,,,2333.0,0.2196,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP09_Bimodal,01_urban,43200,0.25239999999999996,,,,2065.0,0.1378,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP10_Storm,01_urban,43200,0.2452,,,,2187.0,0.0445,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP11_ManyToOne,01_urban,43200,0.2464,,,,2333.0,0.3649,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U5_WorkdayShort_HelsinkiDowntown__TP12_GroupToGroup,01_urban,43200,0.2468,,,,2333.0,0.3599,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP01_Baseline,01_urban,43200,0.2332,,,,2474.0,0.3638,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP02_LowLoad,01_urban,43200,0.2416,,,,2672.0,0.3333,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP03_ManySmall,01_urban,43200,0.23199999999999998,,,,2520.0,0.3282,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP04_FewLarge,01_urban,43200,0.2332,,,,2672.0,0.257,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP05_CriticalTTL,01_urban,43200,0.2332,,,,2474.0,0.0183,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP06_OneToMany,01_urban,43200,0.2332,,,,2422.0,0.5412,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP07_BurstWindow,01_urban,43200,0.23879999999999998,,,,2672.0,0.4781,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP08_HubTarget,01_urban,43200,0.2332,,,,2422.0,0.2825,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP09_Bimodal,01_urban,43200,0.2332,,,,2474.0,0.3146,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP10_Storm,01_urban,43200,0.2328,,,,2375.0,0.0625,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP11_ManyToOne,01_urban,43200,0.2332,,,,2422.0,0.5588,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP12_GroupToGroup,01_urban,43200,0.2332,,,,2672.0,0.5501,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP01_Baseline,01_urban,43200,0.2584,,,,3877.0,0.3923,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP02_LowLoad,01_urban,43200,0.25920000000000004,,,,3630.0,0.4271,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP03_ManySmall,01_urban,43200,0.25079999999999997,,,,3642.0,0.3837,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP04_FewLarge,01_urban,43200,0.25920000000000004,,,,3630.0,0.2961,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP05_CriticalTTL,01_urban,43200,0.2584,,,,3877.0,0.0081,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP06_OneToMany,01_urban,43200,0.2528,,,,3715.0,0.6247,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP07_BurstWindow,01_urban,43200,0.2492,,,,3686.0,0.4536,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP08_HubTarget,01_urban,43200,0.2528,,,,3715.0,0.4052,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP09_Bimodal,01_urban,43200,0.2648,,,,3877.0,0.3316,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP10_Storm,01_urban,43200,0.2672,,,,3507.0,0.0891,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP11_ManyToOne,01_urban,43200,0.2528,,,,3715.0,0.633,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
U7_HighTimeVariance_HelsinkiDowntown__TP12_GroupToGroup,01_urban,43200,0.254,,,,3522.0,0.6462,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP01_Baseline,02_campus,43200,0.6244,10200.0,,,6037.0,0.9789,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP02_LowLoad,02_campus,43200,0.6232,10200.0,,,5982.0,0.9684,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP03_ManySmall,02_campus,43200,0.6304,10200.0,,,6015.0,0.9706,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP04_FewLarge,02_campus,43200,0.6232,10200.0,,,5982.0,0.6868,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP05_CriticalTTL,02_campus,43200,0.6244,10200.0,,,6037.0,0.0463,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP06_OneToMany,02_campus,43200,0.6232,10200.0,,,5982.0,0.9608,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP07_BurstWindow,02_campus,43200,0.6208,10200.0,,,6062.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP08_HubTarget,02_campus,43200,0.6232,10200.0,,,5982.0,0.8629,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP09_Bimodal,02_campus,43200,0.6256,10200.0,,,6069.0,0.6924,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP10_Storm,02_campus,43200,0.63,9600.0,,,6076.0,0.806,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP11_ManyToOne,02_campus,43200,0.6232,10200.0,,,5982.0,0.9464,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C1_Campus_ClassChange__TP12_GroupToGroup,02_campus,43200,0.6232,10200.0,,,5983.0,0.9632,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP01_Baseline,02_campus,43200,0.5584,20400.0,,,1002.0,0.8568,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP02_LowLoad,02_campus,43200,0.5584,20400.0,,,1002.0,0.8737,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP03_ManySmall,02_campus,43200,0.5584,20400.0,,,1002.0,0.8596,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP04_FewLarge,02_campus,43200,0.5584,20400.0,,,1002.0,0.5138,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP05_CriticalTTL,02_campus,43200,0.5584,20400.0,,,1002.0,0.0083,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP06_OneToMany,02_campus,43200,0.5584,20400.0,,,1002.0,0.8845,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP07_BurstWindow,02_campus,43200,0.5584,20400.0,,,1002.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP08_HubTarget,02_campus,43200,0.5584,20400.0,,,1002.0,0.6619,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP09_Bimodal,02_campus,43200,0.5584,20400.0,,,1002.0,0.5924,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP10_Storm,02_campus,43200,0.5584,20400.0,,,1002.0,0.2141,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP11_ManyToOne,02_campus,43200,0.5584,20400.0,,,1002.0,0.866,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C2_ExamDay_LongStays__TP12_GroupToGroup,02_campus,43200,0.5584,20400.0,,,1002.0,0.8773,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP01_Baseline,02_campus,86400,0.5844,34500.0,,,717.0,0.6929,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP02_LowLoad,02_campus,86400,0.5844,34500.0,,,717.0,0.8705,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP03_ManySmall,02_campus,86400,0.5844,34500.0,,,717.0,0.8496,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP04_FewLarge,02_campus,86400,0.5844,34500.0,,,717.0,0.387,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP05_CriticalTTL,02_campus,86400,0.5844,34500.0,,,717.0,0.0031,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP06_OneToMany,02_campus,86400,0.5844,34500.0,,,717.0,0.7993,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP07_BurstWindow,02_campus,86400,0.5844,34500.0,,,717.0,0.971,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP08_HubTarget,02_campus,86400,0.5844,34500.0,,,717.0,0.5409,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP09_Bimodal,02_campus,86400,0.5844,34500.0,,,717.0,0.5108,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP10_Storm,02_campus,86400,0.5848,34500.0,,,717.0,0.069,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP11_ManyToOne,02_campus,86400,0.5844,34500.0,,,717.0,0.633,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C3_Hackathon_24h__TP12_GroupToGroup,02_campus,86400,0.5844,34500.0,,,717.0,0.6534,4320.0,77760.0,"[4320,77760]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP01_Baseline,02_campus,10800,0.546,6900.0,,,,0.8595,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP02_LowLoad,02_campus,10800,0.546,6900.0,,,,0.875,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP03_ManySmall,02_campus,10800,0.5412,7200.0,,,,0.8505,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP04_FewLarge,02_campus,10800,0.546,6900.0,,,,0.8409,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP05_CriticalTTL,02_campus,10800,0.546,6900.0,,,,0.0248,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP06_OneToMany,02_campus,10800,0.546,6900.0,,,,0.8689,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP07_BurstWindow,02_campus,10800,0.546,6900.0,,,,1.0,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP08_HubTarget,02_campus,10800,0.546,6900.0,,,,0.8689,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP09_Bimodal,02_campus,10800,0.546,6900.0,,,,0.8056,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP10_Storm,02_campus,10800,0.552,6600.0,,,,0.6283,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP11_ManyToOne,02_campus,10800,0.546,6900.0,,,,0.9016,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C4_CampusEvent_IngressEgress__TP12_GroupToGroup,02_campus,10800,0.546,6900.0,,,,0.85,540.0,9720.0,"[540,9720]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP01_Baseline,02_campus,43200,0.5,43200.0,,,279.0,0.6037,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP02_LowLoad,02_campus,43200,0.5,43200.0,,,279.0,0.6,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP03_ManySmall,02_campus,43200,0.5,43200.0,,,279.0,0.5733,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP04_FewLarge,02_campus,43200,0.5,43200.0,,,279.0,0.4254,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP05_CriticalTTL,02_campus,43200,0.5,43200.0,,,279.0,0.0021,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP06_OneToMany,02_campus,43200,0.5,43200.0,,,279.0,0.6412,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP07_BurstWindow,02_campus,43200,0.5,43200.0,,,279.0,0.9707,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP08_HubTarget,02_campus,43200,0.5,43200.0,,,279.0,0.5629,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP09_Bimodal,02_campus,43200,0.5,43200.0,,,279.0,0.4162,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP10_Storm,02_campus,43200,0.5,43200.0,,,279.0,0.0427,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP11_ManyToOne,02_campus,43200,0.5,43200.0,,,279.0,0.7258,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C5_Library_Quiet__TP12_GroupToGroup,02_campus,43200,0.5,43200.0,,,279.0,0.5787,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP01_Baseline,02_campus,7200,0.5224,6000.0,,,5813.0,0.9383,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP02_LowLoad,02_campus,7200,0.516,6300.0,,,5870.0,0.9412,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP03_ManySmall,02_campus,7200,0.5188,6300.0,,,5871.0,0.9432,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP04_FewLarge,02_campus,7200,0.5164,6300.0,,,6059.0,1.0,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,02_campus,7200,0.5224,6000.0,,,5813.0,0.284,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP06_OneToMany,02_campus,7200,0.5072,6600.0,,,6002.0,0.9627,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,02_campus,7200,0.5104,6600.0,,,5876.0,1.0,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP08_HubTarget,02_campus,7200,0.5072,6600.0,,,6002.0,0.9441,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP09_Bimodal,02_campus,7200,0.5176,6000.0,,,5958.0,0.9583,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP10_Storm,02_campus,7200,0.5084000000000001,6600.0,,,6128.0,0.8244,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,02_campus,7200,0.5072,6600.0,,,6002.0,0.9379,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
