scenario,family,end_time,coverage_total,time_to_50pct,time_to_80pct,time_to_90pct,total_encounters,delivery_ratio,recommended_warmup,recommended_cutoff,recommended_useful_window,decision,justification
R2_VillagesTrails_InterVillage__TP11_ManyToOne,04_rural,43200,0.1116,,,,,0.8196,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP12_GroupToGroup,04_rural,43200,0.1116,,,,,0.8732,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP01_Baseline,04_rural,43200,0.1424,,,,92.0,0.4066,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP02_LowLoad,04_rural,43200,0.1424,,,,92.0,0.4271,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP03_ManySmall,04_rural,43200,0.1424,,,,92.0,0.4428,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP04_FewLarge,04_rural,43200,0.1424,,,,92.0,0.3333,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP05_CriticalTTL,04_rural,43200,0.1424,,,,92.0,0.0021,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP06_OneToMany,04_rural,43200,0.1424,,,,92.0,0.5979,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP07_BurstWindow,04_rural,43200,0.1424,,,,92.0,0.7065,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP08_HubTarget,04_rural,43200,0.1424,,,,92.0,0.4,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP09_Bimodal,04_rural,43200,0.1424,,,,92.0,0.3281,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP10_Storm,04_rural,43200,0.1424,,,,92.0,0.055,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP11_ManyToOne,04_rural,43200,0.1424,,,,92.0,0.4443,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R3_WildlifeTracking__TP12_GroupToGroup,04_rural,43200,0.1424,,,,92.0,0.4213,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP01_Baseline,04_rural,43200,0.0788,,,,30.0,0.9148,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP02_LowLoad,04_rural,43200,0.0788,,,,30.0,0.8958,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP03_ManySmall,04_rural,43200,0.0788,,,,30.0,0.6119,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP04_FewLarge,04_rural,43200,0.0788,,,,30.0,0.7845,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP05_CriticalTTL,04_rural,43200,0.0788,,,,30.0,0.0437,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP06_OneToMany,04_rural,43200,0.0788,,,,30.0,0.7897,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R4_ParkRangers_NuuksioSparseTrails__TP07_BurstWindow,04_rural,43200,0.0788,,,,29.0,1.0,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
