scenario_name,base_scenario,family,traffic_profile,scenario_end_time,first_creation_time_norm,median_creation_time_norm,last_creation_time_norm,pct_messages_first_10,pct_messages_last_10,recommended_valid_start_norm,recommended_valid_end_norm,cutoff_seconds,policy_status,notes
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP05,43200,0.002014,0.500856,0.999769,10.1031,10.1031,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP07,43200,0.200278,0.24,0.279884,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP09,43200,0.002014,0.502176,0.999769,9.8616,10.0346,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP10_Storm,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP10,43200,0.000162,0.501806,0.999861,9.9562,10.1022,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,03_vehicles,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP01_Baseline,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP01,43200,0.002014,0.503218,0.998889,9.9379,10.1449,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP02,43200,0.007569,0.499155,0.999722,10.4167,10.4167,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP03,43200,0.000394,0.502292,0.999699,9.787,9.923,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP04,43200,0.006181,0.503843,0.997778,9.4444,10.0,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP05,43200,0.002014,0.503218,0.998889,9.9379,10.1449,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP07,43200,0.200278,0.241586,0.279838,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP09,43200,0.002014,0.50162,0.998889,9.7054,10.3986,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP10_Storm,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP10,43200,0.000162,0.501157,1.0,10.0194,9.9709,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,V2_TaxiHigh_ManhattanMidtownGridMidtownGrid,03_vehicles,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP01_Baseline,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP01,43200,0.002014,0.498623,0.998426,10.2881,9.8765,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP02,43200,0.007569,0.489444,0.993681,10.5263,8.4211,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP03,43200,0.000394,0.501748,0.999745,10.1548,10.0638,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP04,43200,0.006181,0.501285,0.999537,9.8901,9.8901,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP05,43200,0.002014,0.498623,0.998426,10.2881,9.8765,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP07,43200,0.200278,0.240278,0.279722,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP09,43200,0.002014,0.499329,0.998426,9.9485,9.9485,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP10_Storm,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP10,43200,0.000162,0.500255,0.999838,9.9821,9.9659,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid,03_vehicles,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP01_Baseline,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP01,43200,0.002014,0.502569,0.999144,9.7561,10.1626,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP02,43200,0.007569,0.499155,0.994144,10.4167,10.4167,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP03,43200,0.000394,0.493287,0.999815,9.9639,9.9639,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP04,43200,0.006181,0.507292,0.998194,9.4972,10.0559,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP05,43200,0.002014,0.502569,0.999144,9.7561,10.1626,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP07,43200,0.200278,0.241609,0.279838,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP09,43200,0.002014,0.502569,0.999144,9.5238,10.2041,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP10_Storm,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP10,43200,0.000162,0.500347,0.999931,10.1085,9.9303,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid,03_vehicles,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP01_Baseline,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP01,43200,0.002014,0.499317,0.99838,10.3306,9.7107,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP02,43200,0.007569,0.490856,0.996366,10.5263,9.4737,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP03,43200,0.000394,0.502153,0.999583,9.7714,10.13,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP04,43200,0.006181,0.495208,0.999769,10.1695,10.1695,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP05,43200,0.002014,0.499317,0.99838,10.3306,9.7107,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP07,43200,0.200278,0.239861,0.279745,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP09,43200,0.002014,0.500648,0.99838,10.0,9.6552,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP10_Storm,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP10,43200,0.000162,0.499329,0.999931,10.0373,9.8589,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid,03_vehicles,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP01_Baseline,R10_TinyRange_5m,04_rural,TP01,43200,0.002014,0.500509,0.999861,10.5809,9.751,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP02_LowLoad,R10_TinyRange_5m,04_rural,TP02,43200,0.007569,0.486123,0.996065,10.4167,9.375,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP03_ManySmall,R10_TinyRange_5m,04_rural,TP03,43200,0.000394,0.50375,0.999884,9.7473,9.9729,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP04_FewLarge,R10_TinyRange_5m,04_rural,TP04,43200,0.006181,0.500926,0.997361,9.4972,10.0559,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP05_CriticalTTL,R10_TinyRange_5m,04_rural,TP05,43200,0.002014,0.500509,0.999861,10.5809,9.751,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP06_OneToMany,R10_TinyRange_5m,04_rural,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP07_BurstWindow,R10_TinyRange_5m,04_rural,TP07,43200,0.200278,0.241181,0.28,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
R10_TinyRange_5m__TP08_HubTarget,R10_TinyRange_5m,04_rural,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP09_Bimodal,R10_TinyRange_5m,04_rural,TP09,43200,0.002014,0.502465,0.999861,10.1724,9.6552,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP10_Storm,R10_TinyRange_5m,04_rural,TP10,43200,0.000162,0.499931,0.999977,9.9578,9.9254,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
R10_TinyRange_5m__TP11_ManyToOne,R10_TinyRange_5m,04_rural,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R10_TinyRange_5m__TP12_GroupToGroup,R10_TinyRange_5m,04_rural,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP01_Baseline,R11_SpeedExtremeLow,04_rural,TP01,43200,0.002014,0.497801,0.998403,10.1449,10.1449,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP02_LowLoad,R11_SpeedExtremeLow,04_rural,TP02,43200,0.007569,0.486412,0.993079,10.4167,9.375,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP03_ManySmall,R11_SpeedExtremeLow,04_rural,TP03,43200,0.000394,0.501157,0.999815,9.8951,10.0775,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP04_FewLarge,R11_SpeedExtremeLow,04_rural,TP04,43200,0.006181,0.502569,0.999375,9.4972,10.0559,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP05_CriticalTTL,R11_SpeedExtremeLow,04_rural,TP05,43200,0.002014,0.497801,0.998403,10.1449,10.1449,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP06_OneToMany,R11_SpeedExtremeLow,04_rural,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP07_BurstWindow,R11_SpeedExtremeLow,04_rural,TP07,43200,0.200278,0.24,0.279884,0.0,0.0,0.0,1.0,38880.0,burst_exception,"window=burst_only; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9; do_not_apply_late_cutoff"
R11_SpeedExtremeLow__TP08_HubTarget,R11_SpeedExtremeLow,04_rural,TP08,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP09_Bimodal,R11_SpeedExtremeLow,04_rural,TP09,43200,0.002014,0.49625,0.998403,9.8787,10.052,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP10_Storm,R11_SpeedExtremeLow,04_rural,TP10,43200,0.000162,0.499815,0.999907,10.0244,9.943,0.0,1.0,38880.0,stress_profile,"window=full_simulation; ttl_s=3600; primary=full_window[0,1]; optional_censored_end=0.9; report_in_stress_tier"
R11_SpeedExtremeLow__TP11_ManyToOne,R11_SpeedExtremeLow,04_rural,TP11,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R11_SpeedExtremeLow__TP12_GroupToGroup,R11_SpeedExtremeLow,04_rural,TP12,43200,0.002014,0.503565,0.998773,9.816,9.6115,0.0,1.0,38880.0,ok,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R12_SpeedExtremeHigh__TP01_Baseline,R12_SpeedExtremeHigh,04_rural,TP01,43200,0.002014,0.497824,0.998704,10.5042,10.2941,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R12_SpeedExtremeHigh__TP02_LowLoad,R12_SpeedExtremeHigh,04_rural,TP02,43200,0.007569,0.497338,0.998889,10.4167,9.375,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=1296000; primary=full_window[0,1]; optional_censored_end=0.9"
R12_SpeedExtremeHigh__TP03_ManySmall,R12_SpeedExtremeHigh,04_rural,TP03,43200,0.000394,0.50309,0.99956,9.8471,10.027,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
R12_SpeedExtremeHigh__TP04_FewLarge,R12_SpeedExtremeHigh,04_rural,TP04,43200,0.006181,0.500972,0.995741,10.0559,9.4972,0.0,1.0,38880.0,ok,"window=full_simulation; ttl_s=864000; primary=full_window[0,1]; optional_censored_end=0.9"
R12_SpeedExtremeHigh__TP05_CriticalTTL,R12_SpeedExtremeHigh,04_rural,TP05,43200,0.002014,0.497824,0.998704,10.5042,10.2941,0.0,1.0,38880.0,sensitivity_required,"window=full_simulation; ttl_s=300; primary=full_window[0,1]; optional_censored_end=0.9"
R12_SpeedExtremeHigh__TP06_OneToMany,R12_SpeedExtremeHigh,04_rural,TP06,43200,0.001319,0.498113,0.999375,10.0,10.2062,0.0,1.0,38880.0,sensitivity_required,"window=directional; ttl_s=432000; primary=full_window[0,1]; optional_censored_end=0.9"
