,U1_CBD_Commuting_HelsinkiMedium,U2_SparseSuburb_HelsinkiMedium,U3_MicroMobility_HelsinkiMedium,U4_CongestionHotspot_HelsinkiMedium,U5_WorkdayShort_HelsinkiMedium,U6_OfficeWaitHeavyTail_HelsinkiMedium,U7_HighTimeVariance_HelsinkiMedium,C1_Campus_ClassChange,C2_ExamDay_LongStays,C3_Hackathon_24h,C4_Stadium_IngressEgress,C5_Library_Quiet,C6_EmergencyDrill_Evacuation,V1_TaxiLow_HelsinkiMedium,V2_TaxiHigh_HelsinkiMedium,V3_BusOnlyCarriers_HelsinkiMedium,V4_CarOwnership_0_HelsinkiMedium,V5_CarOwnership_100_HelsinkiMedium,R10_TinyRange_5m,R11_SpeedExtremeLow,R12_SpeedExtremeHigh,R1_Rural_RandomWaypoint,R2_VillagesTrails_ThreeClusters,R3_WildlifeTracking,R4_ParkRangers_HelsinkiMedium,R5_MountainRescue,R6_SparseLongRange,R7_SparseTinyBuffer,R8_IntermittentPower,R9_ExtremeRange_200m,D1_ShelterHotspots_Clusters,D2_PartitionedCity_MuleBridge,D3_Aftershock_ErraticMobility,D4_MedicalTriage_TwoClasses,D5_UAVMule_FastRoute_HelsinkiMedium,D6_ShortTtlCritical_5to10min,D7_HighLoad_TrafficStorm,D8_InfrastructureReturns_BackboneLinks,D9_Critical_1minTTL,S1_StrongCommunities_SeparateClusters,S2_WeakCommunities_HighMixing,S3_PeriodicMeetings_RegularRhythm,S4_RandomMixing_NoHotspots,S5_TwoLayer_StudentsStaff,S6_FamilyGroups_SmallPersistent,T10_HighRateLowSpeed_Congestion,T11_TTL_1min,T12_TTL_Infinite_Buffer200M,T13_Buffer_256k,T14_Buffer_200M,T15_TransmitSpeed_256k,T1_ManySmallMsgs_HighRate,T2_FewHugeMsgs_LowRate,T3_MixedBimodal_SmallAndLarge,T4_VeryShortTtl_5to10min,T5_VeryLongTtl_6to24h,T6_UniformSources_RandomFromTo,T7_TargetedToHubs_FewDestinations,T8_BurstTraffic_TimeWindows,T9_BufferStress_SmallBufferHighTraffic
U1_CBD_Commuting_HelsinkiMedium,1.0,0.8173730058843509,0.8081904784238586,0.597293019660858,0.8100177509261474,0.561589255861858,0.538451416955371,-0.19003091700921976,-0.3610925226198056,-0.40325429259554585,-0.2839735118947704,-0.36536800019821836,0.012427361244740795,0.08848553878744883,0.1940846593345786,0.28400107779461387,0.562576100481348,0.7755283662933948,-0.4605408655018709,-0.3028838451732671,0.14121057974024268,-0.07734656742365495,-0.015534983181823262,-0.3490073774774168,-0.05607222737528856,-0.30707570010762675,-0.22190637896193824,-0.26930324884865586,-0.3918053170923378,-0.19886504744397585,-0.15974620427846156,-0.23514772273999787,-0.1645816097349575,-0.32309227524859746,0.06278431596879915,-0.19484637335491659,-0.039174419341659904,-0.134638799570552,-0.08542877348317617,0.07878365502082565,-0.12075595662998982,-0.24075008089177674,-0.29549902443878723,-0.17917842763805655,-0.03926217867525517,-0.3424875069890009,0.02231501263934646,-0.33169353274570706,-0.2912603086341046,-0.3175924714674897,-0.2696496098552472,-0.31793399451198745,-0.1661925104815634,-0.36209306190553414,-0.32429795140301915,-0.3593314628548331,-0.3019019627626383,-0.3475229755165996,-0.381122715261289,-0.30446485051272004
U2_SparseSuburb_HelsinkiMedium,0.8173730058843509,1.0,0.4960643254734498,0.4520102230269636,0.6474513442658062,0.4586380337164622,0.4333814740376289,-0.2742354685987302,-0.5259876165876725,-0.44553224851415363,-0.49901009017119907,-0.40191922913633626,-0.09138724578795254,0.30677432689284473,0.30673752838469487,0.4503784002842225,0.46102257193723695,0.6545655370177436,-0.21507557483813258,0.14007966757631718,0.07631643260387382,0.40567965328211325,0.03722839828841159,-0.07572667736287154,0.17711906858494245,-0.1655987269458914,0.0973770067999591,0.06499371889081283,-0.17689905629938368,-0.1397674345673638,-0.2622017923531242,-0.28601367204597455,-0.267469870246921,-0.38983768366172944,0.11679795115006358,-0.3574826739145171,-0.2779949031166108,-0.2141708247965736,-0.19706230868439828,-0.07680132937678576,-0.4106365190304642,-0.4911048473182827,-0.3000760118484025,-0.2786283097809036,-0.027019147356279968,-0.2276902854952955,-0.13772601824424432,-0.2930087174460692,-0.22983591518010663,-0.3250664890921146,-0.1693105624676812,-0.2816664398954015,-0.13725583661686916,-0.28649653314637563,-0.3947832219266813,-0.4005939199705919,-0.26377946432877236,-0.2765441793526571,-0.3535811042299084,-0.22236282830026677
U3_MicroMobility_HelsinkiMedium,0.8081904784238586,0.4960643254734498,1.0,0.552297216699585,0.7411287540646526,0.5323465620932797,0.5705639627353439,-0.1663061163864733,-0.15932282176623927,-0.285029771110834,-0.08660041037174697,-0.3058926773794848,0.04567706930480582,-0.0578098053365971,0.02052927684849054,0.009471682975920487,0.5525450874597347,0.6340413893445244,-0.6604146328781477,-0.47420863028310273,-0.023762852036084765,-0.2014380548458989,-0.12513663141119882,-0.44001114341875525,-0.2677237231341137,-0.23287922679263157,-0.21821861302408804,-0.15908864916066554,-0.5477835043618305,-0.21838233999863818,-0.0373247588565442,-0.1523751682828397,0.0792420412650562,-0.11963754150434357,0.03726183148741455,0.08360318381939212,0.3830730338343824,-0.05563750426470374,-0.1345361678694274,0.2315830885357127,0.10051346920218394,-0.004419606521492968,-0.14630396949697888,-0.05897005156933461,-0.07032625466377465,-0.19207157484099482,-0.051830857288670096,-0.4809400142884367,-0.14394491938605308,-0.3068796882675499,-0.22241094875479753,-0.39037778904793147,-0.19056074863989647,-0.3940047940357265,0.02769316340457256,-0.204673505644718,-0.5246072568449666,-0.37665576884940993,-0.23037732663189875,-0.19082509784320034
U4_CongestionHotspot_HelsinkiMedium,0.597293019660858,0.4520102230269636,0.552297216699585,1.0,0.5777310808545661,0.9550124248778226,0.9335499614279686,-0.320206083661958,-0.37769086329934787,-0.041946791363639324,0.26750029295951633,-0.46228390673610553,-0.10092941583039339,-0.06320642584681592,-0.008851349945652521,0.5254414665800441,0.9622139401462716,0.3700080913308818,-0.6676538120325501,-0.5271296239538776,-0.07805172093606301,-0.2372524522119597,-0.20406605399598618,-0.5152546612656983,-0.19793998360815332,-0.27794869584715637,-0.3652862317481889,-0.40354788082259313,-0.6364097665138465,-0.35201347527831284,-0.36861197969570686,-0.31402120189692956,-0.2652524470370763,0.267469802882395,-0.13999204862512454,-0.21601069555267408,-0.07384492632916986,-0.03164536573077975,-0.13829677040252822,-0.12930425768331943,-0.3405555171963663,-0.26304803032409013,-0.5368993108888107,0.010175448243829521,-0.18109750931702437,-0.4017785525029355,0.011030190277879907,0.13235394365996414,0.08536637483145408,0.16999589163063736,-0.4141858800960949,-0.4369564804860498,-0.2544239639478675,-0.13357673636637685,-0.25842940343080906,-0.45014486380548324,-0.575278966024736,-0.08274245527984123,0.2509669087294246,-0.4492966948059069
U5_WorkdayShort_HelsinkiMedium,0.8100177509261474,0.6474513442658062,0.7411287540646526,0.5777310808545661,1.0,0.5905846428789344,0.5470372701262597,-0.19311745747693393,-0.23702024679265588,-0.28329595633467936,-0.24252028592406885,-0.3100861943111351,0.0015033634013367073,0.07207851604826483,0.1456004240141391,0.2370128660918091,0.5956913151242915,0.5669936124291509,-0.586885578138508,-0.36334115056093635,0.04983017069014282,-0.11305294883472794,-0.05119230287457084,-0.33810657224828666,-0.10104009077428892,-0.22570981069335216,-0.15705928812914421,-0.31585314449583807,-0.5173652837691817,-0.19964543148860955,-0.15105110752448825,-0.24238962435249736,-0.033660543714434284,-0.16206554404821302,0.01775850807333441,-0.10489638916662704,0.03799681830280598,-0.1560627403854091,-0.1079252745564428,0.04219952066513467,-0.2529811152047348,-0.15930205595392788,-0.43577205283223086,-0.2007698036687365,-0.023771605373093585,-0.34504593701291725,-0.05764178657834066,-0.2593851567405638,-0.22026879463568855,-0.14719721013330095,-0.25079718838901893,-0.5062882511306781,-0.12374445131986861,-0.3976466038657828,-0.21219899789906274,-0.23085967210335534,-0.4737738185627137,-0.373998551809931,-0.23282287450490158,-0.4357343395506891
U6_OfficeWaitHeavyTail_HelsinkiMedium,0.561589255861858,0.4586380337164622,0.5323465620932797,0.9550124248778226,0.5905846428789344,1.0,0.9828794437324322,-0.29530946783253276,-0.38844893867217706,-0.06766064044810018,0.21878627292268318,-0.42744881536846224,-0.09722196041340862,0.0034347647167650985,-0.004931195123886465,0.5332097139933832,0.9635480930317581,0.37850613440833514,-0.6794627015263895,-0.5255438284644929,-0.07898566096663996,-0.2343782436760426,-0.20010059568347657,-0.49758056887762425,-0.19715751038217078,-0.3436744554178844,-0.24160071376892753,-0.46716569920959,-0.6055209199253098,-0.3413087711305832,-0.3593871712365815,-0.3150051201847294,-0.3057356176751524,0.25249725667484757,-0.13510638418088727,-0.27876150887698015,-0.16984428451054592,-0.03314530362430812,-0.3373173926298445,-0.1233472902230549,-0.38490440434050605,-0.38124709860245076,-0.600975050214646,0.01613350940519196,-0.1716564965782826,-0.2550592987819456,-0.26038392964651846,0.22995148955475955,-0.011414873178392314,0.3160559864813568,-0.17500639375354565,-0.5728677992732163,-0.285255359955303,-0.1322867045320729,-0.32918228738601935,-0.43053291429097545,-0.631607486219812,-0.08216256530651869,0.2894514491465149,-0.496495886142773
U7_HighTimeVariance_HelsinkiMedium,0.538451416955371,0.4333814740376289,0.5705639627353439,0.9335499614279686,0.5470372701262597,0.9828794437324322,1.0,-0.2827085943926354,-0.3255198806874599,-0.05242579958041288,0.19983352776867225,-0.41194016586729953,-0.10450352935215697,0.011183333305365268,-0.021858342019003434,0.4978315015530093,0.9446299788886299,0.37679111287191186,-0.7263283281897888,-0.5534104213917087,-0.10717001060767051,-0.2521092361973376,-0.21688926838596823,-0.49814378656760366,-0.21424410788901582,-0.26616493539239955,-0.19549294227415367,-0.41334596797548784,-0.6354203975492599,-0.31929756222716155,-0.36927651200012573,-0.3230320399014608,-0.2319331459850654,0.2888755436280333,-0.15341266041419999,-0.19991523324483504,-0.0754663265515608,-0.0493020268866174,-0.3486318115289839,-0.13884633386657896,-0.3995145292628476,-0.30657459678363147,-0.6043476953976651,-0.018718640548626233,-0.17388869111965116,-0.22030991617144577,-0.268205642396899,0.153539719557682,0.04898697749397598,0.29991245574726066,-0.14664739289763004,-0.5916009067279728,-0.29224600951456087,-0.17116012712361556,-0.19890232279378264,-0.34543404282390017,-0.7067958323881334,-0.11954072123502166,0.3096399540343989,-0.48255576310533965
C1_Campus_ClassChange,-0.19003091700921976,-0.2742354685987302,-0.1663061163864733,-0.320206083661958,-0.19311745747693393,-0.29530946783253276,-0.2827085943926354,1.0,0.20861746456302027,-0.028656709042222565,-0.05057454578579632,0.18446357013998935,-0.018289293330290498,-0.1334370438705778,-0.15945877250795323,-0.24332019302707208,-0.27076195271049913,-0.17696008044156833,0.22041895293434546,0.055495591348474635,0.008001597412540206,-0.12374843997022585,-0.04901184831224368,0.4118694649777242,-0.03794773658922987,-0.03847559532561432,-0.03160504928457335,0.11955484692334366,0.12350962711171566,0.009861629643466895,-0.014964621934655154,0.074077834082117,-0.05500584795577394,-0.14707876153625346,-0.08346605753760608,-0.021801156348547537,-0.061469418745108084,0.011445564388799977,-0.013577323577543087,-0.033505764345559255,0.2547797552807743,0.11246656537332593,0.26620703698335346,-0.022530826015131695,-0.050955591961056285,0.09321221488181629,0.05773941019498196,-0.017147299912571794,0.1312986324206354,-0.053757365851872956,0.3199461990596425,0.08805479354604864,0.2476351124635215,-0.019907400982042234,0.14396145670514512,0.2742407156887558,0.19300364273380247,0.011958974067949275,-0.14552697352265612,0.06887192375555082
C2_ExamDay_LongStays,-0.3610925226198056,-0.5259876165876725,-0.15932282176623927,-0.37769086329934787,-0.23702024679265588,-0.38844893867217706,-0.3255198806874599,0.20861746456302027,1.0,0.7386860088738911,0.03571009759524201,0.8431036456654466,-0.04664183854974769,-0.33581071513262833,-0.34052871806355073,-0.4686378365110034,-0.43345638972379325,-0.3263757322932061,0.24332028077726933,0.10586405842229882,-0.1487584018709129,-0.2254203181556358,-0.15375847188313876,0.5184869317250457,-0.21910338960926076,0.414816163171633,-0.0242189704644407,0.013623414421899545,-0.010064144091994597,0.039502677909147646,-0.07220751759138433,0.07711577869470035,0.6547826583266029,0.11993728357874303,-0.2810976099875342,0.4955178385922872,0.32192523495843306,-0.056546629155794434,0.37011346831501013,-0.15638468859602256,0.05862925200403215,0.6814740628319117,0.146114064071316,-0.1633427152814174,-0.030231618826819583,0.06274242889075293,0.18242040569764353,-0.024114956110877953,0.13321428794718598,0.13007400928219093,-0.015301510571253564,0.07091673589721972,0.04366245289850037,-0.08194174888046893,0.5815803966207569,0.5794326023487428,0.07063660657564257,-0.06281469920529434,0.08917648856199359,-0.0130865323230218
C3_Hackathon_24h,-0.40325429259554585,-0.44553224851415363,-0.285029771110834,-0.041946791363639324,-0.28329595633467936,-0.06766064044810018,-0.05242579958041288,-0.028656709042222565,0.7386860088738911,1.0,0.44105259546265285,0.7521534854121765,-0.11480230375785277,-0.27080083235063357,-0.29773432649501463,-0.20231855269958823,-0.06972095272155188,-0.4026230221509072,0.200246747011984,0.1361454509848732,-0.1992280294436669,-0.15306422579074183,-0.12213869520769044,0.4859812430323231,-0.15780409847401614,0.13236526804768353,-0.08099139335177213,-0.027842204350145477,-0.05497925771456052,-0.06989519100076491,-0.21235971351729954,-0.03826542492366399,0.3105929154855937,0.12507265711912696,-0.27519576929176137,0.09296674335143729,0.0028477414092953146,0.05116559520666995,0.16429177015545932,-0.21616107076857752,-0.08767051429105711,0.3040795137064849,0.06600768713584099,-0.29691700320409786,-0.05168632873487436,-0.001152587895208724,0.08441351272544256,0.19541857645373886,-0.0484516568394561,0.21735746345404014,-0.15021528201363238,0.08566952336524986,-0.06606914875333705,0.22075058657831767,0.24828257237276188,0.1403999527090105,-0.02028722882254942,-0.13873806806226494,0.49917601546223656,-0.01399435790671857
