map_id,batch_target,source_type,anchor_id,archetype,generator_type,world_size_x,world_size_y,world_area,bbox_width,bbox_height,useful_area,useful_area_ratio,n_nodes,n_edges,total_road_length_m,road_density,avg_edge_length_m,median_edge_length_m,avg_degree,max_degree,dead_end_ratio,intersection_ratio,n_components,largest_component_ratio,bridge_edges_count,bridge_edges_ratio,articulation_points_count,articulation_points_ratio,graph_diameter_approx,avg_shortest_path_approx,circuity_approx,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score,tree_like_score,supports_map_based,supports_route_movement_candidate,supports_cluster_overlay,supports_wdm_candidate,supports_bus_route_candidate,validation_status,feature_omissions,sampling_seed
OSM_kallio_community_offset_n_1000m_200m_0580,600,osm,kallio_community,compact_residential,,1067,1063,1134221.0,1016.37,1012.66,1029232.61,0.9074356845566911,4933,5890,116378.12,0.00519299148931293,10.6213,6.3548,2.388,6,0.1139,0.3681,1,1.0,1096,0.186078,1048,0.212447,2920.33,592.83,1.3698,4.4162,0.4112,1.0914,0.6166,0.0,0.9233,0.4664,yes,yes,yes,yes,no,PASS,,3660555156
OSM_kallio_community_offset_n_1000m_200m_1163,1200,osm,kallio_community,compact_residential,,1067,1063,1134221.0,1016.37,1012.66,1029232.61,0.9074356845566911,4933,5890,116378.12,0.00519299148931293,10.6213,6.3548,2.388,6,0.1139,0.3681,1,1.0,1096,0.186078,1048,0.212447,2920.33,622.83,1.4092,4.4162,0.4112,1.0914,0.6166,0.0,0.9233,0.4664,yes,yes,yes,yes,no,PASS,,1272187341
OSM_kallio_community_offset_n_1000m_500m_0431,600,osm,kallio_community,compact_residential,,1075,1074,1154550.0,1024.77,1023.74,1049093.28,0.9086598977502262,4717,5648,117899.49,0.0048919492442943135,11.3858,6.5642,2.3947,5,0.0854,0.3477,1,1.0,897,0.158817,856,0.181471,2052.42,596.66,1.3522,4.5439,0.4484,1.0405,0.6222,0.0,0.9186,0.4532,yes,yes,yes,yes,no,PASS,,313698355
OSM_kallio_community_offset_n_1000m_500m_1019,1200,osm,kallio_community,compact_residential,,1075,1074,1154550.0,1024.77,1023.74,1049093.28,0.9086598977502262,4717,5648,117899.49,0.0048919492442943135,11.3858,6.5642,2.3947,5,0.0854,0.3477,1,1.0,897,0.158817,856,0.181471,2052.42,633.36,1.3506,4.5439,0.4484,1.0405,0.6222,0.0,0.9186,0.4532,yes,yes,yes,yes,no,PASS,,932620693
OSM_kallio_community_offset_n_1500m_1000m_0488,600,osm,kallio_community,compact_residential,,1588,1587,2520156.0,1537.68,1536.22,2362214.0,0.9373284812552412,10082,12131,269738.94,0.004813590904690027,12.006,6.7682,2.4065,6,0.0746,0.3516,1,1.0,1600,0.131893,1526,0.151359,4654.39,953.94,1.2657,4.8084,0.3976,1.5022,0.6523,0.0,0.9341,0.4465,yes,yes,yes,yes,no,PASS,,52523791
OSM_kallio_community_offset_n_1500m_1000m_1075,1200,osm,kallio_community,compact_residential,,1588,1587,2520156.0,1537.68,1536.22,2362214.0,0.9373284812552412,10082,12131,269738.94,0.004813590904690027,12.006,6.7682,2.4065,6,0.0746,0.3516,1,1.0,1600,0.131893,1526,0.151359,4654.39,1030.88,1.2868,4.8084,0.3976,1.5022,0.6523,0.0,0.9341,0.4465,yes,yes,yes,yes,no,PASS,,2147445235
OSM_kallio_community_offset_n_1500m_1500m_0337,400,osm,kallio_community,compact_residential,,1578,1562,2464836.0,1527.39,1511.32,2308382.88,0.9365259507975272,9573,11470,262475.83,0.004653453617198061,12.1393,7.1426,2.3963,6,0.0635,0.3415,1,1.0,1176,0.102528,1114,0.116369,4162.53,845.79,1.2835,4.7365,0.4007,1.1476,0.6376,0.0,0.9346,0.4438,yes,yes,yes,yes,no,PASS,,465916400
OSM_kallio_community_offset_n_1500m_1500m_0929,1000,osm,kallio_community,compact_residential,,1578,1562,2464836.0,1527.39,1511.32,2308382.88,0.9365259507975272,9573,11470,262475.83,0.004653453617198061,12.1393,7.1426,2.3963,6,0.0635,0.3415,1,1.0,1176,0.102528,1114,0.116369,4162.53,953.03,1.2812,4.7365,0.4007,1.1476,0.6376,0.0,0.9346,0.4438,yes,yes,yes,yes,no,PASS,,2615702688
OSM_kallio_community_offset_n_1500m_200m_0198,200,osm,kallio_community,compact_residential,,1573,1585,2493205.0,1522.46,1534.45,2336146.73,0.9370054714250513,10143,12091,248807.74,0.004849581161597221,11.0729,6.5746,2.3841,6,0.1029,0.3601,1,1.0,2054,0.169878,1944,0.191659,3526.85,897.49,1.307,4.7706,0.3637,1.3196,0.6041,0.0,0.9357,0.4626,yes,yes,yes,yes,no,PASS,,350077553
OSM_kallio_community_offset_n_1500m_200m_0780,800,osm,kallio_community,compact_residential,,1573,1585,2493205.0,1522.46,1534.45,2336146.73,0.9370054714250513,10143,12091,248807.74,0.004849581161597221,11.0729,6.5746,2.3841,6,0.1029,0.3601,1,1.0,2054,0.169878,1944,0.191659,3526.85,981.03,1.2555,4.7706,0.3637,1.3196,0.6041,0.0,0.9357,0.4626,yes,yes,yes,yes,no,PASS,,2947784772
OSM_kallio_community_offset_n_1500m_500m_0065,100,osm,kallio_community,compact_residential,,1584,1585,2510640.0,1533.68,1534.47,2353387.53,0.9373655845168501,10268,12297,262480.59,0.004897954306471657,11.4937,6.5341,2.3952,6,0.1011,0.3635,1,1.0,2048,0.166545,1937,0.188644,3916.58,963.01,1.2843,4.7145,0.3207,1.275,0.6147,0.0,0.9355,0.4597,yes,yes,yes,yes,no,PASS,,1927539477
OSM_kallio_community_offset_n_1500m_500m_0638,800,osm,kallio_community,compact_residential,,1584,1585,2510640.0,1533.68,1534.47,2353387.53,0.9373655845168501,10268,12297,262480.59,0.004897954306471657,11.4937,6.5341,2.3952,6,0.1011,0.3635,1,1.0,2048,0.166545,1937,0.188644,3916.58,870.43,1.2822,4.7145,0.3207,1.275,0.6147,0.0,0.9355,0.4597,yes,yes,yes,yes,no,PASS,,1865769892
OSM_kallio_community_offset_n_2500m_1000m_0118,200,osm,kallio_community,compact_residential,,2618,2607,6825126.0,2567.26,2556.84,6564079.43,0.9617521248382195,28154,33312,718821.89,0.004880789014005016,11.6273,6.8467,2.3664,6,0.0816,0.3339,1,1.0,4425,0.132835,4227,0.150139,5842.24,1675.49,1.2635,4.9972,0.4046,1.2198,0.6472,0.0,0.9555,0.457,yes,yes,yes,yes,no,PASS,,1707895829
OSM_kallio_community_offset_n_2500m_1000m_0698,800,osm,kallio_community,compact_residential,,2618,2607,6825126.0,2567.26,2556.84,6564079.43,0.9617521248382195,28154,33312,718821.89,0.004880789014005016,11.6273,6.8467,2.3664,6,0.0816,0.3339,1,1.0,4425,0.132835,4227,0.150139,5842.24,1494.3,1.2413,4.9972,0.4046,1.2198,0.6472,0.0,0.9555,0.457,yes,yes,yes,yes,no,PASS,,433764363
OSM_kallio_community_offset_n_2500m_1500m_0551,600,osm,kallio_community,compact_residential,,2603,2601,6770403.0,2552.45,2550.68,6510488.83,0.9616102359738925,25830,30341,678813.65,0.004481417132776291,12.0672,7.1241,2.3493,6,0.0708,0.3146,1,1.0,3809,0.12554,3644,0.141076,5657.17,1488.93,1.247,5.0183,0.4133,1.2233,0.6266,0.0,0.9551,0.4558,yes,yes,yes,yes,no,PASS,,2235337187
OSM_kallio_community_offset_n_2500m_1500m_1138,1200,osm,kallio_community,compact_residential,,2603,2601,6770403.0,2552.45,2550.68,6510488.83,0.9616102359738925,25830,30341,678813.65,0.004481417132776291,12.0672,7.1241,2.3493,6,0.0708,0.3146,1,1.0,3809,0.12554,3644,0.141076,5657.17,1584.96,1.2382,5.0183,0.4133,1.2233,0.6266,0.0,0.9551,0.4558,yes,yes,yes,yes,no,PASS,,498557235
OSM_kallio_community_offset_n_2500m_200m_0398,400,osm,kallio_community,compact_residential,,2621,2609,6838189.0,2570.72,2558.07,6576075.88,0.9616692192830614,25400,30104,642318.83,0.004402335179679883,11.4655,6.6812,2.3704,6,0.0948,0.3453,1,1.0,4628,0.153734,4342,0.170945,7207.33,1849.06,1.263,5.01,0.3867,1.2358,0.5859,0.0,0.9549,0.4618,yes,yes,yes,yes,no,PASS,,2967685330
OSM_kallio_community_offset_n_2500m_200m_0989,1000,osm,kallio_community,compact_residential,,2621,2609,6838189.0,2570.72,2558.07,6576075.88,0.9616692192830614,25400,30104,642318.83,0.004402335179679883,11.4655,6.6812,2.3704,6,0.0948,0.3453,1,1.0,4628,0.153734,4342,0.170945,7207.33,1307.52,1.2255,5.01,0.3867,1.2358,0.5859,0.0,0.9549,0.4618,yes,yes,yes,yes,no,PASS,,1193616801
OSM_kallio_community_offset_n_2500m_500m_0256,400,osm,kallio_community,compact_residential,,2624,2574,6754176.0,2573.6,2523.43,6494313.23,0.9615256152525006,26762,31854,684629.76,0.004716193359486042,11.6451,6.7832,2.3805,6,0.0866,0.3463,1,1.0,4412,0.138507,4227,0.157948,7457.28,1491.67,1.2555,4.9879,0.4016,1.161,0.6172,0.0,0.9536,0.4564,yes,yes,yes,yes,no,PASS,,1739524756
OSM_kallio_community_offset_n_2500m_500m_0847,1000,osm,kallio_community,compact_residential,,2624,2574,6754176.0,2573.6,2523.43,6494313.23,0.9615256152525006,26762,31854,684629.76,0.004716193359486042,11.6451,6.7832,2.3805,6,0.0866,0.3463,1,1.0,4412,0.138507,4227,0.157948,7457.28,1265.95,1.209,4.9879,0.4016,1.161,0.6172,0.0,0.9536,0.4564,yes,yes,yes,yes,no,PASS,,1202241508
OSM_kallio_community_offset_n_5000m_1000m_0313,400,osm,kallio_community,compact_residential,,5195,5193,26977635.0,5144.66,5142.53,26456581.77,0.9806857336254362,81691,96333,2250045.76,0.003570846740272081,12.4049,7.2833,2.3585,6,0.0802,0.3279,1,1.0,13036,0.135322,12369,0.151412,12431.8,2934.87,1.2094,5.1117,0.3998,1.2846,0.5956,0.0,0.9691,0.458,yes,yes,yes,yes,no,PASS,,2654645474
OSM_kallio_community_offset_n_5000m_1000m_0901,1000,osm,kallio_community,compact_residential,,5195,5193,26977635.0,5144.66,5142.53,26456581.77,0.9806857336254362,81691,96333,2250045.76,0.003570846740272081,12.4049,7.2833,2.3585,6,0.0802,0.3279,1,1.0,13036,0.135322,12369,0.151412,12431.8,2527.93,1.1944,5.1117,0.3998,1.2846,0.5956,0.0,0.9691,0.458,yes,yes,yes,yes,no,PASS,,588581352
OSM_kallio_community_offset_n_5000m_1500m_0170,200,osm,kallio_community,compact_residential,,5162,5183,26754646.0,5111.87,5132.94,26238920.26,0.9807238810285793,78695,92497,2214561.25,0.003457231316011432,12.7082,7.5781,2.3508,6,0.0731,0.317,1,1.0,11820,0.127788,11323,0.143885,12688.21,2919.18,1.2031,5.1308,0.3747,1.2247,0.5851,0.0,0.9686,0.4565,yes,yes,yes,yes,no,PASS,,2405674994
OSM_kallio_community_offset_n_5000m_1500m_0753,800,osm,kallio_community,compact_residential,,5162,5183,26754646.0,5111.87,5132.94,26238920.26,0.9807238810285793,78695,92497,2214561.25,0.003457231316011432,12.7082,7.5781,2.3508,6,0.0731,0.317,1,1.0,11820,0.127788,11323,0.143885,12688.21,2905.71,1.195,5.1308,0.3747,1.2247,0.5851,0.0,0.9686,0.4565,yes,yes,yes,yes,no,PASS,,4276889030
OSM_kallio_community_offset_n_5000m_200m_0034,100,osm,kallio_community,compact_residential,,5121,5225,26757225.0,5070.16,5174.5,26235516.09,0.980502129384262,89016,104840,2312536.53,0.003918194057866613,11.78,6.8157,2.3555,6,0.0964,0.3394,1,1.0,15914,0.151793,14978,0.168262,10125.84,2941.22,1.1815,5.0643,0.4096,1.4679,0.6245,0.0,0.97,0.4654,yes,yes,yes,yes,no,PASS,,1015113443
OSM_kallio_community_offset_n_5000m_200m_0610,800,osm,kallio_community,compact_residential,,5121,5225,26757225.0,5070.16,5174.5,26235516.09,0.980502129384262,89016,104840,2312536.53,0.003918194057866613,11.78,6.8157,2.3555,6,0.0964,0.3394,1,1.0,15914,0.151793,14978,0.168262,10125.84,2469.79,1.1848,5.0643,0.4096,1.4679,0.6245,0.0,0.97,0.4654,yes,yes,yes,yes,no,PASS,,1781718791
OSM_kallio_community_offset_n_5000m_500m_0462,600,osm,kallio_community,compact_residential,,5094,5173,26351262.0,5043.72,5122.56,25836756.56,0.9804751118140289,87098,102544,2297963.39,0.003891426528262669,11.9383,6.9436,2.3547,6,0.0906,0.3345,1,1.0,14820,0.144523,13983,0.160543,10530.55,2387.17,1.1787,5.0897,0.409,1.4287,0.6155,0.0,0.9698,0.4631,yes,yes,yes,yes,no,PASS,,396309370
OSM_kallio_community_offset_n_5000m_500m_1048,1200,osm,kallio_community,compact_residential,,5094,5173,26351262.0,5043.72,5122.56,25836756.56,0.9804751118140289,87098,102544,2297963.39,0.003891426528262669,11.9383,6.9436,2.3547,6,0.0906,0.3345,1,1.0,14820,0.144523,13983,0.160543,10530.55,2612.06,1.2037,5.0897,0.409,1.4287,0.6155,0.0,0.9698,0.4631,yes,yes,yes,yes,no,PASS,,107012644
OSM_kallio_community_offset_n_500m_1000m_0091,100,osm,kallio_community,compact_residential,,554,560,310240.0,503.05,509.18,256141.97,0.8256252212665391,750,891,20318.99,0.0028719700876740587,12.6362,6.7543,2.376,5,0.0787,0.3427,1,1.0,127,0.142536,118,0.157333,1560.06,358.05,1.4239,3.2133,0.084,1.1602,0.7334,0.0,0.8698,0.4534,yes,yes,yes,yes,no,PASS,,3530618355
OSM_kallio_community_offset_n_500m_1000m_0669,800,osm,kallio_community,compact_residential,,554,560,310240.0,503.05,509.18,256141.97,0.8256252212665391,750,891,20318.99,0.0028719700876740587,12.6362,6.7543,2.376,5,0.0787,0.3427,1,1.0,127,0.142536,118,0.157333,1560.06,355.67,1.3796,3.2133,0.084,1.1602,0.7334,0.0,0.8698,0.4534,yes,yes,yes,yes,no,PASS,,2211854204
OSM_kallio_community_offset_n_500m_1500m_0512,600,osm,kallio_community,compact_residential,,546,559,305214.0,495.99,508.31,252117.23,0.8260343057866265,870,1007,24825.83,0.003299324408447843,12.5828,7.9327,2.3149,5,0.0989,0.3218,1,1.0,199,0.197617,192,0.22069,1666.96,404.93,1.533,4.667,0.3989,1.318,0.6384,0.0,0.8937,0.4741,yes,yes,yes,yes,no,PASS,,1446624112
OSM_kallio_community_offset_n_500m_1500m_1101,1200,osm,kallio_community,compact_residential,,546,559,305214.0,495.99,508.31,252117.23,0.8260343057866265,870,1007,24825.83,0.003299324408447843,12.5828,7.9327,2.3149,5,0.0989,0.3218,1,1.0,199,0.197617,192,0.22069,1666.96,350.87,1.4038,4.667,0.3989,1.318,0.6384,0.0,0.8937,0.4741,yes,yes,yes,yes,no,PASS,,3455290719
OSM_kallio_community_offset_n_500m_200m_0361,400,osm,kallio_community,compact_residential,,554,557,308578.0,503.97,506.77,255400.31,0.827668576092992,1368,1640,31225.15,0.005314701631354147,10.201,6.1001,2.3977,5,0.1016,0.3604,1,1.0,288,0.17561,273,0.199561,1067.38,330.55,1.3405,4.0235,0.5733,1.423,0.6576,0.0,0.8744,0.4591,yes,yes,yes,yes,no,PASS,,2113675309
OSM_kallio_community_offset_n_500m_200m_0957,1000,osm,kallio_community,compact_residential,,554,557,308578.0,503.97,506.77,255400.31,0.827668576092992,1368,1640,31225.15,0.005314701631354147,10.201,6.1001,2.3977,5,0.1016,0.3604,1,1.0,288,0.17561,273,0.199561,1067.38,294.19,1.3478,4.0235,0.5733,1.423,0.6576,0.0,0.8744,0.4591,yes,yes,yes,yes,no,PASS,,3810855052
OSM_kallio_community_offset_n_500m_500m_0230,400,osm,kallio_community,compact_residential,,554,561,310794.0,503.79,510.94,257405.52,0.828219092690521,1292,1550,27627.33,0.004987226265629323,10.2895,6.2013,2.3994,5,0.0728,0.3398,1,1.0,201,0.129677,190,0.147059,1338.36,382.14,1.449,4.4203,0.5326,1.2385,0.664,0.0,0.88,0.4468,yes,yes,yes,yes,no,PASS,,233648509
OSM_kallio_community_offset_n_500m_500m_0811,1000,osm,kallio_community,compact_residential,,554,561,310794.0,503.79,510.94,257405.52,0.828219092690521,1292,1550,27627.33,0.004987226265629323,10.2895,6.2013,2.3994,5,0.0728,0.3398,1,1.0,201,0.129677,190,0.147059,1338.36,393.97,1.4132,4.4203,0.5326,1.2385,0.664,0.0,0.88,0.4468,yes,yes,yes,yes,no,PASS,,2676700510
OSM_kumpula_campus_offset_e_1000m_1000m_0067,100,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,358.05,1.295,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,2861542399
OSM_kumpula_campus_offset_e_1000m_1000m_0171,200,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,371.48,1.2904,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,1720188236
OSM_kumpula_campus_offset_e_1000m_1000m_0290,400,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,432.25,1.2838,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,2839302237
OSM_kumpula_campus_offset_e_1000m_1000m_0399,400,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,390.61,1.2963,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,4185165110
OSM_kumpula_campus_offset_e_1000m_1000m_0513,600,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,424.89,1.2984,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,329709316
OSM_kumpula_campus_offset_e_1000m_1000m_0639,800,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,410.59,1.257,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,2018819669
OSM_kumpula_campus_offset_e_1000m_1000m_0755,800,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,355.17,1.2905,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,4075346374
OSM_kumpula_campus_offset_e_1000m_1000m_0880,1000,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,350.68,1.2956,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,2911605264
OSM_kumpula_campus_offset_e_1000m_1000m_0990,1000,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,362.99,1.4334,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,529788587
OSM_kumpula_campus_offset_e_1000m_1000m_1103,1200,osm,kumpula_campus,campus_compact,,398,1039,413522.0,347.17,988.51,343180.77,0.8298972551980254,994,1181,31762.49,0.0028559544594967136,13.4758,8.5901,2.3763,5,0.0523,0.3209,1,1.0,98,0.082981,97,0.097586,1370.81,318.0,1.2872,4.6005,0.2664,6.9465,0.4801,0.0,0.8798,0.4424,yes,yes,partial,partial,no,PASS,,1020027715
OSM_kumpula_campus_offset_e_1000m_1500m_0092,100,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,475.28,1.2924,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,893044758
OSM_kumpula_campus_offset_e_1000m_1500m_0199,200,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,423.46,1.3819,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,400024668
OSM_kumpula_campus_offset_e_1000m_1500m_0314,400,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,371.14,1.3098,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,2588126392
OSM_kumpula_campus_offset_e_1000m_1500m_0433,600,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,425.05,1.3723,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,2494081755
OSM_kumpula_campus_offset_e_1000m_1500m_0552,600,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,453.46,1.3781,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,652818271
OSM_kumpula_campus_offset_e_1000m_1500m_0670,800,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,455.09,1.3043,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,389388489
OSM_kumpula_campus_offset_e_1000m_1500m_0781,800,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,418.3,1.3456,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,2138810476
OSM_kumpula_campus_offset_e_1000m_1500m_0902,1000,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,426.73,1.3422,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,793750595
OSM_kumpula_campus_offset_e_1000m_1500m_1020,1200,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,418.21,1.3649,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,2398304276
OSM_kumpula_campus_offset_e_1000m_1500m_1139,1200,osm,kumpula_campus,campus_compact,,685,962,658970.0,634.59,911.25,578272.22,0.8775395165617113,866,927,12307.87,0.0014067408227992169,6.6385,5.6295,2.1409,4,0.0185,0.1374,1,1.0,133,0.143474,134,0.154734,1453.18,376.33,1.2815,5.1412,0.315,3.9297,0.5439,0.0,0.9223,0.4752,yes,yes,partial,partial,no,PASS,,3087524061
OSM_kumpula_campus_offset_e_1000m_200m_0009,100,osm,kumpula_campus,campus_compact,,1070,1058,1132060.0,1019.95,1007.43,1027524.99,0.9076594812348558,3497,4131,106920.56,0.003649099871031571,13.2722,7.7421,2.3626,5,0.0643,0.3223,1,1.0,411,0.099492,391,0.11181,2291.06,584.54,1.3629,4.7464,0.1886,1.6408,0.6285,0.0,0.9121,0.4504,yes,yes,partial,partial,no,PASS,,4237744931
OSM_kumpula_campus_offset_e_1000m_200m_0120,200,osm,kumpula_campus,campus_compact,,1070,1058,1132060.0,1019.95,1007.43,1027524.99,0.9076594812348558,3497,4131,106920.56,0.003649099871031571,13.2722,7.7421,2.3626,5,0.0643,0.3223,1,1.0,411,0.099492,391,0.11181,2291.06,608.85,1.3126,4.7464,0.1886,1.6408,0.6285,0.0,0.9121,0.4504,yes,yes,partial,partial,no,PASS,,151666527
OSM_kumpula_campus_offset_e_1000m_200m_0232,400,osm,kumpula_campus,campus_compact,,1070,1058,1132060.0,1019.95,1007.43,1027524.99,0.9076594812348558,3497,4131,106920.56,0.003649099871031571,13.2722,7.7421,2.3626,5,0.0643,0.3223,1,1.0,411,0.099492,391,0.11181,2291.06,623.35,1.3347,4.7464,0.1886,1.6408,0.6285,0.0,0.9121,0.4504,yes,yes,partial,partial,no,PASS,,185892384
OSM_kumpula_campus_offset_e_1000m_200m_0338,400,osm,kumpula_campus,campus_compact,,1070,1058,1132060.0,1019.95,1007.43,1027524.99,0.9076594812348558,3497,4131,106920.56,0.003649099871031571,13.2722,7.7421,2.3626,5,0.0643,0.3223,1,1.0,411,0.099492,391,0.11181,2291.06,688.98,1.4212,4.7464,0.1886,1.6408,0.6285,0.0,0.9121,0.4504,yes,yes,partial,partial,no,PASS,,888624351
OSM_kumpula_campus_offset_e_1000m_200m_0465,600,osm,kumpula_campus,campus_compact,,1070,1058,1132060.0,1019.95,1007.43,1027524.99,0.9076594812348558,3497,4131,106920.56,0.003649099871031571,13.2722,7.7421,2.3626,5,0.0643,0.3223,1,1.0,411,0.099492,391,0.11181,2291.06,679.13,1.2889,4.7464,0.1886,1.6408,0.6285,0.0,0.9121,0.4504,yes,yes,partial,partial,no,PASS,,1724543236
OSM_kumpula_campus_offset_e_1000m_200m_0582,600,osm,kumpula_campus,campus_compact,,1070,1058,1132060.0,1019.95,1007.43,1027524.99,0.9076594812348558,3497,4131,106920.56,0.003649099871031571,13.2722,7.7421,2.3626,5,0.0643,0.3223,1,1.0,411,0.099492,391,0.11181,2291.06,580.04,1.2882,4.7464,0.1886,1.6408,0.6285,0.0,0.9121,0.4504,yes,yes,partial,partial,no,PASS,,1068327184
