scenario,base_scenario,traffic_profile,end_time,first_contact_time,last_contact_time,total_encounters,contact_time_per_min,ratio_contact_nodes,pct_nodes_ever_contacted,time_to_50pct_contact_nodes,time_to_80pct_contact_nodes,time_to_90pct_contact_nodes,first_contact_time_median,pair_coverage_final_pct,time_to_90pct_pair_coverage,useful_time_recommendation,useful_time_ratio,tail_time_ratio,classification,data_source,spatial_data_available
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP12_GroupToGroup,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP12,43200.0,96.9,43197.8,1182.0,1.6417,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,16143.3,43197.8,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP01_Baseline,V4_CarOwnership_0_ManhattanMidtownGrid,TP01,43200.0,0.1,42922.5,3753.0,5.2125,0.4836,86.42,717.3,5342.9,nan,487.65,36.05,31350.5,42922.5,0.9936,0.0064,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP02_LowLoad,V4_CarOwnership_0_ManhattanMidtownGrid,TP02,43200.0,0.1,42922.5,3753.0,5.2125,0.4836,86.42,717.3,5342.9,nan,487.65,36.05,31350.5,42922.5,0.9936,0.0064,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP03_ManySmall,V4_CarOwnership_0_ManhattanMidtownGrid,TP03,43200.0,0.1,43056.3,4001.0,5.5569,0.5285,83.95,717.3,5402.2,nan,381.4,37.16,31049.5,43056.3,0.9967,0.0033,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP04_FewLarge,V4_CarOwnership_0_ManhattanMidtownGrid,TP04,43200.0,0.1,42922.5,3753.0,5.2125,0.4836,86.42,717.3,5342.9,nan,487.65,36.05,31350.5,42922.5,0.9936,0.0064,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP05_CriticalTTL,V4_CarOwnership_0_ManhattanMidtownGrid,TP05,43200.0,0.1,42922.5,3753.0,5.2125,0.4836,86.42,717.3,5342.9,nan,487.65,36.05,31350.5,42922.5,0.9936,0.0064,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP06_OneToMany,V4_CarOwnership_0_ManhattanMidtownGrid,TP06,43200.0,0.1,42852.2,4009.0,5.5681,0.4834,85.19,717.3,5342.9,nan,381.4,35.0,31439.6,42852.2,0.9919,0.0081,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP07_BurstWindow,V4_CarOwnership_0_ManhattanMidtownGrid,TP07,43200.0,0.1,42520.9,4086.0,5.675,0.5329,83.95,717.3,5342.9,nan,381.4,37.47,31646.4,42520.9,0.9843,0.0157,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP08_HubTarget,V4_CarOwnership_0_ManhattanMidtownGrid,TP08,43200.0,0.1,42852.2,4009.0,5.5681,0.4834,85.19,717.3,5342.9,nan,381.4,35.0,31439.6,42852.2,0.9919,0.0081,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP09_Bimodal,V4_CarOwnership_0_ManhattanMidtownGrid,TP09,43200.0,0.1,42879.5,3822.0,5.3083,0.4886,83.95,717.3,5342.9,nan,381.4,34.35,31254.9,42879.5,0.9926,0.0074,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP10_Storm,V4_CarOwnership_0_ManhattanMidtownGrid,TP10,43200.0,0.1,43199.9,3824.0,5.3111,0.4978,83.95,717.3,5342.9,nan,381.4,35.0,30725.7,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP11_ManyToOne,V4_CarOwnership_0_ManhattanMidtownGrid,TP11,43200.0,0.1,42852.2,4009.0,5.5681,0.4834,85.19,717.3,5342.9,nan,381.4,35.0,31439.6,42852.2,0.9919,0.0081,sufficient_activity,ConnectivityONEReport,no
V4_CarOwnership_0_ManhattanMidtownGrid__TP12_GroupToGroup,V4_CarOwnership_0_ManhattanMidtownGrid,TP12,43200.0,0.1,43155.6,3771.0,5.2375,0.5044,83.95,717.3,5342.9,nan,381.4,35.46,31046.4,43155.6,0.999,0.001,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP01_Baseline,V5_CarOwnership_100_ManhattanMidtownGrid,TP01,43200.0,0.1,43126.0,2722.0,3.7806,0.1201,87.8,814.8,5252.0,nan,629.8,9.24,37561.4,43126.0,0.9983,0.0017,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP02_LowLoad,V5_CarOwnership_100_ManhattanMidtownGrid,TP02,43200.0,0.1,43188.8,2679.0,3.7208,0.1214,90.24,814.8,5252.0,42087.4,690.65,9.88,37350.6,43188.8,0.9997,0.0003,late_exploration,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP03_ManySmall,V5_CarOwnership_100_ManhattanMidtownGrid,TP03,43200.0,0.1,43183.7,2744.0,3.8111,0.1233,89.02,814.8,5252.0,nan,671.0,9.76,37888.4,43183.7,0.9996,0.0004,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP04_FewLarge,V5_CarOwnership_100_ManhattanMidtownGrid,TP04,43200.0,0.1,43180.4,2735.0,3.7986,0.1276,86.59,814.8,5252.0,nan,588.6,9.55,37635.8,43180.4,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP05_CriticalTTL,V5_CarOwnership_100_ManhattanMidtownGrid,TP05,43200.0,0.1,43126.0,2722.0,3.7806,0.1201,87.8,814.8,5252.0,nan,629.8,9.24,37561.4,43126.0,0.9983,0.0017,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP06_OneToMany,V5_CarOwnership_100_ManhattanMidtownGrid,TP06,43200.0,0.1,43199.9,2768.0,3.8444,0.1298,89.02,814.8,5252.0,nan,671.0,10.27,39530.8,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP07_BurstWindow,V5_CarOwnership_100_ManhattanMidtownGrid,TP07,43200.0,0.1,43177.0,2724.0,3.7833,0.115,87.8,814.8,5252.0,nan,629.8,8.85,36852.5,43177.0,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP08_HubTarget,V5_CarOwnership_100_ManhattanMidtownGrid,TP08,43200.0,0.1,43199.9,2768.0,3.8444,0.1298,89.02,814.8,5252.0,nan,671.0,10.27,39530.8,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP09_Bimodal,V5_CarOwnership_100_ManhattanMidtownGrid,TP09,43200.0,0.1,43172.2,2733.0,3.7958,0.1176,89.02,814.8,5252.0,nan,671.0,9.3,38149.4,43172.2,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP10_Storm,V5_CarOwnership_100_ManhattanMidtownGrid,TP10,43200.0,0.1,42870.3,2726.0,3.7861,0.1149,89.02,814.8,5252.0,nan,671.0,9.09,36424.3,42870.3,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP11_ManyToOne,V5_CarOwnership_100_ManhattanMidtownGrid,TP11,43200.0,0.1,43199.9,2768.0,3.8444,0.1298,89.02,814.8,5252.0,nan,671.0,10.27,39530.8,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V5_CarOwnership_100_ManhattanMidtownGrid__TP12_GroupToGroup,V5_CarOwnership_100_ManhattanMidtownGrid,TP12,43200.0,0.1,43141.6,2734.0,3.7972,0.1199,89.02,814.8,5252.0,nan,671.0,9.49,38094.9,43141.6,0.9986,0.0014,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP01_Baseline,R10_TinyRange_5m,TP01,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP02_LowLoad,R10_TinyRange_5m,TP02,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP03_ManySmall,R10_TinyRange_5m,TP03,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP04_FewLarge,R10_TinyRange_5m,TP04,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP05_CriticalTTL,R10_TinyRange_5m,TP05,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP06_OneToMany,R10_TinyRange_5m,TP06,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP07_BurstWindow,R10_TinyRange_5m,TP07,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP08_HubTarget,R10_TinyRange_5m,TP08,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP09_Bimodal,R10_TinyRange_5m,TP09,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP10_Storm,R10_TinyRange_5m,TP10,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP11_ManyToOne,R10_TinyRange_5m,TP11,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R10_TinyRange_5m__TP12_GroupToGroup,R10_TinyRange_5m,TP12,43200.0,0.1,43200.1,678.0,0.9417,0.7661,100.0,942.3,1369.3,2891.3,969.15,76.61,35348.6,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP01_Baseline,R11_SpeedExtremeLow,TP01,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP02_LowLoad,R11_SpeedExtremeLow,TP02,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP03_ManySmall,R11_SpeedExtremeLow,TP03,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP04_FewLarge,R11_SpeedExtremeLow,TP04,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP05_CriticalTTL,R11_SpeedExtremeLow,TP05,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP06_OneToMany,R11_SpeedExtremeLow,TP06,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP07_BurstWindow,R11_SpeedExtremeLow,TP07,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP08_HubTarget,R11_SpeedExtremeLow,TP08,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP09_Bimodal,R11_SpeedExtremeLow,TP09,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP10_Storm,R11_SpeedExtremeLow,TP10,43200.0,0.1,43191.3,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.3,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP11_ManyToOne,R11_SpeedExtremeLow,TP11,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R11_SpeedExtremeLow__TP12_GroupToGroup,R11_SpeedExtremeLow,TP12,43200.0,0.1,43191.2,1441.0,2.0014,0.9762,100.0,182.7,685.9,815.7,199.64999999999998,97.62,21880.8,43191.2,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP01_Baseline,R12_SpeedExtremeHigh,TP01,43200.0,0.1,43199.6,35026.0,48.6472,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP02_LowLoad,R12_SpeedExtremeHigh,TP02,43200.0,0.1,43199.7,35019.0,48.6375,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP03_ManySmall,R12_SpeedExtremeHigh,TP03,43200.0,0.1,43199.7,35058.0,48.6917,1.0,100.0,25.4,66.5,119.7,25.4,100.0,2055.2,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP04_FewLarge,R12_SpeedExtremeHigh,TP04,43200.0,0.1,43199.6,35374.0,49.1306,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP05_CriticalTTL,R12_SpeedExtremeHigh,TP05,43200.0,0.1,43199.6,35026.0,48.6472,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP06_OneToMany,R12_SpeedExtremeHigh,TP06,43200.0,0.1,43199.8,35743.0,49.6431,1.0,100.0,25.4,66.5,119.7,25.4,100.0,2033.8,43199.8,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP07_BurstWindow,R12_SpeedExtremeHigh,TP07,43200.0,0.1,43200.1,34717.0,48.2181,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP08_HubTarget,R12_SpeedExtremeHigh,TP08,43200.0,0.1,43199.8,35743.0,49.6431,1.0,100.0,25.4,66.5,119.7,25.4,100.0,2033.8,43199.8,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP09_Bimodal,R12_SpeedExtremeHigh,TP09,43200.0,0.1,43200.1,35311.0,49.0431,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP10_Storm,R12_SpeedExtremeHigh,TP10,43200.0,0.1,43199.1,35244.0,48.95,1.0,100.0,25.4,66.5,119.7,25.4,100.0,2056.5,43199.1,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP11_ManyToOne,R12_SpeedExtremeHigh,TP11,43200.0,0.1,43199.8,35743.0,49.6431,1.0,100.0,25.4,66.5,119.7,25.4,100.0,2033.8,43199.8,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R12_SpeedExtremeHigh__TP12_GroupToGroup,R12_SpeedExtremeHigh,TP12,43200.0,0.1,43200.1,35016.0,48.6333,1.0,100.0,25.4,66.5,119.7,25.4,100.0,1925.3,43200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP01_Baseline,R1_Rural_RandomWaypoint,TP01,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP02_LowLoad,R1_Rural_RandomWaypoint,TP02,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP03_ManySmall,R1_Rural_RandomWaypoint,TP03,43200.0,0.1,43199.5,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.5,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP04_FewLarge,R1_Rural_RandomWaypoint,TP04,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP05_CriticalTTL,R1_Rural_RandomWaypoint,TP05,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP06_OneToMany,R1_Rural_RandomWaypoint,TP06,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP07_BurstWindow,R1_Rural_RandomWaypoint,TP07,43200.0,0.1,43199.6,2038.0,2.8306,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP08_HubTarget,R1_Rural_RandomWaypoint,TP08,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP09_Bimodal,R1_Rural_RandomWaypoint,TP09,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP10_Storm,R1_Rural_RandomWaypoint,TP10,43200.0,0.1,43199.5,2038.0,2.8306,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.1,43199.5,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP11_ManyToOne,R1_Rural_RandomWaypoint,TP11,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R1_Rural_RandomWaypoint__TP12_GroupToGroup,R1_Rural_RandomWaypoint,TP12,43200.0,0.1,43199.6,2037.0,2.8292,1.0,100.0,87.0,311.2,647.5,87.0,100.0,13404.2,43199.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP01_Baseline,R2_VillagesTrails_ThreeClusters,TP01,43200.0,0.1,43130.4,697.0,0.9681,0.3127,100.0,917.1,1628.3,2702.4,917.1,31.27,26554.4,43130.4,0.9984,0.0016,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP02_LowLoad,R2_VillagesTrails_ThreeClusters,TP02,43200.0,0.1,43188.9,716.0,0.9944,0.3063,100.0,917.1,1628.3,2702.4,917.1,30.63,24712.3,43188.9,0.9997,0.0003,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP03_ManySmall,R2_VillagesTrails_ThreeClusters,TP03,43200.0,0.1,43183.0,693.0,0.9625,0.3095,100.0,917.1,1628.3,2702.4,917.1,30.95,26937.6,43183.0,0.9996,0.0004,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP04_FewLarge,R2_VillagesTrails_ThreeClusters,TP04,43200.0,0.1,43020.9,694.0,0.9639,0.3111,100.0,953.0,1936.1,2981.2,957.1,31.11,27282.2,43020.9,0.9959,0.0041,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP05_CriticalTTL,R2_VillagesTrails_ThreeClusters,TP05,43200.0,0.1,43130.4,697.0,0.9681,0.3127,100.0,917.1,1628.3,2702.4,917.1,31.27,26554.4,43130.4,0.9984,0.0016,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP06_OneToMany,R2_VillagesTrails_ThreeClusters,TP06,43200.0,0.1,42973.5,689.0,0.9569,0.3048,100.0,917.1,1628.3,2702.4,917.1,30.48,26118.8,42973.5,0.9948,0.0052,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP07_BurstWindow,R2_VillagesTrails_ThreeClusters,TP07,43200.0,0.1,43148.1,703.0,0.9764,0.3079,100.0,917.1,1628.3,2702.4,917.1,30.79,25002.7,43148.1,0.9988,0.0012,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP08_HubTarget,R2_VillagesTrails_ThreeClusters,TP08,43200.0,0.1,42973.5,689.0,0.9569,0.3048,100.0,917.1,1628.3,2702.4,917.1,30.48,26118.8,42973.5,0.9948,0.0052,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP09_Bimodal,R2_VillagesTrails_ThreeClusters,TP09,43200.0,0.1,43130.4,697.0,0.9681,0.3127,100.0,917.1,1628.3,2702.4,917.1,31.27,26554.4,43130.4,0.9984,0.0016,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP10_Storm,R2_VillagesTrails_ThreeClusters,TP10,43200.0,0.1,43151.2,687.0,0.9542,0.3048,100.0,917.1,1628.3,2702.4,917.1,30.48,26700.4,43151.2,0.9989,0.0011,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP11_ManyToOne,R2_VillagesTrails_ThreeClusters,TP11,43200.0,0.1,42973.5,689.0,0.9569,0.3048,100.0,917.1,1628.3,2702.4,917.1,30.48,26118.8,42973.5,0.9948,0.0052,sufficient_activity,ConnectivityONEReport,no
R2_VillagesTrails_ThreeClusters__TP12_GroupToGroup,R2_VillagesTrails_ThreeClusters,TP12,43200.0,0.1,43188.9,716.0,0.9944,0.3063,100.0,917.1,1628.3,2702.4,917.1,30.63,24712.3,43188.9,0.9997,0.0003,sufficient_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP01_Baseline,R3_WildlifeTracking,TP01,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP02_LowLoad,R3_WildlifeTracking,TP02,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP03_ManySmall,R3_WildlifeTracking,TP03,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP04_FewLarge,R3_WildlifeTracking,TP04,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP05_CriticalTTL,R3_WildlifeTracking,TP05,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP06_OneToMany,R3_WildlifeTracking,TP06,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP07_BurstWindow,R3_WildlifeTracking,TP07,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP08_HubTarget,R3_WildlifeTracking,TP08,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP09_Bimodal,R3_WildlifeTracking,TP09,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP10_Storm,R3_WildlifeTracking,TP10,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
R3_WildlifeTracking__TP11_ManyToOne,R3_WildlifeTracking,TP11,43200.0,585.8,43173.1,92.0,0.1278,0.3842,100.0,5575.2,9627.2,10898.1,5575.2,38.42,35350.0,43173.1,0.9994,0.0006,moderate_activity,ConnectivityONEReport,no
