scenario,base_scenario,traffic_profile,end_time,first_contact_time,last_contact_time,total_encounters,contact_time_per_min,ratio_contact_nodes,pct_nodes_ever_contacted,time_to_50pct_contact_nodes,time_to_80pct_contact_nodes,time_to_90pct_contact_nodes,first_contact_time_median,pair_coverage_final_pct,time_to_90pct_pair_coverage,useful_time_recommendation,useful_time_ratio,tail_time_ratio,classification,data_source,spatial_data_available
C2_ExamDay_LongStays__TP01_Baseline,C2_ExamDay_LongStays,TP01,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP02_LowLoad,C2_ExamDay_LongStays,TP02,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP03_ManySmall,C2_ExamDay_LongStays,TP03,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP04_FewLarge,C2_ExamDay_LongStays,TP04,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP05_CriticalTTL,C2_ExamDay_LongStays,TP05,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP06_OneToMany,C2_ExamDay_LongStays,TP06,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP07_BurstWindow,C2_ExamDay_LongStays,TP07,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP08_HubTarget,C2_ExamDay_LongStays,TP08,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP09_Bimodal,C2_ExamDay_LongStays,TP09,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP10_Storm,C2_ExamDay_LongStays,TP10,43200.0,0.1,43199.8,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.8,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP11_ManyToOne,C2_ExamDay_LongStays,TP11,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C2_ExamDay_LongStays__TP12_GroupToGroup,C2_ExamDay_LongStays,TP12,43200.0,0.1,43199.9,1002.0,1.3917,0.5745,100.0,919.8,1446.5,2512.5,919.8,57.45,37640.3,43199.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP01_Baseline,C3_Hackathon_24h,TP01,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP02_LowLoad,C3_Hackathon_24h,TP02,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP03_ManySmall,C3_Hackathon_24h,TP03,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP04_FewLarge,C3_Hackathon_24h,TP04,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP05_CriticalTTL,C3_Hackathon_24h,TP05,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP06_OneToMany,C3_Hackathon_24h,TP06,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP07_BurstWindow,C3_Hackathon_24h,TP07,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP08_HubTarget,C3_Hackathon_24h,TP08,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP09_Bimodal,C3_Hackathon_24h,TP09,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP10_Storm,C3_Hackathon_24h,TP10,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP11_ManyToOne,C3_Hackathon_24h,TP11,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C3_Hackathon_24h__TP12_GroupToGroup,C3_Hackathon_24h,TP12,86400.0,891.1,86358.3,717.0,0.4979,0.5833,100.0,2386.5,4196.0,5387.6,2475.95,58.33,71637.3,86358.3,0.9995,0.0005,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP01_Baseline,C4_Stadium_IngressEgress,TP01,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP02_LowLoad,C4_Stadium_IngressEgress,TP02,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP03_ManySmall,C4_Stadium_IngressEgress,TP03,10800.0,0.1,10798.6,2217.0,12.3167,0.5079,100.0,106.9,458.0,613.4,118.10000000000001,50.79,9362.2,10798.6,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP04_FewLarge,C4_Stadium_IngressEgress,TP04,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP05_CriticalTTL,C4_Stadium_IngressEgress,TP05,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP06_OneToMany,C4_Stadium_IngressEgress,TP06,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP07_BurstWindow,C4_Stadium_IngressEgress,TP07,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP08_HubTarget,C4_Stadium_IngressEgress,TP08,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP09_Bimodal,C4_Stadium_IngressEgress,TP09,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP10_Storm,C4_Stadium_IngressEgress,TP10,10800.0,0.1,10797.2,2206.0,12.2556,0.5051,100.0,106.9,458.0,613.4,118.10000000000001,50.51,9259.5,10797.2,0.9997,0.0003,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP11_ManyToOne,C4_Stadium_IngressEgress,TP11,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C4_Stadium_IngressEgress__TP12_GroupToGroup,C4_Stadium_IngressEgress,TP12,10800.0,0.1,10794.0,2280.0,12.6667,0.513,100.0,106.9,458.0,613.4,118.10000000000001,51.3,9146.9,10794.0,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP01_Baseline,C5_Library_Quiet,TP01,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP02_LowLoad,C5_Library_Quiet,TP02,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP03_ManySmall,C5_Library_Quiet,TP03,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP04_FewLarge,C5_Library_Quiet,TP04,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP05_CriticalTTL,C5_Library_Quiet,TP05,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP06_OneToMany,C5_Library_Quiet,TP06,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP07_BurstWindow,C5_Library_Quiet,TP07,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP08_HubTarget,C5_Library_Quiet,TP08,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP09_Bimodal,C5_Library_Quiet,TP09,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP10_Storm,C5_Library_Quiet,TP10,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP11_ManyToOne,C5_Library_Quiet,TP11,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C5_Library_Quiet__TP12_GroupToGroup,C5_Library_Quiet,TP12,43200.0,1904.8,42870.1,279.0,0.3875,0.2718,100.0,5116.3,7783.6,11900.8,5136.450000000001,27.18,35985.4,42870.1,0.9924,0.0076,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP01_Baseline,C6_EmergencyDrill_Evacuation,TP01,7200.0,0.5,7198.5,5813.0,48.4417,0.838,100.0,26.5,112.0,155.5,27.25,83.8,5494.0,7198.5,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP02_LowLoad,C6_EmergencyDrill_Evacuation,TP02,7200.0,0.5,7200.0,5870.0,48.9167,0.843,100.0,26.5,112.0,155.5,27.25,84.3,5535.0,7200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP03_ManySmall,C6_EmergencyDrill_Evacuation,TP03,7200.0,0.5,7200.0,5871.0,48.925,0.8462,100.0,26.5,112.0,155.5,27.25,84.62,5685.0,7200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP04_FewLarge,C6_EmergencyDrill_Evacuation,TP04,7200.0,0.5,7200.0,6059.0,50.4917,0.8519,100.0,26.5,112.0,155.5,27.25,85.19,5418.5,7200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,C6_EmergencyDrill_Evacuation,TP05,7200.0,0.5,7198.5,5813.0,48.4417,0.838,100.0,26.5,112.0,155.5,27.25,83.8,5494.0,7198.5,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP06_OneToMany,C6_EmergencyDrill_Evacuation,TP06,7200.0,0.5,7199.5,6002.0,50.0167,0.8475,100.0,26.5,112.0,155.5,27.25,84.75,5489.0,7199.5,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,C6_EmergencyDrill_Evacuation,TP07,7200.0,0.5,7200.0,5876.0,48.9667,0.843,100.0,26.5,112.0,155.5,27.25,84.3,5599.5,7200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP08_HubTarget,C6_EmergencyDrill_Evacuation,TP08,7200.0,0.5,7199.5,6002.0,50.0167,0.8475,100.0,26.5,112.0,155.5,27.25,84.75,5489.0,7199.5,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP09_Bimodal,C6_EmergencyDrill_Evacuation,TP09,7200.0,0.5,7200.0,5958.0,49.65,0.8421,100.0,26.5,112.0,155.5,27.25,84.21,5443.5,7200.0,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP10_Storm,C6_EmergencyDrill_Evacuation,TP10,7200.0,0.5,7199.5,6128.0,51.0667,0.8519,100.0,26.5,112.0,155.5,27.25,85.19,5391.5,7199.5,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,C6_EmergencyDrill_Evacuation,TP11,7200.0,0.5,7199.5,6002.0,50.0167,0.8475,100.0,26.5,112.0,155.5,27.25,84.75,5489.0,7199.5,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,C6_EmergencyDrill_Evacuation,TP12,7200.0,0.5,7199.0,5784.0,48.2,0.8256,100.0,26.5,112.0,155.5,27.25,82.56,5629.0,7199.0,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP01_Baseline,V1_TaxiLow_ManhattanMidtownGrid,TP01,43200.0,737.5,43137.8,494.0,0.6861,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43137.8,0.9986,0.0014,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP02_LowLoad,V1_TaxiLow_ManhattanMidtownGrid,TP02,43200.0,737.5,43190.4,429.0,0.5958,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43190.4,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP03_ManySmall,V1_TaxiLow_ManhattanMidtownGrid,TP03,43200.0,737.5,43176.2,551.0,0.7653,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43176.2,0.9994,0.0006,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP04_FewLarge,V1_TaxiLow_ManhattanMidtownGrid,TP04,43200.0,737.5,43112.3,474.0,0.6583,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43112.3,0.998,0.002,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP05_CriticalTTL,V1_TaxiLow_ManhattanMidtownGrid,TP05,43200.0,737.5,43137.8,494.0,0.6861,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43137.8,0.9986,0.0014,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP06_OneToMany,V1_TaxiLow_ManhattanMidtownGrid,TP06,43200.0,737.5,43190.4,429.0,0.5958,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43190.4,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP07_BurstWindow,V1_TaxiLow_ManhattanMidtownGrid,TP07,43200.0,737.5,43187.8,493.0,0.6847,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43187.8,0.9997,0.0003,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP08_HubTarget,V1_TaxiLow_ManhattanMidtownGrid,TP08,43200.0,737.5,43190.4,429.0,0.5958,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43190.4,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP09_Bimodal,V1_TaxiLow_ManhattanMidtownGrid,TP09,43200.0,737.5,43137.8,494.0,0.6861,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43137.8,0.9986,0.0014,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP10_Storm,V1_TaxiLow_ManhattanMidtownGrid,TP10,43200.0,737.5,43192.0,432.0,0.6,1.0,100.0,763.4,763.4,780.1,763.4,100.0,14317.8,43192.0,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP11_ManyToOne,V1_TaxiLow_ManhattanMidtownGrid,TP11,43200.0,737.5,43190.4,429.0,0.5958,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43190.4,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V1_TaxiLow_ManhattanMidtownGrid__TP12_GroupToGroup,V1_TaxiLow_ManhattanMidtownGrid,TP12,43200.0,737.5,43190.4,429.0,0.5958,1.0,100.0,763.4,763.4,780.2,763.4,100.0,2820.7,43190.4,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP01_Baseline,V2_TaxiHigh_ManhattanMidtownGrid,TP01,43200.0,0.1,43199.7,25968.0,36.0667,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6298.4,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP02_LowLoad,V2_TaxiHigh_ManhattanMidtownGrid,TP02,43200.0,0.1,43198.9,25311.0,35.1542,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6895.0,43198.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP03_ManySmall,V2_TaxiHigh_ManhattanMidtownGrid,TP03,43200.0,0.1,43199.1,24389.0,33.8736,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6327.0,43199.1,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP04_FewLarge,V2_TaxiHigh_ManhattanMidtownGrid,TP04,43200.0,0.1,43199.7,25857.0,35.9125,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6895.0,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP05_CriticalTTL,V2_TaxiHigh_ManhattanMidtownGrid,TP05,43200.0,0.1,43199.7,25968.0,36.0667,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6298.4,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP06_OneToMany,V2_TaxiHigh_ManhattanMidtownGrid,TP06,43200.0,0.1,43198.9,25448.0,35.3444,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6181.6,43198.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP07_BurstWindow,V2_TaxiHigh_ManhattanMidtownGrid,TP07,43200.0,0.1,43199.8,25485.0,35.3958,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6895.0,43199.8,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP08_HubTarget,V2_TaxiHigh_ManhattanMidtownGrid,TP08,43200.0,0.1,43198.9,25448.0,35.3444,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6181.6,43198.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP09_Bimodal,V2_TaxiHigh_ManhattanMidtownGrid,TP09,43200.0,0.1,43196.3,25480.0,35.3889,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6298.4,43196.3,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP10_Storm,V2_TaxiHigh_ManhattanMidtownGrid,TP10,43200.0,0.1,43198.6,25758.0,35.775,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6191.6,43198.6,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP11_ManyToOne,V2_TaxiHigh_ManhattanMidtownGrid,TP11,43200.0,0.1,43198.9,25448.0,35.3444,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6181.6,43198.9,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V2_TaxiHigh_ManhattanMidtownGrid__TP12_GroupToGroup,V2_TaxiHigh_ManhattanMidtownGrid,TP12,43200.0,0.1,43199.2,25069.0,34.8181,1.0,100.0,19.8,85.1,134.5,21.75,100.0,6298.4,43199.2,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP01_Baseline,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP01,43200.0,96.9,43192.7,1034.0,1.4361,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,13830.0,43192.7,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP02_LowLoad,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP02,43200.0,96.9,43185.3,1056.0,1.4667,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,13830.0,43185.3,0.9997,0.0003,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP03_ManySmall,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP03,43200.0,96.9,43157.5,1208.0,1.6778,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,15682.5,43157.5,0.999,0.001,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP04_FewLarge,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP04,43200.0,96.9,43110.7,1049.0,1.4569,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,13830.0,43110.7,0.9979,0.0021,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP05_CriticalTTL,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP05,43200.0,96.9,43192.7,1034.0,1.4361,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,13830.0,43192.7,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP06_OneToMany,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP06,43200.0,96.9,43199.7,1147.0,1.5931,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,15744.8,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP07_BurstWindow,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP07,43200.0,96.9,43193.9,1170.0,1.625,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,16452.3,43193.9,0.9999,0.0001,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP08_HubTarget,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP08,43200.0,96.9,43199.7,1147.0,1.5931,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,15744.8,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP09_Bimodal,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP09,43200.0,96.9,43192.7,1034.0,1.4361,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,13830.0,43192.7,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP10_Storm,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP10,43200.0,96.9,43189.5,1028.0,1.4278,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,10264.3,43189.5,0.9998,0.0002,sufficient_activity,ConnectivityONEReport,no
V3_BusOnlyCarriers_ManhattanMidtownGrid__TP11_ManyToOne,V3_BusOnlyCarriers_ManhattanMidtownGrid,TP11,43200.0,96.9,43199.7,1147.0,1.5931,1.0,100.0,148.7,1077.8,1189.6,148.7,100.0,15744.8,43199.7,1.0,0.0,sufficient_activity,ConnectivityONEReport,no
