scenario,time_bin_end,cells_new_in_bin,cumulative_unique_cells,coverage_pct
C1_Campus_ClassChange__TP01_Baseline,300.0,228,228,9.12
C1_Campus_ClassChange__TP01_Baseline,600.0,184,412,16.48
C1_Campus_ClassChange__TP01_Baseline,900.0,184,596,23.84
C1_Campus_ClassChange__TP01_Baseline,1200.0,137,733,29.32
C1_Campus_ClassChange__TP01_Baseline,1500.0,139,872,34.88
C1_Campus_ClassChange__TP01_Baseline,1800.0,106,978,39.12
C1_Campus_ClassChange__TP01_Baseline,2100.0,116,1094,43.76
C1_Campus_ClassChange__TP01_Baseline,2400.0,96,1190,47.6
C1_Campus_ClassChange__TP01_Baseline,2700.0,86,1276,51.04
C1_Campus_ClassChange__TP01_Baseline,3000.0,76,1352,54.08
C1_Campus_ClassChange__TP01_Baseline,3300.0,81,1433,57.32
C1_Campus_ClassChange__TP01_Baseline,3600.0,66,1499,59.96
C1_Campus_ClassChange__TP01_Baseline,3900.0,60,1559,62.36
C1_Campus_ClassChange__TP01_Baseline,4200.0,52,1611,64.44
C1_Campus_ClassChange__TP01_Baseline,4500.0,52,1663,66.52
C1_Campus_ClassChange__TP01_Baseline,4800.0,56,1719,68.76
C1_Campus_ClassChange__TP01_Baseline,5100.0,40,1759,70.36
C1_Campus_ClassChange__TP01_Baseline,5400.0,41,1800,72.0
C1_Campus_ClassChange__TP01_Baseline,5700.0,43,1843,73.72
C1_Campus_ClassChange__TP01_Baseline,6000.0,35,1878,75.12
C1_Campus_ClassChange__TP01_Baseline,6300.0,33,1911,76.44
C1_Campus_ClassChange__TP01_Baseline,6600.0,24,1935,77.4
C1_Campus_ClassChange__TP01_Baseline,6900.0,17,1952,78.08
C1_Campus_ClassChange__TP01_Baseline,7200.0,28,1980,79.2
C1_Campus_ClassChange__TP01_Baseline,7500.0,29,2009,80.36
C1_Campus_ClassChange__TP01_Baseline,7800.0,18,2027,81.08
C1_Campus_ClassChange__TP01_Baseline,8100.0,21,2048,81.92
C1_Campus_ClassChange__TP01_Baseline,8400.0,23,2071,82.84
C1_Campus_ClassChange__TP01_Baseline,8700.0,26,2097,83.88
C1_Campus_ClassChange__TP01_Baseline,9000.0,15,2112,84.48
C1_Campus_ClassChange__TP01_Baseline,9300.0,21,2133,85.32
C1_Campus_ClassChange__TP01_Baseline,9600.0,10,2143,85.72
C1_Campus_ClassChange__TP01_Baseline,9900.0,13,2156,86.24
C1_Campus_ClassChange__TP01_Baseline,10200.0,10,2166,86.64
C1_Campus_ClassChange__TP01_Baseline,10500.0,10,2176,87.04
C1_Campus_ClassChange__TP01_Baseline,10800.0,8,2184,87.36
C1_Campus_ClassChange__TP01_Baseline,11100.0,8,2192,87.68
C1_Campus_ClassChange__TP01_Baseline,11400.0,12,2204,88.16
C1_Campus_ClassChange__TP01_Baseline,11700.0,14,2218,88.72
C1_Campus_ClassChange__TP01_Baseline,12000.0,22,2240,89.6
C1_Campus_ClassChange__TP01_Baseline,12300.0,10,2250,90.0
C1_Campus_ClassChange__TP01_Baseline,12600.0,9,2259,90.36
C1_Campus_ClassChange__TP01_Baseline,12900.0,6,2265,90.6
C1_Campus_ClassChange__TP01_Baseline,13200.0,8,2273,90.92
C1_Campus_ClassChange__TP01_Baseline,13500.0,8,2281,91.24
C1_Campus_ClassChange__TP01_Baseline,13800.0,10,2291,91.64
C1_Campus_ClassChange__TP01_Baseline,14100.0,5,2296,91.84
C1_Campus_ClassChange__TP01_Baseline,14400.0,4,2300,92.0
C1_Campus_ClassChange__TP01_Baseline,14700.0,6,2306,92.24
C1_Campus_ClassChange__TP01_Baseline,15000.0,9,2315,92.6
C1_Campus_ClassChange__TP01_Baseline,15300.0,5,2320,92.8
C1_Campus_ClassChange__TP01_Baseline,15600.0,7,2327,93.08
C1_Campus_ClassChange__TP01_Baseline,15900.0,6,2333,93.32
C1_Campus_ClassChange__TP01_Baseline,16200.0,9,2342,93.68
C1_Campus_ClassChange__TP01_Baseline,16500.0,2,2344,93.76
C1_Campus_ClassChange__TP01_Baseline,16800.0,4,2348,93.92
C1_Campus_ClassChange__TP01_Baseline,17100.0,5,2353,94.12
C1_Campus_ClassChange__TP01_Baseline,17400.0,4,2357,94.28
C1_Campus_ClassChange__TP01_Baseline,17700.0,4,2361,94.44
C1_Campus_ClassChange__TP01_Baseline,18000.0,4,2365,94.6
C1_Campus_ClassChange__TP01_Baseline,18300.0,4,2369,94.76
C1_Campus_ClassChange__TP01_Baseline,18600.0,3,2372,94.88
C1_Campus_ClassChange__TP01_Baseline,18900.0,3,2375,95.0
C1_Campus_ClassChange__TP01_Baseline,19200.0,4,2379,95.16
C1_Campus_ClassChange__TP01_Baseline,19500.0,8,2387,95.48
C1_Campus_ClassChange__TP01_Baseline,19800.0,1,2388,95.52
C1_Campus_ClassChange__TP01_Baseline,20100.0,5,2393,95.72
C1_Campus_ClassChange__TP01_Baseline,20400.0,2,2395,95.8
C1_Campus_ClassChange__TP01_Baseline,20700.0,3,2398,95.92
C1_Campus_ClassChange__TP01_Baseline,21000.0,4,2402,96.08
C1_Campus_ClassChange__TP01_Baseline,21300.0,4,2406,96.24
C1_Campus_ClassChange__TP01_Baseline,21600.0,2,2408,96.32
C1_Campus_ClassChange__TP01_Baseline,21900.0,0,2408,96.32
C1_Campus_ClassChange__TP01_Baseline,22200.0,1,2409,96.36
C1_Campus_ClassChange__TP01_Baseline,22500.0,1,2410,96.4
C1_Campus_ClassChange__TP01_Baseline,22800.0,1,2411,96.44
C1_Campus_ClassChange__TP01_Baseline,23100.0,3,2414,96.56
C1_Campus_ClassChange__TP01_Baseline,23400.0,1,2415,96.6
C1_Campus_ClassChange__TP01_Baseline,23700.0,2,2417,96.68
C1_Campus_ClassChange__TP01_Baseline,24000.0,2,2419,96.76
C1_Campus_ClassChange__TP01_Baseline,24300.0,0,2419,96.76
C1_Campus_ClassChange__TP01_Baseline,24600.0,2,2421,96.84
C1_Campus_ClassChange__TP01_Baseline,24900.0,5,2426,97.04
C1_Campus_ClassChange__TP01_Baseline,25200.0,2,2428,97.12
C1_Campus_ClassChange__TP01_Baseline,25500.0,2,2430,97.2
C1_Campus_ClassChange__TP01_Baseline,25800.0,4,2434,97.36
C1_Campus_ClassChange__TP01_Baseline,26100.0,0,2434,97.36
C1_Campus_ClassChange__TP01_Baseline,26400.0,1,2435,97.4
C1_Campus_ClassChange__TP01_Baseline,26700.0,2,2437,97.48
C1_Campus_ClassChange__TP01_Baseline,27000.0,5,2442,97.68
C1_Campus_ClassChange__TP01_Baseline,27300.0,0,2442,97.68
C1_Campus_ClassChange__TP01_Baseline,27600.0,2,2444,97.76
C1_Campus_ClassChange__TP01_Baseline,27900.0,1,2445,97.8
C1_Campus_ClassChange__TP01_Baseline,28200.0,0,2445,97.8
C1_Campus_ClassChange__TP01_Baseline,28500.0,0,2445,97.8
C1_Campus_ClassChange__TP01_Baseline,28800.0,4,2449,97.96
C1_Campus_ClassChange__TP01_Baseline,29100.0,3,2452,98.08
C1_Campus_ClassChange__TP01_Baseline,29400.0,1,2453,98.12
C1_Campus_ClassChange__TP01_Baseline,29700.0,0,2453,98.12
C1_Campus_ClassChange__TP01_Baseline,30000.0,1,2454,98.16
C1_Campus_ClassChange__TP01_Baseline,30300.0,1,2455,98.2
C1_Campus_ClassChange__TP01_Baseline,30600.0,1,2456,98.24
C1_Campus_ClassChange__TP01_Baseline,30900.0,1,2457,98.28
C1_Campus_ClassChange__TP01_Baseline,31200.0,0,2457,98.28
C1_Campus_ClassChange__TP01_Baseline,31500.0,0,2457,98.28
C1_Campus_ClassChange__TP01_Baseline,31800.0,3,2460,98.4
C1_Campus_ClassChange__TP01_Baseline,32100.0,1,2461,98.44
C1_Campus_ClassChange__TP01_Baseline,32400.0,2,2463,98.52
C1_Campus_ClassChange__TP01_Baseline,32700.0,0,2463,98.52
C1_Campus_ClassChange__TP01_Baseline,33000.0,0,2463,98.52
C1_Campus_ClassChange__TP01_Baseline,33300.0,1,2464,98.56
C1_Campus_ClassChange__TP01_Baseline,33600.0,3,2467,98.68
C1_Campus_ClassChange__TP01_Baseline,33900.0,0,2467,98.68
C1_Campus_ClassChange__TP01_Baseline,34200.0,0,2467,98.68
C1_Campus_ClassChange__TP01_Baseline,34500.0,0,2467,98.68
C1_Campus_ClassChange__TP01_Baseline,34800.0,1,2468,98.72
C1_Campus_ClassChange__TP01_Baseline,35100.0,2,2470,98.8
C1_Campus_ClassChange__TP01_Baseline,35400.0,1,2471,98.84
C1_Campus_ClassChange__TP01_Baseline,35700.0,1,2472,98.88
C1_Campus_ClassChange__TP01_Baseline,36000.0,1,2473,98.92
C1_Campus_ClassChange__TP01_Baseline,36300.0,0,2473,98.92
C1_Campus_ClassChange__TP01_Baseline,36600.0,0,2473,98.92
C1_Campus_ClassChange__TP01_Baseline,36900.0,0,2473,98.92
C1_Campus_ClassChange__TP01_Baseline,37200.0,1,2474,98.96
C1_Campus_ClassChange__TP01_Baseline,37500.0,0,2474,98.96
C1_Campus_ClassChange__TP01_Baseline,37800.0,0,2474,98.96
C1_Campus_ClassChange__TP01_Baseline,38100.0,1,2475,99.0
C1_Campus_ClassChange__TP01_Baseline,38400.0,1,2476,99.04
C1_Campus_ClassChange__TP01_Baseline,38700.0,0,2476,99.04
C1_Campus_ClassChange__TP01_Baseline,39000.0,1,2477,99.08
C1_Campus_ClassChange__TP01_Baseline,39300.0,0,2477,99.08
C1_Campus_ClassChange__TP01_Baseline,39600.0,0,2477,99.08
C1_Campus_ClassChange__TP01_Baseline,39900.0,1,2478,99.12
C1_Campus_ClassChange__TP01_Baseline,40200.0,0,2478,99.12
C1_Campus_ClassChange__TP01_Baseline,40500.0,2,2480,99.2
C1_Campus_ClassChange__TP01_Baseline,40800.0,0,2480,99.2
C1_Campus_ClassChange__TP01_Baseline,41100.0,0,2480,99.2
C1_Campus_ClassChange__TP01_Baseline,41400.0,1,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,41700.0,0,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,42000.0,0,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,42300.0,0,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,42600.0,0,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,42900.0,0,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,43200.0,0,2481,99.24
C1_Campus_ClassChange__TP01_Baseline,43200.1,0,2481,99.24
C1_Campus_ClassChange__TP02_LowLoad,300.0,228,228,9.12
C1_Campus_ClassChange__TP02_LowLoad,600.0,184,412,16.48
C1_Campus_ClassChange__TP02_LowLoad,900.0,184,596,23.84
C1_Campus_ClassChange__TP02_LowLoad,1200.0,137,733,29.32
C1_Campus_ClassChange__TP02_LowLoad,1500.0,139,872,34.88
C1_Campus_ClassChange__TP02_LowLoad,1800.0,106,978,39.12
C1_Campus_ClassChange__TP02_LowLoad,2100.0,116,1094,43.76
C1_Campus_ClassChange__TP02_LowLoad,2400.0,96,1190,47.6
C1_Campus_ClassChange__TP02_LowLoad,2700.0,86,1276,51.04
C1_Campus_ClassChange__TP02_LowLoad,3000.0,76,1352,54.08
C1_Campus_ClassChange__TP02_LowLoad,3300.0,81,1433,57.32
C1_Campus_ClassChange__TP02_LowLoad,3600.0,66,1499,59.96
C1_Campus_ClassChange__TP02_LowLoad,3900.0,60,1559,62.36
C1_Campus_ClassChange__TP02_LowLoad,4200.0,52,1611,64.44
C1_Campus_ClassChange__TP02_LowLoad,4500.0,52,1663,66.52
C1_Campus_ClassChange__TP02_LowLoad,4800.0,56,1719,68.76
C1_Campus_ClassChange__TP02_LowLoad,5100.0,40,1759,70.36
C1_Campus_ClassChange__TP02_LowLoad,5400.0,41,1800,72.0
C1_Campus_ClassChange__TP02_LowLoad,5700.0,43,1843,73.72
C1_Campus_ClassChange__TP02_LowLoad,6000.0,35,1878,75.12
C1_Campus_ClassChange__TP02_LowLoad,6300.0,33,1911,76.44
C1_Campus_ClassChange__TP02_LowLoad,6600.0,24,1935,77.4
C1_Campus_ClassChange__TP02_LowLoad,6900.0,17,1952,78.08
C1_Campus_ClassChange__TP02_LowLoad,7200.0,28,1980,79.2
C1_Campus_ClassChange__TP02_LowLoad,7500.0,29,2009,80.36
C1_Campus_ClassChange__TP02_LowLoad,7800.0,18,2027,81.08
C1_Campus_ClassChange__TP02_LowLoad,8100.0,21,2048,81.92
C1_Campus_ClassChange__TP02_LowLoad,8400.0,23,2071,82.84
C1_Campus_ClassChange__TP02_LowLoad,8700.0,26,2097,83.88
C1_Campus_ClassChange__TP02_LowLoad,9000.0,15,2112,84.48
C1_Campus_ClassChange__TP02_LowLoad,9300.0,21,2133,85.32
C1_Campus_ClassChange__TP02_LowLoad,9600.0,10,2143,85.72
C1_Campus_ClassChange__TP02_LowLoad,9900.0,13,2156,86.24
C1_Campus_ClassChange__TP02_LowLoad,10200.0,10,2166,86.64
C1_Campus_ClassChange__TP02_LowLoad,10500.0,10,2176,87.04
C1_Campus_ClassChange__TP02_LowLoad,10800.0,8,2184,87.36
C1_Campus_ClassChange__TP02_LowLoad,11100.0,8,2192,87.68
C1_Campus_ClassChange__TP02_LowLoad,11400.0,12,2204,88.16
C1_Campus_ClassChange__TP02_LowLoad,11700.0,14,2218,88.72
C1_Campus_ClassChange__TP02_LowLoad,12000.0,18,2236,89.44
C1_Campus_ClassChange__TP02_LowLoad,12300.0,11,2247,89.88
C1_Campus_ClassChange__TP02_LowLoad,12600.0,9,2256,90.24
C1_Campus_ClassChange__TP02_LowLoad,12900.0,4,2260,90.4
C1_Campus_ClassChange__TP02_LowLoad,13200.0,4,2264,90.56
C1_Campus_ClassChange__TP02_LowLoad,13500.0,15,2279,91.16
C1_Campus_ClassChange__TP02_LowLoad,13800.0,10,2289,91.56
C1_Campus_ClassChange__TP02_LowLoad,14100.0,3,2292,91.68
C1_Campus_ClassChange__TP02_LowLoad,14400.0,5,2297,91.88
C1_Campus_ClassChange__TP02_LowLoad,14700.0,7,2304,92.16
C1_Campus_ClassChange__TP02_LowLoad,15000.0,5,2309,92.36
C1_Campus_ClassChange__TP02_LowLoad,15300.0,6,2315,92.6
C1_Campus_ClassChange__TP02_LowLoad,15600.0,0,2315,92.6
C1_Campus_ClassChange__TP02_LowLoad,15900.0,8,2323,92.92
C1_Campus_ClassChange__TP02_LowLoad,16200.0,3,2326,93.04
C1_Campus_ClassChange__TP02_LowLoad,16500.0,8,2334,93.36
C1_Campus_ClassChange__TP02_LowLoad,16800.0,4,2338,93.52
C1_Campus_ClassChange__TP02_LowLoad,17100.0,1,2339,93.56
C1_Campus_ClassChange__TP02_LowLoad,17400.0,2,2341,93.64
C1_Campus_ClassChange__TP02_LowLoad,17700.0,4,2345,93.8
C1_Campus_ClassChange__TP02_LowLoad,18000.0,3,2348,93.92
C1_Campus_ClassChange__TP02_LowLoad,18300.0,4,2352,94.08
C1_Campus_ClassChange__TP02_LowLoad,18600.0,4,2356,94.24
C1_Campus_ClassChange__TP02_LowLoad,18900.0,10,2366,94.64
C1_Campus_ClassChange__TP02_LowLoad,19200.0,5,2371,94.84
C1_Campus_ClassChange__TP02_LowLoad,19500.0,8,2379,95.16
C1_Campus_ClassChange__TP02_LowLoad,19800.0,5,2384,95.36
C1_Campus_ClassChange__TP02_LowLoad,20100.0,4,2388,95.52
C1_Campus_ClassChange__TP02_LowLoad,20400.0,2,2390,95.6
C1_Campus_ClassChange__TP02_LowLoad,20700.0,3,2393,95.72
C1_Campus_ClassChange__TP02_LowLoad,21000.0,7,2400,96.0
C1_Campus_ClassChange__TP02_LowLoad,21300.0,1,2401,96.04
C1_Campus_ClassChange__TP02_LowLoad,21600.0,4,2405,96.2
C1_Campus_ClassChange__TP02_LowLoad,21900.0,0,2405,96.2
C1_Campus_ClassChange__TP02_LowLoad,22200.0,3,2408,96.32
C1_Campus_ClassChange__TP02_LowLoad,22500.0,5,2413,96.52
C1_Campus_ClassChange__TP02_LowLoad,22800.0,0,2413,96.52
C1_Campus_ClassChange__TP02_LowLoad,23100.0,4,2417,96.68
C1_Campus_ClassChange__TP02_LowLoad,23400.0,2,2419,96.76
C1_Campus_ClassChange__TP02_LowLoad,23700.0,2,2421,96.84
C1_Campus_ClassChange__TP02_LowLoad,24000.0,1,2422,96.88
C1_Campus_ClassChange__TP02_LowLoad,24300.0,0,2422,96.88
C1_Campus_ClassChange__TP02_LowLoad,24600.0,1,2423,96.92
C1_Campus_ClassChange__TP02_LowLoad,24900.0,1,2424,96.96
C1_Campus_ClassChange__TP02_LowLoad,25200.0,0,2424,96.96
C1_Campus_ClassChange__TP02_LowLoad,25500.0,0,2424,96.96
C1_Campus_ClassChange__TP02_LowLoad,25800.0,1,2425,97.0
C1_Campus_ClassChange__TP02_LowLoad,26100.0,2,2427,97.08
C1_Campus_ClassChange__TP02_LowLoad,26400.0,2,2429,97.16
C1_Campus_ClassChange__TP02_LowLoad,26700.0,4,2433,97.32
C1_Campus_ClassChange__TP02_LowLoad,27000.0,2,2435,97.4
C1_Campus_ClassChange__TP02_LowLoad,27300.0,2,2437,97.48
C1_Campus_ClassChange__TP02_LowLoad,27600.0,4,2441,97.64
C1_Campus_ClassChange__TP02_LowLoad,27900.0,1,2442,97.68
C1_Campus_ClassChange__TP02_LowLoad,28200.0,2,2444,97.76
C1_Campus_ClassChange__TP02_LowLoad,28500.0,1,2445,97.8
C1_Campus_ClassChange__TP02_LowLoad,28800.0,2,2447,97.88
C1_Campus_ClassChange__TP02_LowLoad,29100.0,2,2449,97.96
C1_Campus_ClassChange__TP02_LowLoad,29400.0,0,2449,97.96
C1_Campus_ClassChange__TP02_LowLoad,29700.0,1,2450,98.0
C1_Campus_ClassChange__TP02_LowLoad,30000.0,1,2451,98.04
C1_Campus_ClassChange__TP02_LowLoad,30300.0,1,2452,98.08
C1_Campus_ClassChange__TP02_LowLoad,30600.0,0,2452,98.08
C1_Campus_ClassChange__TP02_LowLoad,30900.0,1,2453,98.12
C1_Campus_ClassChange__TP02_LowLoad,31200.0,1,2454,98.16
C1_Campus_ClassChange__TP02_LowLoad,31500.0,0,2454,98.16
C1_Campus_ClassChange__TP02_LowLoad,31800.0,2,2456,98.24
C1_Campus_ClassChange__TP02_LowLoad,32100.0,2,2458,98.32
C1_Campus_ClassChange__TP02_LowLoad,32400.0,0,2458,98.32
C1_Campus_ClassChange__TP02_LowLoad,32700.0,2,2460,98.4
C1_Campus_ClassChange__TP02_LowLoad,33000.0,1,2461,98.44
C1_Campus_ClassChange__TP02_LowLoad,33300.0,2,2463,98.52
C1_Campus_ClassChange__TP02_LowLoad,33600.0,0,2463,98.52
C1_Campus_ClassChange__TP02_LowLoad,33900.0,0,2463,98.52
C1_Campus_ClassChange__TP02_LowLoad,34200.0,1,2464,98.56
C1_Campus_ClassChange__TP02_LowLoad,34500.0,0,2464,98.56
C1_Campus_ClassChange__TP02_LowLoad,34800.0,0,2464,98.56
C1_Campus_ClassChange__TP02_LowLoad,35100.0,0,2464,98.56
C1_Campus_ClassChange__TP02_LowLoad,35400.0,0,2464,98.56
C1_Campus_ClassChange__TP02_LowLoad,35700.0,1,2465,98.6
C1_Campus_ClassChange__TP02_LowLoad,36000.0,1,2466,98.64
C1_Campus_ClassChange__TP02_LowLoad,36300.0,1,2467,98.68
C1_Campus_ClassChange__TP02_LowLoad,36600.0,0,2467,98.68
C1_Campus_ClassChange__TP02_LowLoad,36900.0,0,2467,98.68
C1_Campus_ClassChange__TP02_LowLoad,37200.0,0,2467,98.68
C1_Campus_ClassChange__TP02_LowLoad,37500.0,1,2468,98.72
C1_Campus_ClassChange__TP02_LowLoad,37800.0,0,2468,98.72
C1_Campus_ClassChange__TP02_LowLoad,38100.0,0,2468,98.72
C1_Campus_ClassChange__TP02_LowLoad,38400.0,1,2469,98.76
C1_Campus_ClassChange__TP02_LowLoad,38700.0,0,2469,98.76
C1_Campus_ClassChange__TP02_LowLoad,39000.0,0,2469,98.76
C1_Campus_ClassChange__TP02_LowLoad,39300.0,2,2471,98.84
C1_Campus_ClassChange__TP02_LowLoad,39600.0,2,2473,98.92
C1_Campus_ClassChange__TP02_LowLoad,39900.0,0,2473,98.92
C1_Campus_ClassChange__TP02_LowLoad,40200.0,1,2474,98.96
C1_Campus_ClassChange__TP02_LowLoad,40500.0,1,2475,99.0
C1_Campus_ClassChange__TP02_LowLoad,40800.0,1,2476,99.04
C1_Campus_ClassChange__TP02_LowLoad,41100.0,2,2478,99.12
C1_Campus_ClassChange__TP02_LowLoad,41400.0,1,2479,99.16
C1_Campus_ClassChange__TP02_LowLoad,41700.0,0,2479,99.16
C1_Campus_ClassChange__TP02_LowLoad,42000.0,0,2479,99.16
C1_Campus_ClassChange__TP02_LowLoad,42300.0,0,2479,99.16
C1_Campus_ClassChange__TP02_LowLoad,42600.0,0,2479,99.16
C1_Campus_ClassChange__TP02_LowLoad,42900.0,1,2480,99.2
C1_Campus_ClassChange__TP02_LowLoad,43200.0,1,2481,99.24
C1_Campus_ClassChange__TP02_LowLoad,43200.1,0,2481,99.24
C1_Campus_ClassChange__TP03_ManySmall,300.0,228,228,9.12
C1_Campus_ClassChange__TP03_ManySmall,600.0,184,412,16.48
C1_Campus_ClassChange__TP03_ManySmall,900.0,184,596,23.84
C1_Campus_ClassChange__TP03_ManySmall,1200.0,137,733,29.32
C1_Campus_ClassChange__TP03_ManySmall,1500.0,139,872,34.88
C1_Campus_ClassChange__TP03_ManySmall,1800.0,106,978,39.12
C1_Campus_ClassChange__TP03_ManySmall,2100.0,116,1094,43.76
C1_Campus_ClassChange__TP03_ManySmall,2400.0,96,1190,47.6
C1_Campus_ClassChange__TP03_ManySmall,2700.0,86,1276,51.04
C1_Campus_ClassChange__TP03_ManySmall,3000.0,75,1351,54.04
C1_Campus_ClassChange__TP03_ManySmall,3300.0,82,1433,57.32
C1_Campus_ClassChange__TP03_ManySmall,3600.0,66,1499,59.96
C1_Campus_ClassChange__TP03_ManySmall,3900.0,60,1559,62.36
C1_Campus_ClassChange__TP03_ManySmall,4200.0,52,1611,64.44
C1_Campus_ClassChange__TP03_ManySmall,4500.0,52,1663,66.52
C1_Campus_ClassChange__TP03_ManySmall,4800.0,56,1719,68.76
C1_Campus_ClassChange__TP03_ManySmall,5100.0,40,1759,70.36
C1_Campus_ClassChange__TP03_ManySmall,5400.0,41,1800,72.0
C1_Campus_ClassChange__TP03_ManySmall,5700.0,43,1843,73.72
C1_Campus_ClassChange__TP03_ManySmall,6000.0,35,1878,75.12
C1_Campus_ClassChange__TP03_ManySmall,6300.0,33,1911,76.44
C1_Campus_ClassChange__TP03_ManySmall,6600.0,24,1935,77.4
C1_Campus_ClassChange__TP03_ManySmall,6900.0,17,1952,78.08
C1_Campus_ClassChange__TP03_ManySmall,7200.0,28,1980,79.2
C1_Campus_ClassChange__TP03_ManySmall,7500.0,29,2009,80.36
C1_Campus_ClassChange__TP03_ManySmall,7800.0,18,2027,81.08
C1_Campus_ClassChange__TP03_ManySmall,8100.0,21,2048,81.92
C1_Campus_ClassChange__TP03_ManySmall,8400.0,23,2071,82.84
C1_Campus_ClassChange__TP03_ManySmall,8700.0,26,2097,83.88
C1_Campus_ClassChange__TP03_ManySmall,9000.0,15,2112,84.48
C1_Campus_ClassChange__TP03_ManySmall,9300.0,21,2133,85.32
C1_Campus_ClassChange__TP03_ManySmall,9600.0,15,2148,85.92
C1_Campus_ClassChange__TP03_ManySmall,9900.0,11,2159,86.36
C1_Campus_ClassChange__TP03_ManySmall,10200.0,15,2174,86.96
C1_Campus_ClassChange__TP03_ManySmall,10500.0,14,2188,87.52
C1_Campus_ClassChange__TP03_ManySmall,10800.0,10,2198,87.92
C1_Campus_ClassChange__TP03_ManySmall,11100.0,12,2210,88.4
C1_Campus_ClassChange__TP03_ManySmall,11400.0,8,2218,88.72
C1_Campus_ClassChange__TP03_ManySmall,11700.0,13,2231,89.24
C1_Campus_ClassChange__TP03_ManySmall,12000.0,21,2252,90.08
C1_Campus_ClassChange__TP03_ManySmall,12300.0,10,2262,90.48
C1_Campus_ClassChange__TP03_ManySmall,12600.0,6,2268,90.72
C1_Campus_ClassChange__TP03_ManySmall,12900.0,11,2279,91.16
C1_Campus_ClassChange__TP03_ManySmall,13200.0,11,2290,91.6
C1_Campus_ClassChange__TP03_ManySmall,13500.0,3,2293,91.72
C1_Campus_ClassChange__TP03_ManySmall,13800.0,5,2298,91.92
C1_Campus_ClassChange__TP03_ManySmall,14100.0,5,2303,92.12
C1_Campus_ClassChange__TP03_ManySmall,14400.0,7,2310,92.4
C1_Campus_ClassChange__TP03_ManySmall,14700.0,7,2317,92.68
C1_Campus_ClassChange__TP03_ManySmall,15000.0,3,2320,92.8
C1_Campus_ClassChange__TP03_ManySmall,15300.0,5,2325,93.0
C1_Campus_ClassChange__TP03_ManySmall,15600.0,5,2330,93.2
C1_Campus_ClassChange__TP03_ManySmall,15900.0,5,2335,93.4
C1_Campus_ClassChange__TP03_ManySmall,16200.0,4,2339,93.56
C1_Campus_ClassChange__TP03_ManySmall,16500.0,5,2344,93.76
C1_Campus_ClassChange__TP03_ManySmall,16800.0,2,2346,93.84
C1_Campus_ClassChange__TP03_ManySmall,17100.0,7,2353,94.12
C1_Campus_ClassChange__TP03_ManySmall,17400.0,0,2353,94.12
C1_Campus_ClassChange__TP03_ManySmall,17700.0,5,2358,94.32
C1_Campus_ClassChange__TP03_ManySmall,18000.0,5,2363,94.52
C1_Campus_ClassChange__TP03_ManySmall,18300.0,5,2368,94.72
C1_Campus_ClassChange__TP03_ManySmall,18600.0,4,2372,94.88
C1_Campus_ClassChange__TP03_ManySmall,18900.0,3,2375,95.0
C1_Campus_ClassChange__TP03_ManySmall,19200.0,7,2382,95.28
C1_Campus_ClassChange__TP03_ManySmall,19500.0,3,2385,95.4
C1_Campus_ClassChange__TP03_ManySmall,19800.0,2,2387,95.48
C1_Campus_ClassChange__TP03_ManySmall,20100.0,1,2388,95.52
C1_Campus_ClassChange__TP03_ManySmall,20400.0,5,2393,95.72
C1_Campus_ClassChange__TP03_ManySmall,20700.0,0,2393,95.72
C1_Campus_ClassChange__TP03_ManySmall,21000.0,3,2396,95.84
C1_Campus_ClassChange__TP03_ManySmall,21300.0,4,2400,96.0
C1_Campus_ClassChange__TP03_ManySmall,21600.0,1,2401,96.04
C1_Campus_ClassChange__TP03_ManySmall,21900.0,0,2401,96.04
C1_Campus_ClassChange__TP03_ManySmall,22200.0,6,2407,96.28
C1_Campus_ClassChange__TP03_ManySmall,22500.0,3,2410,96.4
C1_Campus_ClassChange__TP03_ManySmall,22800.0,3,2413,96.52
C1_Campus_ClassChange__TP03_ManySmall,23100.0,3,2416,96.64
C1_Campus_ClassChange__TP03_ManySmall,23400.0,1,2417,96.68
C1_Campus_ClassChange__TP03_ManySmall,23700.0,2,2419,96.76
C1_Campus_ClassChange__TP03_ManySmall,24000.0,2,2421,96.84
C1_Campus_ClassChange__TP03_ManySmall,24300.0,5,2426,97.04
C1_Campus_ClassChange__TP03_ManySmall,24600.0,0,2426,97.04
C1_Campus_ClassChange__TP03_ManySmall,24900.0,0,2426,97.04
C1_Campus_ClassChange__TP03_ManySmall,25200.0,2,2428,97.12
C1_Campus_ClassChange__TP03_ManySmall,25500.0,1,2429,97.16
C1_Campus_ClassChange__TP03_ManySmall,25800.0,3,2432,97.28
C1_Campus_ClassChange__TP03_ManySmall,26100.0,0,2432,97.28
C1_Campus_ClassChange__TP03_ManySmall,26400.0,2,2434,97.36
C1_Campus_ClassChange__TP03_ManySmall,26700.0,3,2437,97.48
C1_Campus_ClassChange__TP03_ManySmall,27000.0,0,2437,97.48
C1_Campus_ClassChange__TP03_ManySmall,27300.0,0,2437,97.48
