feature_set,threshold,policy,shuffle_seed,manifest_scenarios,duplicates_removed,unique_vectors,selected,retention_manifest_pct,retention_unique_pct,max_abs_r,pairs_above_threshold,elapsed_s,out_dir
full46,0.7,strict,26,100800,23040,77760,149,0.14781746031746032,0.19161522633744857,0.6998655197032296,0,10.031701564788818,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_026
full46,0.7,strict,27,100800,23040,77760,149,0.14781746031746032,0.19161522633744857,0.6998418787969973,0,10.226300954818726,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_027
full46,0.7,strict,28,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.699630539339978,0,10.352075815200806,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_028
full46,0.7,strict,29,100800,23040,77760,144,0.14285714285714285,0.18518518518518517,0.699898411194241,0,10.144310235977173,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_029
full46,0.7,strict,30,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6998309749879328,0,10.60279631614685,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_030
full46,0.7,strict,31,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.699719904673103,0,10.63840365409851,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_031
full46,0.7,strict,32,100800,23040,77760,152,0.15079365079365079,0.19547325102880658,0.6998630020322072,0,10.235548973083496,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_032
full46,0.7,strict,33,100800,23040,77760,156,0.15476190476190477,0.2006172839506173,0.6999110857232793,0,10.44778037071228,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_033
full46,0.7,strict,34,100800,23040,77760,142,0.14087301587301587,0.18261316872427982,0.699967749579712,0,10.008165121078491,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_034
full46,0.7,strict,35,100800,23040,77760,155,0.15376984126984128,0.1993312757201646,0.6999979772227549,0,10.382171392440796,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_035
full46,0.7,strict,36,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6999915644560224,0,10.07953953742981,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_036
full46,0.7,strict,37,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6999719277646606,0,10.517724752426147,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_037
full46,0.7,strict,38,100800,23040,77760,157,0.15575396825396826,0.20190329218106995,0.6999559725349117,0,10.620143413543701,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_038
full46,0.7,strict,39,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6999637050591732,0,10.096171140670776,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_039
full46,0.7,strict,40,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6999250461283991,0,10.200806379318237,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_040
full46,0.7,strict,41,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6996611425913992,0,10.334812641143799,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_041
full46,0.7,strict,42,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.6999002121310844,0,9.992356061935425,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_042
full46,0.7,strict,43,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6995471020481587,0,9.82007098197937,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_043
full46,0.7,strict,44,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6998418386398557,0,9.872072458267212,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_044
full46,0.7,strict,45,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6998306569980863,0,10.495063543319702,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_045
full46,0.7,strict,46,100800,23040,77760,144,0.14285714285714285,0.18518518518518517,0.6996203013486941,0,10.329894065856934,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_046
full46,0.7,strict,47,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.6998452922662818,0,11.201106548309326,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_047
full46,0.7,strict,48,100800,23040,77760,155,0.15376984126984128,0.1993312757201646,0.6997807329715571,0,10.711565017700195,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_048
full46,0.7,strict,49,100800,23040,77760,155,0.15376984126984128,0.1993312757201646,0.6999375519274574,0,11.127247333526611,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_049
full46,0.7,strict,50,100800,23040,77760,154,0.1527777777777778,0.19804526748971193,0.6997253661246639,0,10.56017804145813,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_050
